Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	BIODIESEL_BE	LFO	LFO_RE_BE	GAS	GAS_RE_IMPORT	GAS_RE_BE	WOOD	WOOD_PRODUCTION	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE_IMPORT	H2_RE_BE	AMMONIA	METHANOL	AMMONIA_RE_IMPORT	AMMONIA_RE_BE	METHANOL_RE_BE	METHANOL_RE_IMPORT	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_RIVER	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	BUS_COACH_ELECTRIC	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	ADLIBIO_TO_HVC	OIL_TO_HVC	GAS_TO_HVC	METHANOL_TO_HVC	AMMONIA_TO_H2	ATM_CCS	BIO_HYDROLYSIS	BIOMETHANATION	DHN	EFFICIENCY	GASIFICATION_SNG	GRID	H2_BIOMASS	H2_ELECTROLYSIS	INDUSTRY_CCS	SMR	SYN_METHANATION	ADLIBIO_TO_FUEL	REDIFUEL	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	END_USE	
 1 	 1									3.830617	0.000001	0.000000																										-4.214748									-0.000016			-0.000001							-0.000002					-0.000000						-0.000002	-0.000001		-0.000001		-0.000000								-0.073431														-0.353081						-0.000000			-0.000000								1.548984	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.738320	0.000001															0.000000	
 1 	 2									3.830617	0.000001	0.000000																										-4.214748									-0.000016			-0.000001							-0.000002					-0.000000						-0.000002	-0.000001		-0.000001		-0.000000								-0.029398														-0.353081						-0.000000			-0.000000								1.504951	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.738321	0.000001															0.000000	
 1 	 3									3.830617	0.000001	0.000000																										-4.214748									-0.000016			-0.000001							-0.000002					-0.000000						-0.000002	-0.000001		-0.000001		-0.000000								-0.014636														-0.353081						-0.000000			-0.000000								1.490190	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.738321	0.000001															0.000000	
 1 	 4									3.830617	0.000001	0.000000																										-4.214748									-0.000016			-0.000001							-0.000002					-0.000000						-0.000002	-0.000001		-0.000001		-0.000000								-0.176386														-0.353081						-0.000000			-0.000000								1.651939	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.738321	0.000001															0.000000	
 1 	 5									3.830617	0.000001	0.000000																										-4.214748									-0.000016			-0.000001							-0.000002					-0.000000						-0.000002	-0.000001		-0.000001		-0.000000								-0.470362														-0.353081						-0.000000			-0.000000								1.945915	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.738320	0.000001															0.000000	
 1 	 6									3.830617	0.000001	0.000000																										-4.214748									-0.000016			-0.000001							-0.000001					-0.000000						-0.000002	-0.000000		-0.000001		-0.000000								-1.175904														-0.353081						-0.000000			-0.000000								2.209866	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.296731	0.000002															0.000000	
 1 	 7									3.830617	0.000001	0.000000																										-4.214748									-0.000015			-0.000001							-0.000001					-0.000000						-0.000002	-0.000000		-0.000001		-0.000000								-2.278002														-0.353081						-0.000000			-0.000000								2.209866	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.000001	0.805368															0.000000	
 1 	 8									3.830617	0.000001	0.000000																										-4.214748									-0.000015			-0.000001							-0.000001					-0.000000						-0.000002	-0.000000		-0.000001		-0.000000								-1.984064														-0.353081						-0.000000			-0.000000								2.209866	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.000001	0.511429															0.000000	
 1 	 9									3.830617	0.000001	0.000000																										-4.214748									-0.000015			-0.000001							-0.000001					-0.000000						-0.000002	-0.000000		-0.000001		-0.000000								-1.837101														-0.353081						-0.000000			-0.000000								2.209866	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.000001	0.364467															0.000000	
 1 	 10									3.830617	0.000001	0.000000																										-4.214748									-0.000015			-0.000001							-0.000001					-0.000000						-0.000002	-0.000000		-0.000001		-0.000000								-2.057558														-0.353081						-0.000000			-0.000000								2.209866	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.000001	0.584924															0.000000	
 1 	 11									3.830617	0.000001	0.000000																										-4.214748									-0.000015			-0.000001							-0.000001					-0.000000						-0.000002	-0.000000		-0.000001		-0.000000								-2.351484														-0.353081						-0.000000			-0.000000								2.209866	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.000001	0.878850															0.000000	
 1 	 12									3.830617	0.000001	0.000000																										-4.214748									-0.000015			-0.000001							-0.000001					-0.000000						-0.000002	-0.000000		-0.000001		-0.000000								-2.586640														-0.353081						-0.000000			-0.000000								2.209866	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.000001	1.114006															0.000000	
 1 	 13									3.830617	0.000001	0.000000																										-4.214748									-0.000015			-0.000001							-0.000001					-0.000000						-0.000002	-0.000000		-0.000001		-0.000000								-2.351484														-0.353081						-0.000000			-0.000000								2.209866	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.000001	0.878850															0.000000	
 1 	 14									3.830617	0.000001	0.000000																										-4.214748									-0.000015			-0.000001							-0.000001					-0.000000						-0.000002	-0.000000		-0.000001		-0.000000								-2.380881														-0.353081						-0.000000			-0.000000								2.209866	0.000000			0.000000					-0.000000	0.000000		0.000000																																			-0.000001	0.908247															0.000000	
