Td 	 Time	AMMONIA	AMMONIA_RE_BE	AMMONIA_RE_IMPORT	BIODIESEL	BIODIESEL_BE	BIOETHANOL	CO2_ATM	CO2_CAPTURED	CO2_EMISSIONS	CO2_INDUSTRY	COAL	DIESEL	ELEC_EXPORT	ELECTRICITY	GAS	GAS_RE_BE	GAS_RE_IMPORT	GASOLINE	H2	H2_RE_BE	H2_RE_IMPORT	LFO	LFO_RE_BE	METHANOL	METHANOL_RE_BE	METHANOL_RE_IMPORT	RES_GEO	RES_HYDRO	RES_SOLAR	RES_WIND	URANIUM	WASTE	WET_BIOMASS	WOOD	WOOD_PRODUCTION	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_RIVER	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	BUS_COACH_ELECTRIC	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	ADLIBIO_TO_HVC	OIL_TO_HVC	GAS_TO_HVC	METHANOL_TO_HVC	ADLIBIO_TO_FUEL	AMMONIA_TO_H2	ATM_CCS	BIO_HYDROLYSIS	BIOMETHANATION	DHN	EFFICIENCY	GASIFICATION_SNG	GRID	H2_BIOMASS	H2_ELECTROLYSIS	INDUSTRY_CCS	REDIFUEL	SMR	SYN_METHANATION	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	END_USE	
 1 	 1															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305476							-0.000000					-4.365097						-0.000000	-0.000000		-0.000000		-13.601554								-0.000000														-0.000033						-0.000004			-0.000524				-0.000000					0.000000	0.000000			0.000000					0.000000	-0.010770	4.569900																																			-0.747442	0.064426															0.000000	
 1 	 2															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.306006							-0.000000					-4.365097						-0.000000	-0.000000		-0.000000		-14.179297								-0.000000														-0.000033						-0.000004			-0.000526				-0.000000					0.000000	0.000000			0.000000					0.000000	-0.767610	5.103667																																			-0.025786	0.144118															0.000000	
 1 	 3															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305953							-0.000000					-4.365097						-0.000000	-0.000000		-0.000000		-16.129894								-0.000000														-0.000033						-0.000004			-0.000484				-0.000000					0.000000	0.000000			0.000000					0.000000	-14.124129	13.319343																																			-0.013591	7.223266															0.000000	
 1 	 4															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305972							-0.000000					-4.365097						-0.000000	-0.000000		-0.000000		-16.144752								-0.000001														-0.000033						-0.000004			-0.000464				-0.000000					0.000000	0.000000			0.000000					0.000000	-23.890033	18.921118																																			-0.013547	11.402210															0.000000	
 1 	 5															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305972							-0.000000					-4.365097						-0.000000	-0.000000		-0.000000		-16.146310								-0.000002														-0.000033						-0.000004			-0.000468				-0.000000					0.000000	0.000000			0.000000					0.000000	-25.891735	19.484867																																			-0.013611	12.841790															0.000000	
 1 	 6															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305970							-0.000000					-4.365097						-0.000000	-0.000000		-0.000000		-16.146913								-0.000005														-0.000033						-0.000004			-0.000470				-0.000000					0.000000	0.000000			0.000000					0.000000	-28.938550	19.765681																																			-0.013571	15.608357															0.000000	
 1 	 7															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305971							-0.000000					-4.365097						-0.000000	-0.000000		-0.000000		-16.147343								-0.000009														-0.000033						-0.000004			-0.000473				-0.000000					0.000000	0.000000			0.000000					0.000000	-33.338497	19.984831																																			-0.013536	19.789558															0.000000	
 1 	 8															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305971							-0.000000					-4.365098						-0.000000	-0.000000		-0.000000		-16.147567								-0.000008														-0.000033						-0.000004			-0.000468				-0.000000					0.000000	0.000000			0.000000					0.000000	-32.751156	20.284592																																			-0.012962	18.902100															0.000000	
 1 	 9															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305973							-0.000000					-4.365098						-0.000000	-0.000000		-0.000000		-16.147800								-0.000007														-0.000033						-0.000004			-0.000470				-0.000000					0.000000	0.000000			0.000000					0.000000	-32.143721	20.242737																																			-0.013113	18.336907															0.000000	
 1 	 10															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305974							-0.000000					-4.365098						-0.000000	-0.000000		-0.000000		-16.147973								-0.000008														-0.000033						-0.000004			-0.000471				-0.000000					0.000000	0.000000			0.000000					0.000000	-29.610520	18.202144																																			-0.013239	17.844602															0.000000	
 1 	 11															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305974							-0.000000					-4.365098						-0.000000	-0.000000		-0.000000		-16.148161								-0.000009														-0.000033						-0.000004			-0.000473				-0.000000					0.000000	0.000000			0.000000					0.000000	-26.493215	15.640376																																			-0.013300	17.289317															0.000000	
 1 	 12															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305976							-0.000000					-4.365098						-0.000000	-0.000000		-0.000000		-16.148486								-0.000010														-0.000033						-0.000004			-0.000474				-0.000000					0.000000	0.000000			0.000000					0.000000	-23.453523	13.257592																																			-0.013333	16.632770															0.000000	
 1 	 13															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305976							-0.000000					-4.365098						-0.000000	-0.000000		-0.000000		-16.148813								-0.000009														-0.000033						-0.000004			-0.000475				-0.000000					0.000000	0.000000			0.000000					0.000000	-20.023321	11.689337																																			-0.013335	14.771152															0.000000	
 1 	 14															0.000000	0.000000	43.586963																				-20.190388									-0.000000			-9.305976							-0.000000					-4.365097						-0.000000	-0.000000		-0.000000		-16.148729								-0.000009														-0.000033						-0.000004			-0.000476				-0.000000					0.000000	0.000000			0.000000					0.000000	-18.997615	10.997130																																			-0.013380	14.437616															0.000000	
