Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;crit_1_constr;crit_2_constr;crit_3_constr;lca_tech;lca_op;Comment
Mobility;Freight;Truck methanol;TRUCK_METHANOL;379.01;18.55555556;0;15;0.09259;0;1;0;1.00E+15;265;0;1;135.7086708;0.154419121;
Mobility;Freight;Truck gas;TRUCK_NG;377.52;18.55555556;0;15;0.09259;0;1;0;1.00E+15;243;0;1;137.2728102;0.143478052;
Storage;Thermal storage;Decentralised fuel cell cogeneration gas;TS_DEC_ADVCOGEN_GAS;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;1;4.423806216;0;
Storage;Thermal storage;Decentralised fuel cell cogenration H2;TS_DEC_ADVCOGEN_H2;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.423806216;0;
Storage;Thermal storage;Decentralised boiler gas;TS_DEC_BOILER_GAS;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.423806216;0;
Storage;Thermal storage;Decentralised boiler oil;TS_DEC_BOILER_OIL;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.423806216;0;
Storage;Thermal storage;Decentralised boiler wood;TS_DEC_BOILER_WOOD;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.423806216;0;
Storage;Thermal storage;Decentralised cogeneration gas;TS_DEC_COGEN_GAS;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.423806216;0;
Storage;Thermal storage;Decentralised cogenration oil;TS_DEC_COGEN_OIL;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.423806216;0;
Storage;Thermal storage;Decentralised direct elec;TS_DEC_DIRECT_ELEC;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.423806216;0;
Storage;Thermal storage;Decentralised electrical heat pumps;TS_DEC_HP_ELEC;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.423806216;0;
Storage;Thermal storage;Decentralised thermal heat pumps gas;TS_DEC_THHP_GAS;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.423806216;0;
Storage;Thermal storage;Centralised daily;TS_DHN_DAILY;3;0.0086;0;40;1;0;1;0;1.00E+15;23.1;0;0;4.423806216;0;
Storage;Thermal storage;Centralised seasonal;TS_DHN_SEASONAL;0.52;0.002875;0;25;1;0;1;0;1.00E+15;6.59;0;0;4.423806216;0;
Storage;Thermal storage;Thermal storage industries;TS_HIGH_TEMP;28.03;0.3;0;25;1;0;1;0;1.00E+15;342;0;0;4.423806216;0;
Electricity;Electricity;Wind offshore;WIND_OFFSHORE;4760.34;33.12006462;622.85;30;1;0;1;0;6;2740;0;0;512.4391972;8.98578E-05;
Electricity;Electricity;Wind onshore;WIND_ONSHORE;999.22;11.62164706;622.85;30;1;0;1;0;10;2870;0;0;332.0592304;6.21546E-05;
