Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	BIODIESEL_BE	LFO	LFO_RE_BE	GAS	GAS_RE_IMPORT	GAS_RE_BE	WOOD	WOOD_PRODUCTION	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE_IMPORT	H2_RE_BE	AMMONIA	METHANOL	AMMONIA_RE_IMPORT	AMMONIA_RE_BE	METHANOL_RE_IMPORT	METHANOL_RE_BE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_RIVER	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	BUS_COACH_ELECTRIC	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	OIL_TO_HVC	GAS_TO_HVC	METHANOL_TO_HVC	ADLIBIO_TO_FUEL	ADLIBIO_TO_HVC	AMMONIA_TO_H2	ATM_CCS	BIO_HYDROLYSIS	BIOMETHANATION	DHN	EFFICIENCY	GASIFICATION_SNG	GRID	H2_BIOMASS	H2_ELECTROLYSIS	INDUSTRY_CCS	REDIFUEL	SMR	SYN_METHANATION	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	END_USE	
 1 	 1																													4.825479													-1.259247	-3.566232																																																																																																																																			0.000000	
 1 	 2																													4.910937													-1.458799	-3.452138																																																																																																																																			0.000000	
 1 	 3																													5.180512													-1.537055	-3.643457																																																																																																																																			0.000000	
 1 	 4																													5.419179													-1.686564	-3.732615																																																																																																																																			0.000000	
 1 	 5																													5.209363													-2.319512	-2.889851																																																																																																																																			0.000000	
 1 	 6																													5.158608													-2.257717	-2.900891																																																																																																																																			0.000000	
 1 	 7																													5.763189													-1.927501	-3.835687																																																																																																																																			0.000000	
 1 	 8																													6.613205													-2.303565	-4.309639																																																																																																																																			0.000000	
 1 	 9																													7.684660													-3.271458	-4.413202																																																																																																																																			0.000000	
 1 	 10																													8.086950													-3.567435	-4.519516																																																																																																																																			0.000000	
 1 	 11																													8.033696													-3.407989	-4.625707																																																																																																																																			0.000000	
 1 	 12																													2.806858													-2.806858	-0.000000																																																																																																																																			0.000000	
 1 	 13																													0.000000													-0.000000	-0.000000																																																																																																																																			0.000000	
 1 	 14																													0.000000													-0.000000	-0.000000																																																																																																																																			0.000000	
 1 	 15																													7.759282													-3.655611	-4.103671																																																																																																																																			0.000000	
 1 	 16																													7.687333													-3.620198	-4.067135																																																																																																																																			0.000000	
 1 	 17																													8.443673													-4.060243	-4.383430																																																																																																																																			0.000000	
 1 	 18																													9.577654													-4.955995	-4.621659																																																																																																																																			0.000000	
 1 	 19																													10.338340													-5.698808	-4.639532																																																																																																																																			0.000000	
 1 	 20																													10.832767													-6.193234	-4.639532																																																																																																																																			0.000000	
 1 	 21																													10.887415													-6.247882	-4.639532																																																																																																																																			0.000000	
 1 	 22																													11.263464													-6.593529	-4.669935																																																																																																																																			0.000000	
 1 	 23																													11.479059													-6.810894	-4.668166																																																																																																																																			0.000000	
 1 	 24																													11.553340													-6.913807	-4.639532																																																																																																																																			0.000000	
 2 	 1																													11.526122													-6.886590	-4.639532																																																																																																																																			0.000000	
 2 	 2																													11.598456													-7.008988	-4.589468																																																																																																																																			0.000000	
 2 	 3																													11.613654													-7.092702	-4.520952																																																																																																																																			0.000000	
 2 	 4																													11.474373													-7.046889	-4.427483																																																																																																																																			0.000000	
 2 	 5																													11.477969													-6.886608	-4.591361																																																																																																																																			0.000000	
 2 	 6																													11.175808													-6.577262	-4.598546																																																																																																																																			0.000000	
 2 	 7																													10.966787													-6.325783	-4.641004																																																																																																																																			0.000000	
 2 	 8																													10.656180													-6.026215	-4.629965																																																																																																																																			0.000000	
 2 	 9																													9.990458													-5.861116	-4.129342																																																																																																																																			0.000000	
 2 	 10																													8.809463													-5.274265	-3.535198																																																																																																																																			0.000000	
 2 	 11																													7.047443													-4.348753	-2.698690																																																																																																																																			0.000000	
 2 	 12																													8.069352													-3.636909	-4.432442																																																																																																																																			0.000000	
 2 	 13																													7.932747													-3.370212	-4.562535																																																																																																																																			0.000000	
 2 	 14																													8.356718													-3.754720	-4.601998																																																																																																																																			0.000000	
 2 	 15																													8.077847													-3.444237	-4.633610																																																																																																																																			0.000000	
 2 	 16																													7.898012													-3.240045	-4.657967																																																																																																																																			0.000000	
 2 	 17																													7.912679													-3.254712	-4.657967																																																																																																																																			0.000000	
 2 	 18																													7.892537													-3.241912	-4.650625																																																																																																																																			0.000000	
 2 	 19																													7.939628													-3.331830	-4.607798																																																																																																																																			0.000000	
 2 	 20																													7.759913													-3.280578	-4.479335																																																																																																																																			0.000000	
 2 	 21																													7.515763													-3.036814	-4.478949																																																																																																																																			0.000000	
 2 	 22																													7.246799													-2.897154	-4.349645																																																																																																																																			0.000000	
 2 	 23																													6.511516													-2.418674	-4.092841																																																																																																																																			0.000000	
 2 	 24																													5.547213													-1.982576	-3.564637																																																																																																																																			0.000000	
 3 	 1																													5.097055													-1.870845	-3.226210																																																																																																																																			0.000000	
 3 	 2																													4.048936													-1.357343	-2.691593																																																																																																																																			0.000000	
 3 	 3																													3.388300													-1.435173	-1.953127																																																																																																																																			0.000000	
 3 	 4																													4.215172													-1.860569	-2.354603																																																																																																																																			0.000000	
 3 	 5																													5.198173													-2.587240	-2.610933																																																																																																																																			0.000000	
 3 	 6																													6.622360													-3.349643	-3.272717																																																																																																																																			0.000000	
 3 	 7																													6.861571													-3.509036	-3.352536																																																																																																																																			0.000000	
 3 	 8																													5.490359													-2.620502	-2.869857																																																																																																																																			0.000000	
 3 	 9																													5.231777													-2.622368	-2.609408																																																																																																																																			0.000000	
