Td 	 Time	AMMONIA	AMMONIA_RE_BE	AMMONIA_RE_IMPORT	BIODIESEL	BIODIESEL_BE	BIOETHANOL	CO2_ATM	CO2_CAPTURED	CO2_EMISSIONS	CO2_INDUSTRY	COAL	DIESEL	ELEC_EXPORT	ELECTRICITY	GAS	GAS_RE_BE	GAS_RE_IMPORT	GASOLINE	H2	H2_RE_BE	H2_RE_IMPORT	LFO	LFO_RE_BE	METHANOL	METHANOL_RE_BE	METHANOL_RE_IMPORT	RES_GEO	RES_HYDRO	RES_SOLAR	RES_WIND	URANIUM	WASTE	WET_BIOMASS	WOOD	WOOD_PRODUCTION	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	BUS_COACH_ELECTRIC	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	OIL_TO_HVC	GAS_TO_HVC	METHANOL_TO_HVC	ADLIBIO_TO_HVC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	ADLIBIO_TO_FUEL	AMMONIA_TO_H2	ATM_CCS	BIO_HYDROLYSIS	BIOMETHANATION	DHN	EFFICIENCY	GASIFICATION_SNG	GRID	H2_BIOMASS	H2_ELECTROLYSIS	INDUSTRY_CCS	REDIFUEL	SMR	SYN_METHANATION	PT_COLLECTOR	ST_COLLECTOR	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1																												0.048298																				-0.001000	-0.047298																																																																																																																																																			0.000000	
 1 	 2																												0.048298																				-0.001000	-0.047298																																																																																																																																																			0.000000	
 1 	 3																												0.048298																				-0.001000	-0.047298																																																																																																																																																			0.000000	
 1 	 4																												0.048295																				-0.001000	-0.047295																																																																																																																																																			0.000000	
 1 	 5																												0.048295																				-0.001000	-0.047295																																																																																																																																																			0.000000	
 1 	 6																												0.048295																				-0.001000	-0.047295																																																																																																																																																			0.000000	
 1 	 7																												0.048295																				-0.001000	-0.047295																																																																																																																																																			0.000000	
 1 	 8																												0.048291																				-0.001000	-0.047291																																																																																																																																																			0.000000	
 1 	 9																												0.048291																				-0.001000	-0.047291																																																																																																																																																			0.000000	
 1 	 10																												0.048291																				-0.001000	-0.047291																																																																																																																																																			0.000000	
 1 	 11																												0.048291																				-0.001000	-0.047291																																																																																																																																																			0.000000	
 1 	 12																												0.048289																				-0.001000	-0.047289																																																																																																																																																			0.000000	
 1 	 13																												0.048289																				-0.001000	-0.047289																																																																																																																																																			0.000000	
 1 	 14																												0.048289																				-0.001000	-0.047289																																																																																																																																																			0.000000	
 1 	 15																												0.048289																				-0.001000	-0.047289																																																																																																																																																			0.000000	
 1 	 16																												0.048285																				-0.001000	-0.047285																																																																																																																																																			0.000000	
 1 	 17																												0.048285																				-0.001000	-0.047285																																																																																																																																																			0.000000	
 1 	 18																												0.048285																				-0.001000	-0.047285																																																																																																																																																			0.000000	
 1 	 19																												0.048285																				-0.001000	-0.047285																																																																																																																																																			0.000000	
 1 	 20																												0.048282																				-0.001000	-0.047282																																																																																																																																																			0.000000	
 1 	 21																												0.048282																				-0.001000	-0.047282																																																																																																																																																			0.000000	
 1 	 22																												0.048282																				-0.001000	-0.047282																																																																																																																																																			0.000000	
 1 	 23																												0.048282																				-0.001000	-0.047282																																																																																																																																																			0.000000	
 1 	 24																												0.048279																				-0.001000	-0.047279																																																																																																																																																			0.000000	
 2 	 1																												0.036744																				-0.001000	-0.035744																																																																																																																																																			0.000000	
 2 	 2																												0.036768																				-0.001000	-0.035768																																																																																																																																																			0.000000	
 2 	 3																												0.036792																				-0.001000	-0.035792																																																																																																																																																			0.000000	
 2 	 4																												0.036820																				-0.001000	-0.035820																																																																																																																																																			0.000000	
 2 	 5																												0.036844																				-0.001000	-0.035844																																																																																																																																																			0.000000	
 2 	 6																												0.036868																				-0.001000	-0.035868																																																																																																																																																			0.000000	
 2 	 7																												0.036892																				-0.001000	-0.035892																																																																																																																																																			0.000000	
 2 	 8																												0.036919																				-0.001000	-0.035919																																																																																																																																																			0.000000	
 2 	 9																												0.036943																				-0.001000	-0.035943																																																																																																																																																			0.000000	
 2 	 10																												0.036967																				-0.001000	-0.035967																																																																																																																																																			0.000000	
 2 	 11																												0.036991																				-0.001000	-0.035991																																																																																																																																																			0.000000	
 2 	 12																												0.037019																				-0.001000	-0.036019																																																																																																																																																			0.000000	
 2 	 13																												0.037043																				-0.001000	-0.036043																																																																																																																																																			0.000000	
 2 	 14																												0.037066																				-0.001000	-0.036066																																																																																																																																																			0.000000	
 2 	 15																												0.037090																				-0.001000	-0.036090																																																																																																																																																			0.000000	
 2 	 16																												0.037118																				-0.001000	-0.036118																																																																																																																																																			0.000000	
 2 	 17																												0.037142																				-0.001000	-0.036142																																																																																																																																																			0.000000	
 2 	 18																												0.037166																				-0.001000	-0.036166																																																																																																																																																			0.000000	
 2 	 19																												0.037190																				-0.001000	-0.036190																																																																																																																																																			0.000000	
 2 	 20																												0.037217																				-0.001000	-0.036217																																																																																																																																																			0.000000	
 2 	 21																												0.037241																				-0.001000	-0.036241																																																																																																																																																			0.000000	
 2 	 22																												0.037265																				-0.001000	-0.036265																																																																																																																																																			0.000000	
 2 	 23																												0.037289																				-0.001000	-0.036289																																																																																																																																																			0.000000	
 2 	 24																												0.037316																				-0.001000	-0.036316																																																																																																																																																			0.000000	
 3 	 1																												0.036966																				-0.001000	-0.035966																																																																																																																																																			0.000000	
 3 	 2																												0.036952																				-0.001000	-0.035952																																																																																																																																																			0.000000	
 3 	 3																												0.036942																				-0.001000	-0.035942																																																																																																																																																			0.000000	
 3 	 4																												0.036930																				-0.001000	-0.035930																																																																																																																																																			0.000000	
 3 	 5																												0.036916																				-0.001000	-0.035916																																																																																																																																																			0.000000	
 3 	 6																												0.036902																				-0.001000	-0.035902																																																																																																																																																			0.000000	
 3 	 7																												0.036889																				-0.001000	-0.035888																																																																																																																																																			0.000000	
 3 	 8																												0.036875																				-0.001000	-0.035875																																																																																																																																																			0.000000	
 3 	 9																												0.036862																				-0.001000	-0.035862																																																																																																																																																			0.000000	
 3 	 10																												0.036852																				-0.001000	-0.035852																																																																																																																																																			0.000000	
 3 	 11																												0.036838																				-0.001000	-0.035838																																																																																																																																																			0.000000	
 3 	 12																												0.036824																				-0.001000	-0.035824																																																																																																																																																			0.000000	
