{PERIODS};Electricity (%_elec);Space Heating (%_sh);SPACE_COOLING;Passanger mobility (%_pass);Freight mobility (%_freight);PV;PV_UTILITY;Wind_onshore;Wind_offshore;HYDRO_DAM;Hydro_river;TIDAL;Solar;PT_COLLECTOR;ST_COLLECTOR
2678;0.000120887;4.65E-05;0;0.000190324;0.000114155;0.63;0.63;0.1817;0.2541;0;0;0.178692947;0.40382829;0;0
2679;0.000120359;4.81E-05;0;0.000213821;0.000114155;0.64;0.64;0.169;0.244;0;0;0.221981652;0.22568743;0;0
2680;0.000120169;5.56E-05;0;0.00022322;0.000114155;0.49;0.49;0.1553;0.2288;0;0;0.144791788;0.14018829;0;0
2681;0.000120364;6.95E-05;0;0.00022322;0.000114155;0.29;0.29;0.1453;0.2126;0;0;0.043260476;0.21261686;0;0
2682;0.000118279;9.15E-05;0;0.000164478;0.000114155;0.08;0.08;0.1368;0.1937;0;0;0.00235232;0.040326;0;0
2683;0.000116969;0.00013257;0;0.000117484;0.000114155;0.01;0.01;0.1416;0.1835;0;0;0.001930594;0;0;0
2684;0.000116281;0.0001593;0;8.81E-05;0.000114155;0;0;0.1512;0.1736;0;0;0.055883745;0;0;0
2685;0.000116655;0.00017472;0;5.87E-05;0.000114155;0;0;0.1348;0.1445;0;0;0.100571009;0;0;0
2686;0.000113785;0.00018863;0;3.76E-05;0.000114155;0;0;0.1203;0.1252;0;0;0.076289454;0;0;0
2687;0.000110831;0.00019919;0;2.35E-05;0.000114155;0;0;0.1063;0.1029;0;0;0.03373949;0;0;0
2688;0.000107886;0.0002059;0;9.40E-06;0.000114155;0;0;0.0888;0.0784;0;0;0.003121564;0;0;0
2689;0.000105941;0.00020564;0;5.87E-06;0.000114155;0;0;0.0684;0.0599;0;0;0.045290559;0;0;0
2690;0.000105106;0.000204;0;2.35E-06;0.000114155;0;0;0.0491;0.0469;0;0;0.21703591;0;0;0
2691;0.000104856;0.00020398;0;1.17E-06;0.000114155;0;0;0.0316;0.0341;0;0;0.271199772;0;0;0
2692;0.000104918;0.00020383;0;1.41E-05;0.000114155;0;0;0.0182;0.0195;0;0;0.175238037;0;0;0
2693;0.000106239;0.00020385;0;3.76E-05;0.000114155;0;0;0.0115;0.0089;0;0;0.052126051;0;0;0
2694;0.000109693;0.00019738;0;9.40E-05;0.000114155;0.01;0.01;0.0093;0.0037;0;0;0.002510852;0;0;0
2695;0.000115118;0.00018505;0;0.0001821;0.000114155;0.07;0.07;0.008;0.0011;0;0;0.00317809;0.00080229;0;0
2696;0.000119141;0.00016513;0;0.000158603;0.000114155;0.15;0.15;0.0069;0.0006;0;0;0.072109459;0.00230657;0;0
2697;0.000120783;0.00013569;0;0.000146855;0.000114155;0.21;0.21;0.0054;0.0002;0;0;0.122257447;0.02094857;0;0
2698;0.000121159;0.00010041;0;0.000164478;0.000114155;0.21;0.21;0.004;0;0;0;0.089090691;0.122226;0;0
2699;0.000120958;7.60E-05;0;0.000187974;0.000114155;0.17;0.17;0.003;0;0;0;0.037144115;0.66279943;0;0
2700;0.000120222;5.64E-05;0;0.000206772;0.000114155;0.29;0.29;0.0027;0;0;0;0.003121564;1;0;0
2701;0.000119955;4.09E-05;0;0.000187974;0.000114155;0.82;0.82;0.003;0;0;0;0.058685025;1;0;0
2702;0.000119437;3.14E-05;0;0.000190324;0.000114155;0.77;0.77;0.0037;0.0007;0;0;0.272211368;0.93546514;0;0
2703;0.00011902;2.82E-05;0;0.000213821;0.000114155;0.66;0.66;0.0047;0.0026;0;0;0.342315425;0.78316457;0;0
2704;0.000119038;3.02E-05;0;0.00022322;0.000114155;0.5;0.5;0.0057;0.0063;0;0;0.218941581;0.56199;0;0
2705;0.000119302;3.82E-05;0;0.00022322;0.000114155;0.29;0.29;0.0072;0.0089;0;0;0.064812609;0.30266229;0;0
2706;0.000117914;5.70E-05;0;0.000164478;0.000114155;0.08;0.08;0.0136;0.0166;0;0;0.002718832;0.08697;0;0
2707;0.000116846;0.00010252;0;0.000117484;0.000114155;0.01;0.01;0.0356;0.0366;0;0;0.005373861;0;0;0
2708;0.000116187;0.00013187;0;8.81E-05;0.000114155;0;0;0.0535;0.046;0;0;0.096456411;0;0;0
2709;0.000116715;0.00014712;0;5.87E-05;0.000114155;0;0;0.0539;0.0374;0;0;0.153483208;0;0;0
2710;0.000114143;0.0001583;0;3.76E-05;0.000114155;0;0;0.0416;0.0228;0;0;0.107009145;0;0;0
2711;0.000111151;0.00016598;0;2.35E-05;0.000114155;0;0;0.0276;0.0123;0;0;0.04171243;0;0;0
2712;0.000108148;0.00017172;0;9.40E-06;0.000114155;0;0;0.0177;0.0082;0;0;0.003121564;0;0;0
2713;0.000106162;0.00017876;0;5.87E-06;0.000114155;0;0;0.0132;0.0077;0;0;0.07448988;0;0;0
2714;0.00010525;0.00018802;0;2.35E-06;0.000114155;0;0;0.0139;0.0079;0;0;0.336025111;0;0;0
2715;0.000104755;0.00019699;0;1.17E-06;0.000114155;0;0;0.0196;0.0091;0;0;0.424888679;0;0;0
2716;0.000104794;0.00020402;0;1.41E-05;0.000114155;0;0;0.0273;0.0121;0;0;0.269366935;0;0;0
2717;0.000105824;0.00020891;0;3.76E-05;0.000114155;0;0;0.0349;0.0176;0;0;0.079406738;0;0;0
2718;0.000109188;0.00018227;0;9.40E-05;0.000114155;0.02;0.02;0.0388;0.0259;0;0;0.002937991;0;0;0
2719;0.000114913;0.00014541;0;0.0001821;0.000114155;0.12;0.12;0.0255;0.0297;0;0;0.008401439;0.09051343;0;0
2720;0.000118728;0.00010873;0;0.000158603;0.000114155;0.32;0.32;0.0236;0.0412;0;0;0.125746156;0.25799057;0;0
2721;0.000120292;5.97E-05;0;0.000146855;0.000114155;0.52;0.52;0.0547;0.0747;0;0;0.189618807;0.39294171;0;0
2722;0.000120624;3.09E-05;0;0.000164478;0.000114155;0.65;0.65;0.0851;0.1111;0;0;0.12718219;0.52358057;0;0
2723;0.000120699;1.20E-05;0;0.000187974;0.000114155;0.76;0.76;0.1073;0.1339;0;0;0.046640749;0.30342;0;0
2724;0.000120185;0;0;0.000206772;0.000114155;0.79;0.79;0.1197;0.1464;0;0;0.003121564;0.93140914;0;0
2725;0.000119937;0;0;0.000187974;0.000114155;0.76;0.76;0.1226;0.1457;0;0;0.089003262;0.94219543;0;0
2726;0.000119432;0;0;0.000190324;0.000114155;0.76;0.76;0.1219;0.1393;0;0;0.393717838;0.81505543;0;0
2727;0.000118949;0;0;0.000213821;0.000114155;0.62;0.62;0.1211;0.1376;0;0;0.499771824;0.56943343;0;0
2728;0.000118855;0;0;0.00022322;0.000114155;0.39;0.39;0.1164;0.1327;0;0;0.314870037;0.45767057;0;0
2729;0.000119163;0;0;0.00022322;0.000114155;0.15;0.15;0.0981;0.124;0;0;0.092545273;0.13909629;0;0
2730;0.000117743;1.84E-05;0;0.000164478;0.000114155;0.08;0.08;0.0934;0.1464;0;0;0.003121564;0.01108714;0;0
2731;0.000116387;5.41E-05;0;0.000117484;0.000114155;0.01;0.01;0.1223;0.2377;0;0;0.011512184;0;0;0
2732;0.000115679;7.05E-05;0;8.81E-05;0.000114155;0;0;0.1508;0.3298;0;0;0.153043728;0;0;0
2733;0.000115915;7.89E-05;0;5.87E-05;0.000114155;0;0;0.1613;0.3563;0;0;0.222303287;0;0;0
2734;0.000113753;8.74E-05;0;3.76E-05;0.000114155;0;0;0.1652;0.3601;0;0;0.145033712;0;0;0
2735;0.000111523;9.78E-05;0;2.35E-05;0.000114155;0;0;0.1769;0.3451;0;0;0.050851781;0;0;0
2736;0.000108042;0.00010718;0;9.40E-06;0.000114155;0;0;0.2041;0.3633;0;0;0.003121564;0;0;0
2737;0.000105934;0.00011335;0;5.87E-06;0.000114155;0;0;0.2229;0.4139;0;0;0.105289037;0;0;0
2738;0.000104718;0.0001163;0;2.35E-06;0.000114155;0;0;0.227;0.4059;0;0;0.457662779;0;0;0
2739;0.000104114;0.0001191;0;1.17E-06;0.000114155;0;0;0.2176;0.3943;0;0;0.582973669;0;0;0
2740;0.000103888;0.00012161;0;1.41E-05;0.000114155;0;0;0.1975;0.3317;0;0;0.365229012;0;0;0
2741;0.000104075;0.00012384;0;3.76E-05;0.000114155;0;0;0.1763;0.2782;0;0;0.107058564;0;0;0
2742;0.000104891;0.00012128;0;9.40E-05;0.000114155;0;0;0.1604;0.2673;0;0;0.003312629;0;0;0
2743;0.000107106;0.00011279;0;0.0001821;0.000114155;0.05;0.05;0.1489;0.2671;0;0;0.015309197;0;0;0
2744;0.000110381;9.89E-05;0;0.000158603;0.000114155;0.09;0.09;0.1644;0.2998;0;0;0.18403091;0;0;0
2745;0.000113507;8.53E-05;0;0.000146855;0.000114155;0.13;0.13;0.2011;0.3522;0;0;0.258543061;0;0;0
2746;0.000114613;7.53E-05;0;0.000164478;0.000114155;0.37;0.37;0.2459;0.3907;0;0;0.164482084;0;0;0
2747;0.000115035;6.68E-05;0;0.000187974;0.000114155;0.26;0.26;0.2868;0.4176;0;0;0.055308945;0.008502;0;0
2748;0.000114893;5.73E-05;0;0.000206772;0.000114155;0.41;0.41;0.3071;0.4493;0;0;0.003121564;0.00718714;0;0
2749;0.000114191;4.68E-05;0;0.000187974;0.000114155;0.2;0.2;0.3172;0.4674;0;0;0.118727926;0.00287486;0;0
2750;0.000113604;3.95E-05;0;0.000190324;0.000114155;0.05;0.05;0.3175;0.4733;0;0;0.509917993;0;0;0
2751;0.000113403;3.72E-05;0;0.000213821;0.000114155;0.12;0.12;0.3151;0.4634;0;0;0.651097773;0;0;0
2752;0.00011345;3.72E-05;0;0.00022322;0.000114155;0.2;0.2;0.2956;0.4346;0;0;0.406333003;0.02071457;0;0
2753;0.000113929;4.17E-05;0;0.00022322;0.000114155;0.13;0.13;0.2509;0.3841;0;0;0.118886866;0;0;0
2754;0.000113375;5.40E-05;0;0.000164478;0.000114155;0.07;0.07;0.1928;0.3317;0;0;0.003460934;0.08240143;0;0
2755;0.000112262;8.01E-05;0;0.000117484;0.000114155;0.01;0.01;0.1874;0.3393;0;0;0.01864847;0;0;0
2756;0.000111322;9.91E-05;0;8.81E-05;0.000114155;0;0;0.2073;0.4022;0;0;0.209833296;0;0;0
2757;0.000112059;0.00010639;0;5.87E-05;0.000114155;0;0;0.23;0.4602;0;0;0.288166473;0;0;0
2758;0.000110668;0.00011213;0;3.76E-05;0.000114155;0;0;0.2448;0.4695;0;0;0.180157445;0;0;0
2759;0.000108544;0.00011799;0;2.35E-05;0.000114155;0;0;0.2437;0.4183;0;0;0.058817546;0;0;0
2760;0.000106205;0.00012323;0;9.40E-06;0.000114155;0;0;0.2151;0.3303;0;0;0.003121564;0;0;0
2761;0.000104257;0.00012471;0;5.87E-06;0.000114155;0;0;0.1689;0.2133;0;0;0.133264299;0;0;0
2762;0.000103266;0.00012251;0;2.35E-06;0.000114155;0;0;0.1409;0.1615;0;0;0.566006701;0;0;0
2763;0.000102824;0.0001206;0;1.17E-06;0.000114155;0;0;0.1183;0.1217;0;0;0.724332449;0;0;0
2764;0.000102642;0.00012012;0;1.41E-05;0.000114155;0;0;0.1074;0.0907;0;0;0.45041076;0;0;0
2765;0.000102772;0.00011858;0;3.76E-05;0.000114155;0;0;0.0953;0.066;0;0;0.131555803;0;0;0
2766;0.000102845;0.00010955;0;9.40E-05;0.000114155;0;0;0.0747;0.0699;0;0;0.003613601;0;0;0
2767;0.000103907;0.00010095;0;0.0001821;0.000114155;0.07;0.07;0.0633;0.1154;0;0;0.022441103;0.00156;0;0
2768;0.000106226;9.12E-05;0;0.000158603;0.000114155;0.14;0.14;0.0843;0.1503;0;0;0.237941311;0;0;0
2769;0.000108573;8.18E-05;0;0.000146855;0.000114155;0.16;0.16;0.1034;0.146;0;0;0.319970425;0;0;0
2770;0.000110252;7.34E-05;0;0.000164478;0.000114155;0.21;0.21;0.1034;0.1355;0;0;0.196798369;0;0;0
2771;0.000111317;6.85E-05;0;0.000187974;0.000114155;0.34;0.34;0.088;0.1173;0;0;0.062471478;0;0;0
2772;0.000111902;6.73E-05;0;0.000206772;0.000114155;0.45;0.45;0.0694;0.107;0;0;0.003121564;0.04434857;0;0
2773;0.000111412;6.75E-05;0;0.000187974;0.000114155;0.25;0.25;0.0556;0.1055;0;0;0.143586201;0.19612543;0;0
2774;0.000110713;7.02E-05;0;0.000190324;0.000114155;0.1;0.1;0.0504;0.1125;0;0;0.605595903;0;0;0
2775;0.000110276;7.48E-05;0;0.000213821;0.000114155;0.24;0.24;0.0547;0.1287;0;0;0.776086053;0;0;0
2776;0.000110422;8.24E-05;0;0.00022322;0.000114155;0.12;0.12;0.0675;0.1474;0;0;0.481499311;0;0;0
2777;0.000111646;9.30E-05;0;0.00022322;0.000114155;0.07;0.07;0.0861;0.1603;0;0;0.140483033;0;0;0
2778;0.000111826;0.00010669;0;0.000164478;0.000114155;0.05;0.05;0.1084;0.1714;0;0;0.003717833;0.00216171;0;0
2779;0.000111073;0.00012192;0;0.000117484;0.000114155;0;0;0.131;0.1875;0;0;0.025235644;0;0;0
2780;0.000110675;0.00013349;0;8.81E-05;0.000114155;0;0;0.1468;0.1965;0;0;0.258009616;0;0;0
2781;0.000111197;0.00014231;0;5.87E-05;0.000114155;0;0;0.1462;0.1848;0;0;0.342422712;0;0;0
2782;0.000109718;0.00014915;0;3.76E-05;0.000114155;0;0;0.1425;0.1669;0;0;0.208442994;0;0;0
2783;0.000107266;0.00015504;0;2.35E-05;0.000114155;0;0;0.1487;0.1713;0;0;0.064989628;0;0;0
2784;0.000105567;0.00016131;0;9.40E-06;0.000114155;0;0;0.1526;0.1763;0;0;0.003121564;0;0;0
2785;0.000103845;0.00016828;0;5.87E-06;0.000114155;0;0;0.15;0.1882;0;0;0.148941234;0;0;0
2786;0.000103035;0.00017552;0;2.35E-06;0.000114155;0;0;0.1598;0.2083;0;0;0.6260646;0;0;0
2787;0.000102602;0.00018419;0;1.17E-06;0.000114155;0;0;0.1793;0.235;0;0;0.802862539;0;0;0
2788;0.000102558;0.00019295;0;1.41E-05;0.000114155;0;0;0.1989;0.2574;0;0;0.497566141;0;0;0
2789;0.000103071;0.00020077;0;3.76E-05;0.000114155;0;0;0.2083;0.2613;0;0;0.145094236;0;0;0
2790;0.000103815;0.00018468;0;9.40E-05;0.000114155;0.02;0.02;0.1853;0.2376;0;0;0.003770692;0;0;0
2791;0.000105758;0.00016214;0;0.0001821;0.000114155;0.1;0.1;0.1895;0.2164;0;0;0.026715957;0.044226;0;0
2792;0.000107903;0.00014157;0;0.000158603;0.000114155;0.28;0.28;0.193;0.1974;0;0;0.268453621;0.23902543;0;0
2793;0.000109556;0.0001239;0;0.000146855;0.000114155;0.49;0.49;0.1763;0.202;0;0;0.354032354;0.499746;0;0
2794;0.000110185;0.00010831;0;0.000164478;0.000114155;0.73;0.73;0.1696;0.2156;0;0;0.214433715;0.64064743;0;0
2795;0.000110048;9.64E-05;0;0.000187974;0.000114155;0.71;0.71;0.1735;0.2311;0;0;0.066273689;0.39461314;0;0
2796;0.000109796;8.90E-05;0;0.000206772;0.000114155;0.78;0.78;0.1813;0.2345;0;0;0.003121564;0.12676114;0;0
2797;0.000108869;8.60E-05;0;0.000187974;0.000114155;0.69;0.69;0.1828;0.2207;0;0;0.160047441;0.08407286;0;0
2798;0.000108087;8.70E-05;0;0.000190324;0.000114155;0.68;0.68;0.1765;0.2022;0;0;0.668375314;0.36844971;0;0
2799;0.000107623;9.24E-05;0;0.000213821;0.000114155;0.59;0.59;0.1683;0.1851;0;0;0.858249111;0.52861714;0;0
2800;0.000108187;0.00010207;0;0.00022322;0.000114155;0.37;0.37;0.1596;0.1707;0;0;0.530764141;0.16865829;0;0
2801;0.000109948;0.00011543;0;0.00022322;0.000114155;0.15;0.15;0.1484;0.1533;0;0;0.15461716;0.02109343;0;0
2802;0.000110348;0.00013473;0;0.000164478;0.000114155;0.05;0.05;0.1349;0.1304;0;0;0.00387791;0.01137686;0;0
2803;0.000110027;0.0001719;0;0.000117484;0.000114155;0.01;0.01;0.1327;0.1155;0;0;0.02984801;0;0;0
2804;0.000109735;0.00020315;0;8.81E-05;0.000114155;0;0;0.1304;0.093;0;0;0.290179605;0;0;0
2805;0.000111167;0.0002183;0;5.87E-05;0.000114155;0;0;0.0981;0.0552;0;0;0.378032979;0;0;0
2806;0.000110043;0.0002314;0;3.76E-05;0.000114155;0;0;0.0668;0.0255;0;0;0.22675732;0;0;0
2807;0.00010757;0.00024112;0;2.35E-05;0.000114155;0;0;0.0427;0.0133;0;0;0.06889233;0;0;0
2808;0.000105301;0.00024835;0;9.40E-06;0.000114155;0;0;0.0232;0.0089;0;0;0.003121564;0;0;0
2809;0.000103682;0.00025254;0;5.87E-06;0.000114155;0;0;0.0108;0.018;0;0;0.160047441;0;0;0
2810;0.000103197;0.00025405;0;2.35E-06;0.000114155;0;0;0.0079;0.0474;0;0;0.668375314;0;0;0
2811;0.000102972;0.00025778;0;1.17E-06;0.000114155;0;0;0.0203;0.097;0;0;0.858249111;0;0;0
2812;0.000103146;0.00026589;0;1.41E-05;0.000114155;0;0;0.0463;0.1562;0;0;0.530764141;0;0;0
2813;0.000104432;0.00027058;0;3.76E-05;0.000114155;0;0;0.0821;0.2181;0;0;0.15461716;0;0;0
2814;0.000107955;0.00023706;0;9.40E-05;0.000114155;0.02;0.02;0.1083;0.2407;0;0;0.00387791;0;0;0
2815;0.000113501;0.00020193;0;0.0001821;0.000114155;0.12;0.12;0.1174;0.2219;0;0;0.02984801;0.00076886;0;0
2816;0.000117652;0.00016225;0;0.000158603;0.000114155;0.29;0.29;0.1682;0.2634;0;0;0.290179605;0.00445714;0;0
2817;0.000119567;0.00013576;0;0.000146855;0.000114155;0.45;0.45;0.2247;0.3531;0;0;0.378032979;0.32659714;0;0
2818;0.000120285;0.00012167;0;0.000164478;0.000114155;0.6;0.6;0.2777;0.4186;0;0;0.22675732;0.690222;0;0
2819;0.000120575;0.00011726;0;0.000187974;0.000114155;0.32;0.32;0.3158;0.4507;0;0;0.06889233;0.03914486;0;0
2820;0.000120208;0.00011587;0;0.000206772;0.000114155;0.6;0.6;0.3372;0.4673;0;0;0.003121564;0.85644;0;0
2821;0.000120011;0.00011381;0;0.000187974;0.000114155;0.55;0.55;0.3458;0.4662;0;0;0.160047441;0.45891857;0;0
2822;0.000119379;0.00011347;0;0.000190324;0.000114155;0.51;0.51;0.3441;0.448;0;0;0.668375314;0.06018257;0;0
2823;0.000119;0.00011526;0;0.000213821;0.000114155;0.42;0.42;0.3368;0.4204;0;0;0.858249111;0.19106657;0;0
2824;0.000118904;0.00011945;0;0.00022322;0.000114155;0.43;0.43;0.3196;0.383;0;0;0.530764141;0.04569686;0;0
2825;0.000118923;0.0001256;0;0.00022322;0.000114155;0.29;0.29;0.2819;0.3176;0;0;0.15461716;0.11336743;0;0
2826;0.000117005;0.00013683;0;0.000164478;0.000114155;0.09;0.09;0.2156;0.2394;0;0;0.00387791;0.08215629;0;0
2827;0.000115895;0.00017018;0;0.000117484;0.000114155;0.01;0.01;0.1776;0.2233;0;0;0.02984801;0;0;0
2828;0.000114815;0.00019564;0;8.81E-05;0.000114155;0;0;0.1775;0.2533;0;0;0.290179605;0;0;0
2829;0.000115532;0.00020369;0;5.87E-05;0.000114155;0;0;0.1983;0.3042;0;0;0.378032979;0;0;0
2830;0.000113445;0.00020924;0;3.76E-05;0.000114155;0;0;0.2335;0.3608;0;0;0.22675732;0;0;0
2831;0.000110581;0.00021387;0;2.35E-05;0.000114155;0;0;0.2672;0.4007;0;0;0.06889233;0;0;0
2832;0.000107613;0.00022012;0;9.40E-06;0.000114155;0;0;0.2802;0.4037;0;0;0.003121564;0;0;0
2833;0.000105714;0.00022584;0;5.87E-06;0.000114155;0;0;0.2828;0.4029;0;0;0.160047441;0;0;0
2834;0.000104853;0.00022992;0;2.35E-06;0.000114155;0;0;0.2812;0.4144;0;0;0.668375314;0;0;0
2835;0.000104553;0.00022891;0;1.17E-06;0.000114155;0;0;0.2741;0.4134;0;0;0.858249111;0;0;0
2836;0.000104773;0.00022896;0;1.41E-05;0.000114155;0;0;0.2465;0.3927;0;0;0.530764141;0;0;0
2837;0.000106003;0.0002292;0;3.76E-05;0.000114155;0;0;0.2253;0.3666;0;0;0.15461716;0;0;0
2838;0.000108995;0.00021525;0;9.40E-05;0.000114155;0.02;0.02;0.1998;0.3567;0;0;0.00387791;0;0;0
2839;0.000114113;0.0001959;0;0.0001821;0.000114155;0.13;0.13;0.1747;0.3595;0;0;0.02984801;0.00534857;0;0
2840;0.00011823;0.00016004;0;0.000158603;0.000114155;0.31;0.31;0.2229;0.4378;0;0;0.290179605;0.08966657;0;0
2841;0.000120028;0.00012143;0;0.000146855;0.000114155;0.46;0.46;0.3019;0.4873;0;0;0.378032979;0.25906029;0;0
2842;0.000120429;9.70E-05;0;0.000164478;0.000114155;0.65;0.65;0.331;0.4841;0;0;0.22675732;0.34207457;0;0
2843;0.000120537;8.00E-05;0;0.000187974;0.000114155;0.58;0.58;0.3665;0.505;0;0;0.06889233;0.45642257;0;0
2844;0.000120443;6.83E-05;0;0.000206772;0.000114155;0.25;0.25;0.4044;0.5501;0;0;0.003121564;0.15388286;0;0
2845;0.000120934;6.12E-05;0;0.000187974;0.000114155;0.1;0.1;0.4316;0.5767;0;0;0.154427782;0;0;0
2846;0.000120831;5.98E-05;0;0.000190324;0.000114155;0.29;0.29;0.438;0.5926;0;0;0.646989395;0;0;0
2847;0.000120608;6.35E-05;0;0.000213821;0.000114155;0.37;0.37;0.4121;0.6147;0;0;0.830247943;0.01752771;0;0
2848;0.000120556;7.14E-05;0;0.00022322;0.000114155;0.12;0.12;0.3722;0.583;0;0;0.513986469;0;0;0
2849;0.000120655;8.45E-05;0;0.00022322;0.000114155;0.04;0.04;0.3183;0.5257;0;0;0.149805255;0.01092;0;0
2850;0.000118355;0.00010089;0;0.000164478;0.000114155;0.03;0.03;0.2727;0.4652;0;0;0.00382405;0;0;0
2851;0.000117348;0.00012039;0;0.000117484;0.000114155;0;0;0.2535;0.4109;0;0;0.028253056;0;0;0
2852;0.000116746;0.00013486;0;8.81E-05;0.000114155;0;0;0.2431;0.3667;0;0;0.279175732;0;0;0
2853;0.00011672;0.00014069;0;5.87E-05;0.000114155;0;0;0.2424;0.351;0;0;0.365901487;0;0;0
2854;0.000114078;0.00014517;0;3.76E-05;0.000114155;0;0;0.2343;0.3235;0;0;0.220538134;0;0;0
2855;0.000111356;0.00014934;0;2.35E-05;0.000114155;0;0;0.2251;0.296;0;0;0.067574554;0;0;0
2856;0.000108365;0.00015463;0;9.40E-06;0.000114155;0;0;0.2115;0.2755;0;0;0.003121564;0;0;0
2857;0.000106397;0.00016102;0;5.87E-06;0.000114155;0;0;0.2022;0.2834;0;0;0.143586201;0;0;0
2858;0.000105466;0.0001688;0;2.35E-06;0.000114155;0;0;0.2053;0.2997;0;0;0.605595903;0;0;0
2859;0.000105062;0.00017478;0;1.17E-06;0.000114155;0;0;0.2051;0.3055;0;0;0.776086053;0;0;0
2860;0.000105128;0.00018024;0;1.41E-05;0.000114155;0;0;0.199;0.2921;0;0;0.481499311;0;0;0
2861;0.000106278;0.0001819;0;3.76E-05;0.000114155;0;0;0.1992;0.2806;0;0;0.140483033;0;0;0
2862;0.000109275;0.00017201;0;9.40E-05;0.000114155;0.02;0.02;0.1831;0.284;0;0;0.003717833;0;0;0
2863;0.000114365;0.00015419;0;0.0001821;0.000114155;0.13;0.13;0.192;0.298;0;0;0.025235644;0.037206;0;0
2864;0.000118388;0.00013093;0;0.000158603;0.000114155;0.3;0.3;0.2373;0.3633;0;0;0.258009616;0.14296286;0;0
2865;0.000120165;0.00011237;0;0.000146855;0.000114155;0.38;0.38;0.2886;0.4486;0;0;0.342422712;0.39461314;0;0
2866;0.000120528;9.96E-05;0;0.000164478;0.000114155;0.39;0.39;0.3148;0.5041;0;0;0.208442994;0.139386;0;0
2867;0.000120752;9.02E-05;0;0.000187974;0.000114155;0.71;0.71;0.3163;0.5231;0;0;0.064989628;0;0;0
2868;0.000120357;8.23E-05;0;0.000206772;0.000114155;0.5;0.5;0.3092;0.5272;0;0;0.003121564;0.75205371;0;0
2869;0.000120302;7.78E-05;0;0.000187974;0.000114155;0.58;0.58;0.2924;0.5131;0;0;0.133264299;0.67638257;0;0
2870;0.00011976;7.56E-05;0;0.000190324;0.000114155;0.63;0.63;0.2755;0.4885;0;0;0.566006701;0.27591943;0;0
2871;0.000119236;7.60E-05;0;0.000213821;0.000114155;0.67;0.67;0.2623;0.4533;0;0;0.724332449;0.00535971;0;0
2872;0.000119011;8.13E-05;0;0.00022322;0.000114155;0.43;0.43;0.2499;0.4055;0;0;0.45041076;0.38986629;0;0
2873;0.000119055;9.07E-05;0;0.00022322;0.000114155;0.3;0.3;0.2234;0.3355;0;0;0.131555803;0.328068;0;0
2874;0.000117647;0.00010597;0;0.000164478;0.000114155;0.09;0.09;0.1706;0.2553;0;0;0.003613601;0.06931971;0;0
2875;0.000116601;0.00014002;0;0.000117484;0.000114155;0.01;0.01;0.1364;0.2116;0;0;0.022441103;0;0;0
2876;0.00011566;0.00016677;0;8.81E-05;0.000114155;0;0;0.1258;0.1982;0;0;0.237941311;0;0;0
2877;0.000115944;0.00017867;0;5.87E-05;0.000114155;0;0;0.1266;0.2009;0;0;0.319970425;0;0;0
2878;0.000113731;0.00019018;0;3.76E-05;0.000114155;0;0;0.1415;0.2221;0;0;0.196798369;0;0;0
2879;0.000110825;0.00020027;0;2.35E-05;0.000114155;0;0;0.1591;0.2523;0;0;0.062471478;0;0;0
2880;0.00010784;0.00020904;0;9.40E-06;0.000114155;0;0;0.1759;0.2848;0;0;0.003121564;0;0;0
2881;0.000105925;0.00021632;0;5.87E-06;0.000114155;0;0;0.187;0.2995;0;0;0.123449314;0;0;0
2882;0.000104995;0.00022234;0;2.35E-06;0.000114155;0;0;0.1915;0.2991;0;0;0.528181584;0;0;0
2883;0.000104565;0.00022745;0;1.17E-06;0.000114155;0;0;0.1888;0.2917;0;0;0.674932363;0;0;0
2884;0.000104688;0.00023206;0;1.41E-05;0.000114155;0;0;0.1809;0.284;0;0;0.420690042;0;0;0
2885;0.000105801;0.00023036;0;3.76E-05;0.000114155;0;0;0.1736;0.2666;0;0;0.123015016;0;0;0
2886;0.00010884;0.00019181;0;9.40E-05;0.000114155;0.01;0.01;0.1442;0.2257;0;0;0.003511335;0;0;0
2887;0.000113997;0.00016048;0;0.0001821;0.000114155;0.1;0.1;0.1313;0.1936;0;0;0.019860882;0.04525114;0;0
2888;0.000117991;0.00014227;0;0.000158603;0.000114155;0.21;0.21;0.1079;0.1447;0;0;0.218941581;0.01639114;0;0
2889;0.000119742;0.0001293;0;0.000146855;0.000114155;0.44;0.44;0.0805;0.0994;0;0;0.298521684;0.06125229;0;0
2890;0.000120211;0.00011609;0;0.000164478;0.000114155;0.51;0.51;0.0606;0.073;0;0;0.18559571;0.18541714;0;0
2891;0.000120431;0.00010325;0;0.000187974;0.000114155;0.53;0.53;0.0445;0.0551;0;0;0.06001923;0.18069257;0;0
2892;0.000119844;9.34E-05;0;0.000206772;0.000114155;0.66;0.66;0.0398;0.0521;0;0;0.003121564;0.335946;0;0
2893;0.000119497;8.74E-05;0;0.000187974;0.000114155;0.7;0.7;0.0466;0.0688;0;0;0.105289037;0.35144571;0;0
2894;0.000118982;8.48E-05;0;0.000190324;0.000114155;0.53;0.53;0.058;0.0879;0;0;0.457662779;0.18909429;0;0
2895;0.000118237;8.74E-05;0;0.000213821;0.000114155;0.49;0.49;0.069;0.1031;0;0;0.582973669;0.24414;0;0
2896;0.000117792;9.51E-05;0;0.00022322;0.000114155;0.44;0.44;0.0798;0.118;0;0;0.365229012;0.239226;0;0
