{PERIODS};Electricity (%_elec);Space Heating (%_sh);SPACE_COOLING;Passanger mobility (%_pass);Freight mobility (%_freight);PV;PV_UTILITY;Wind_onshore;Wind_offshore;HYDRO_DAM;Hydro_river;TIDAL;Solar;PT_COLLECTOR;ST_COLLECTOR
3606;0.000101659;0.00011704;0;9.40E-05;0.000114155;0;0;0.2092;0.2794;0;0;0.002893251;0;0;0
3607;0.000103059;9.43E-05;0;0.0001821;0.000114155;0.02;0.02;0.2332;0.3182;0;0;0.007722966;0;0;0
3608;0.000105426;6.87E-05;0;0.000158603;0.000114155;0.09;0.09;0.2733;0.3869;0;0;0.119470858;0.01044086;0;0
3609;0.000107848;4.55E-05;0;0.000146855;0.000114155;0.19;0.19;0.3293;0.4929;0;0;0.181981692;0.02221886;0;0
3610;0.00010952;2.51E-05;0;0.000164478;0.000114155;0.5;0.5;0.4324;0.6129;0;0;0.1229608;0.00722057;0;0
3611;0.000110671;8.34E-06;0;0.000187974;0.000114155;0.3;0.3;0.5667;0.7407;0;0;0.04562563;0.16553829;0;0
3612;0.000111722;0;0;0.000206772;0.000114155;0.1;0.1;0.6619;0.8158;0;0;0.003121564;0;0;0
3613;0.000111734;0;0;0.000187974;0.000114155;0.09;0.09;0.7104;0.8502;0;0;0.064706552;0;0;0
3614;0.000111616;0;0;0.000190324;0.000114155;0.09;0.09;0.7258;0.8512;0;0;0.29666509;0;0;0
3615;0.00011135;0;0;0.000213821;0.000114155;0.09;0.09;0.7081;0.8405;0;0;0.373921892;0.00120343;0;0
3616;0.000111708;0;0;0.00022322;0.000114155;0.08;0.08;0.6741;0.8249;0;0;0.238278179;0;0;0
3617;0.000113281;0;0;0.00022322;0.000114155;0.05;0.05;0.6296;0.7782;0;0;0.07041387;0;0;0
3618;0.000113637;3.93E-06;0;0.000164478;0.000114155;0.08;0.08;0.5697;0.679;0;0;0.002805138;0;0;0
3619;0.000113165;1.96E-05;0;0.000117484;0.000114155;0.01;0.01;0.4746;0.5536;0;0;0.006477593;0;0;0
3620;0.000112524;3.94E-05;0;8.81E-05;0.000114155;0;0;0.3775;0.4366;0;0;0.107553594;0;0;0
3621;0.000111694;5.83E-05;0;5.87E-05;0.000114155;0;0;0.3025;0.36;0;0;0.167328191;0;0;0
3622;0.000110945;7.40E-05;0;3.76E-05;0.000114155;0;0;0.2726;0.3648;0;0;0.11480033;0;0;0
3623;0.000108346;8.84E-05;0;2.35E-05;0.000114155;0;0;0.2689;0.4383;0;0;0.043639793;0;0;0
3624;0.000106384;0.00010456;0;9.40E-06;0.000114155;0;0;0.2766;0.4801;0;0;0.003121564;0;0;0
3625;0.000104805;0.00011835;0;5.87E-06;0.000114155;0;0;0.2702;0.4524;0;0;0.061646783;0;0;0
3626;0.000104118;0.00012786;0;2.35E-06;0.000114155;0;0;0.2564;0.4026;0;0;0.28426295;0;0;0
3627;0.000103868;0.00013515;0;1.17E-06;0.000114155;0;0;0.2194;0.3272;0;0;0.357886083;0;0;0
3628;0.000104024;0.0001389;0;1.41E-05;0.000114155;0;0;0.1738;0.25;0;0;0.22847352;0;0;0
3629;0.000104714;0.00012595;0;3.76E-05;0.000114155;0;0;0.1343;0.2045;0;0;0.067574554;0;0;0
3630;0.000108271;0.00010809;0;9.40E-05;0.000114155;0.04;0.04;0.1099;0.1826;0;0;0.00276176;0;0;0
3631;0.000113551;9.36E-05;0;0.0001821;0.000114155;0.11;0.11;0.1016;0.162;0;0;0.005908556;0.01728257;0;0
3632;0.000117652;7.92E-05;0;0.000158603;0.000114155;0.12;0.12;0.1143;0.1803;0;0;0.101904319;0.10690457;0;0
3633;0.000119252;6.80E-05;0;0.000146855;0.000114155;0.27;0.27;0.1348;0.2138;0;0;0.160306068;0.08752714;0;0
3634;0.000119691;6.04E-05;0;0.000164478;0.000114155;0.47;0.47;0.1491;0.241;0;0;0.110859111;0.03840943;0;0
3635;0.000119928;5.14E-05;0;0.000187974;0.000114155;0.38;0.38;0.1539;0.2583;0;0;0.042668857;0.270348;0;0
3636;0.000119595;3.53E-05;0;0.000206772;0.000114155;0.26;0.26;0.1524;0.2723;0;0;0.003121564;0.03825343;0;0
3637;0.000119941;1.74E-05;0;0.000187974;0.000114155;0.77;0.77;0.1531;0.2899;0;0;0.055819682;0.340392;0;0
3638;0.000119465;6.48E-06;0;0.000190324;0.000114155;0.65;0.65;0.1592;0.3194;0;0;0.260505316;0.06880714;0;0
3639;0.000119195;3.08E-06;0;0.000213821;0.000114155;0.47;0.47;0.1637;0.3211;0;0;0.327203071;0.087438;0;0
3640;0.000119186;9.74E-06;0;0.00022322;0.000114155;0.38;0.38;0.1585;0.3254;0;0;0.209678514;0.14091257;0;0
3641;0.000119243;2.49E-05;0;0.00022322;0.000114155;0.27;0.27;0.1386;0.316;0;0;0.062126967;0.02594057;0;0
3642;0.000117527;4.46E-05;0;0.000164478;0.000114155;0.1;0.1;0.107;0.2835;0;0;0.002676351;0.10567886;0;0
3643;0.000116462;6.36E-05;0;0.000117484;0.000114155;0.03;0.03;0.0817;0.2548;0;0;0.004872437;0;0;0
3644;0.000115057;8.23E-05;0;8.81E-05;0.000114155;0;0;0.0832;0.2536;0;0;0.091206214;0;0;0
3645;0.000114194;9.49E-05;0;5.87E-05;0.000114155;0;0;0.1262;0.2828;0;0;0.146856741;0;0;0
3646;0.000113635;9.39E-05;0;3.76E-05;0.000114155;0;0;0.2272;0.4232;0;0;0.103249362;0;0;0
3647;0.000111256;9.25E-05;0;2.35E-05;0.000114155;0;0;0.3745;0.6222;0;0;0.040770404;0;0;0
3648;0.000108046;9.41E-05;0;9.40E-06;0.000114155;0;0;0.5032;0.7554;0;0;0.003121564;0;0;0
3649;0.00010623;9.36E-05;0;5.87E-06;0.000114155;0;0;0.5919;0.8322;0;0;0.055819682;0;0;0
3650;0.000105336;9.45E-05;0;2.35E-06;0.000114155;0;0;0.6599;0.8826;0;0;0.260505316;0;0;0
3651;0.000104939;9.47E-05;0;1.17E-06;0.000114155;0;0;0.717;0.9122;0;0;0.327203071;0;0;0
3652;0.000104997;9.56E-05;0;1.41E-05;0.000114155;0;0;0.7369;0.9242;0;0;0.209678514;0;0;0
3653;0.000105478;9.43E-05;0;3.76E-05;0.000114155;0;0;0.7579;0.9316;0;0;0.062126967;0;0;0
3654;0.000108867;8.62E-05;0;9.40E-05;0.000114155;0;0;0.7862;0.9371;0;0;0.002676351;0;0;0
3655;0.000114615;7.35E-05;0;0.0001821;0.000114155;0.02;0.02;0.8257;0.9439;0;0;0.004872437;0;0;0
3656;0.0001189;5.86E-05;0;0.000158603;0.000114155;0.06;0.06;0.8499;0.9506;0;0;0.091206214;0;0;0
3657;0.000121108;4.56E-05;0;0.000146855;0.000114155;0.15;0.15;0.8651;0.9571;0;0;0.146856741;0;0;0
3658;0.000121976;3.11E-05;0;0.000164478;0.000114155;0.13;0.13;0.8789;0.9611;0;0;0.103249362;0;0;0
3659;0.000122667;1.12E-05;0;0.000187974;0.000114155;0.04;0.04;0.8857;0.9629;0;0;0.040770404;0;0;0
3660;0.000122361;0;0;0.000206772;0.000114155;0.09;0.09;0.8965;0.9681;0;0;0.003121564;0;0;0
3661;0.000122387;0;0;0.000187974;0.000114155;0.09;0.09;0.9126;0.9759;0;0;0.058685025;0;0;0
3662;0.000122181;0;0;0.000190324;0.000114155;0.11;0.11;0.9227;0.9803;0;0;0.272211368;0;0;0
3663;0.000121956;0;0;0.000213821;0.000114155;0.06;0.06;0.9237;0.9816;0;0;0.342315425;0;0;0
3664;0.000121934;0;0;0.00022322;0.000114155;0.08;0.08;0.9213;0.9824;0;0;0.218941581;0;0;0
3665;0.000121853;0;0;0.00022322;0.000114155;0.05;0.05;0.9159;0.9823;0;0;0.064812609;0;0;0
3666;0.000119753;0;0;0.000164478;0.000114155;0.05;0.05;0.9049;0.9804;0;0;0.002718832;0;0;0
3667;0.000118301;0;0;0.000117484;0.000114155;0.01;0.01;0.8864;0.9728;0;0;0.005373861;0;0;0
3668;0.00011691;0;0;8.81E-05;0.000114155;0;0;0.8628;0.9595;0;0;0.096456411;0;0;0
3669;0.000115632;0;0;5.87E-05;0.000114155;0;0;0.8365;0.9399;0;0;0.153483208;0;0;0
3670;0.000114559;1.10E-05;0;3.76E-05;0.000114155;0;0;0.7963;0.9045;0;0;0.107009145;0;0;0
3671;0.000112163;2.30E-05;0;2.35E-05;0.000114155;0;0;0.745;0.861;0;0;0.04171243;0;0;0
3672;0.000109602;3.39E-05;0;9.40E-06;0.000114155;0;0;0.6865;0.8076;0;0;0.003121564;0;0;0
3673;0.000107503;4.36E-05;0;5.87E-06;0.000114155;0;0;0.6241;0.7701;0;0;0.061646783;0;0;0
3674;0.000106387;5.26E-05;0;2.35E-06;0.000114155;0;0;0.5705;0.7342;0;0;0.28426295;0;0;0
3675;0.000105918;6.13E-05;0;1.17E-06;0.000114155;0;0;0.5309;0.6984;0;0;0.357886083;0;0;0
3676;0.000105762;7.18E-05;0;1.41E-05;0.000114155;0;0;0.4591;0.6509;0;0;0.22847352;0;0;0
3677;0.000105989;7.17E-05;0;3.76E-05;0.000114155;0.01;0.01;0.412;0.6195;0;0;0.067574554;0;0;0
3678;0.000109185;5.84E-05;0;9.40E-05;0.000114155;0.04;0.04;0.4168;0.5991;0;0;0.00276176;0;0;0
3679;0.000114844;4.13E-05;0;0.0001821;0.000114155;0.16;0.16;0.4871;0.6016;0;0;0.005908556;0.00127029;0;0
3680;0.000118982;2.62E-05;0;0.000158603;0.000114155;0.29;0.29;0.4937;0.577;0;0;0.101904319;0;0;0
3681;0.000120807;1.42E-05;0;0.000146855;0.000114155;0.2;0.2;0.4812;0.5417;0;0;0.160306068;0.03087686;0;0
3682;0.000121205;5.22E-06;0;0.000164478;0.000114155;0.24;0.24;0.4528;0.4913;0;0;0.110859111;0.01314857;0;0
3683;0.000121333;0;0;0.000187974;0.000114155;0.46;0.46;0.4065;0.4144;0;0;0.042668857;0.05113457;0;0
3684;0.000120922;0;0;0.000206772;0.000114155;0.37;0.37;0.3542;0.3409;0;0;0.003121564;0.28208143;0;0
3685;0.000121103;0;0;0.000187974;0.000114155;0.28;0.28;0.3022;0.2785;0;0;0.067865928;0.02033571;0;0
3686;0.00012054;0;0;0.000190324;0.000114155;0.43;0.43;0.2513;0.2221;0;0;0.309422813;0;0;0
3687;0.000120065;0;0;0.000213821;0.000114155;0.2;0.2;0.2065;0.1741;0;0;0.390429696;0.185016;0;0
3688;0.000119871;0;0;0.00022322;0.000114155;0.22;0.22;0.1684;0.1336;0;0;0.248359403;0.12942429;0;0
3689;0.000119924;0;0;0.00022322;0.000114155;0.23;0.23;0.1309;0.0959;0;0;0.073331627;0.19474371;0;0
3690;0.000117934;8.56E-06;0;0.000164478;0.000114155;0.11;0.11;0.0933;0.0584;0;0;0.002848967;0.098046;0;0
3691;0.000116554;2.53E-05;0;0.000117484;0.000114155;0.04;0.04;0.062;0.0298;0;0;0.00708204;0;0;0
3692;0.000115005;5.96E-05;0;8.81E-05;0.000114155;0.01;0.01;0.0439;0.0154;0;0;0.113407888;0;0;0
3693;0.000113755;7.74E-05;0;5.87E-05;0.000114155;0;0;0.0304;0.0067;0;0;0.174552443;0;0;0
3694;0.00011366;8.57E-05;0;3.76E-05;0.000114155;0;0;0.0214;0.0035;0;0;0.11883387;0;0;0
3695;0.000111827;9.23E-05;0;2.35E-05;0.000114155;0;0;0.0153;0.0052;0;0;0.044625347;0;0;0
3696;0.000108853;0.00010294;0;9.40E-06;0.000114155;0;0;0.0124;0.0112;0;0;0.003121564;0;0;0
3697;0.000106724;0.00011606;0;5.87E-06;0.000114155;0;0;0.0157;0.0215;0;0;0.077957648;0;0;0
3698;0.00010566;0.00012888;0;2.35E-06;0.000114155;0;0;0.0249;0.0366;0;0;0.349879738;0;0;0
3699;0.000105151;0.00014015;0;1.17E-06;0.000114155;0;0;0.0349;0.0517;0;0;0.442853548;0;0;0
3700;0.000105027;0.00014688;0;1.41E-05;0.000114155;0;0;0.0394;0.0618;0;0;0.280300935;0;0;0
3701;0.000105587;0.00012386;0;3.76E-05;0.000114155;0.01;0.01;0.041;0.0701;0;0;0.082566229;0;0;0
3702;0.000109096;8.88E-05;0;9.40E-05;0.000114155;0.04;0.04;0.0254;0.0595;0;0;0.00298319;0;0;0
3703;0.000114668;5.27E-05;0;0.0001821;0.000114155;0.16;0.16;0.0152;0.0396;0;0;0.009118528;0.15739286;0;0
3704;0.0001189;1.17E-05;0;0.000158603;0.000114155;0.36;0.36;0.0181;0.0331;0;0;0.132237438;0.36011486;0;0
3705;0.00012049;0;0;0.000146855;0.000114155;0.54;0.54;0.017;0.0287;0;0;0.197466657;0.568854;0;0
3706;0.000120678;0;0;0.000164478;0.000114155;0.67;0.67;0.0188;0.0305;0;0;0.131499107;0.75164143;0;0
3707;0.000120592;0;0;0.000187974;0.000114155;0.76;0.76;0.0228;0.0367;0;0;0.047670815;0.80926114;0;0
3708;0.000120028;0;0;0.000206772;0.000114155;0.77;0.77;0.0282;0.0458;0;0;0.003121564;0.83983714;0;0
3709;0.000120179;0;0;0.000187974;0.000114155;0.79;0.79;0.0346;0.0569;0;0;0.092904555;0.94519286;0;0
3710;0.000119981;0;0;0.000190324;0.000114155;0.74;0.74;0.0426;0.0741;0;0;0.409105364;0.83785371;0;0
3711;0.000119916;0;0;0.000213821;0.000114155;0.63;0.63;0.0545;0.0989;0;0;0.519775292;0.64116;0;0
3712;0.000120011;0;0;0.00022322;0.000114155;0.48;0.48;0.0701;0.1238;0;0;0.326994926;0.53871257;0;0
3713;0.000120054;0;0;0.00022322;0.000114155;0.3;0.3;0.0851;0.1484;0;0;0.09604204;0.32250771;0;0
3714;0.000118598;0;0;0.000164478;0.000114155;0.11;0.11;0.0999;0.1815;0;0;0.003168622;0.12956914;0;0
3715;0.000117749;0;0;0.000117484;0.000114155;0.04;0.04;0.1506;0.2645;0;0;0.012394428;0;0;0
3716;0.000116724;0;0;8.81E-05;0.000114155;0.01;0.01;0.2457;0.3842;0;0;0.160435487;0;0;0
3717;0.000115184;6.38E-06;0;5.87E-05;0.000114155;0;0;0.3046;0.4462;0;0;0.231022752;0;0;0
3718;0.000114942;1.47E-05;0;3.76E-05;0.000114155;0;0;0.3044;0.4389;0;0;0.149743429;0;0;0
3719;0.000113035;2.66E-05;0;2.35E-05;0.000114155;0;0;0.2882;0.4195;0;0;0.051942724;0;0;0
3720;0.000110118;4.08E-05;0;9.40E-06;0.000114155;0;0;0.2708;0.3953;0;0;0.003121564;0;0;0
3721;0.000107961;5.22E-05;0;5.87E-06;0.000114155;0;0;0.2544;0.3705;0;0;0.109649383;0;0;0
3722;0.000106742;6.17E-05;0;2.35E-06;0.000114155;0;0;0.2422;0.3483;0;0;0.474663616;0;0;0
3723;0.000106272;6.66E-05;0;1.17E-06;0.000114155;0;0;0.2376;0.3214;0;0;0.605125273;0;0;0
3724;0.000106186;6.81E-05;0;1.41E-05;0.000114155;0;0;0.2299;0.298;0;0;0.378606335;0;0;0
3725;0.000106551;5.08E-05;0;3.76E-05;0.000114155;0.01;0.01;0.194;0.2599;0;0;0.110909709;0;0;0
3726;0.000109694;2.78E-05;0;9.40E-05;0.000114155;0.04;0.04;0.1335;0.2012;0;0;0.003361583;0;0;0
3727;0.000115085;0;0;0.0001821;0.000114155;0.15;0.15;0.108;0.172;0;0;0.016373696;0.13914086;0;0
3728;0.000119217;0;0;0.000158603;0.000114155;0.34;0.34;0.1112;0.1728;0;0;0.192381615;0.33575657;0;0
3729;0.000121324;0;0;0.000146855;0.000114155;0.52;0.52;0.1156;0.1659;0;0;0.26818003;0.53031086;0;0
3730;0.000119883;0;0.00251964;0.000164478;0.000114155;0.64;0.64;0.1145;0.1415;0;0;0.169601701;0.700284;0;0
3731;0.000118183;0;0.00516854;0.000187974;0.000114155;0.73;0.73;0.1201;0.1619;0;0;0.056462513;0.83780914;0;0
3732;0.000116393;0;0.00675301;0.000206772;0.000114155;0.76;0.76;0.1218;0.1933;0;0;0.003121564;0.95133257;0;0
3733;0.000115881;0;0.00765777;0.000187974;0.000114155;0.76;0.76;0.1237;0.229;0;0;0.12829424;0.91342457;0;0
3734;0.000115607;0;0.00791931;0.000190324;0.000114155;0.71;0.71;0.1282;0.2449;0;0;0.546876145;0.82421486;0;0
3735;0.000115485;0;0.00751331;0.000213821;0.000114155;0.6;0.6;0.131;0.2508;0;0;0.699341639;0.702078;0;0
3736;0.000116067;0;0.00652948;0.00022322;0.000114155;0.47;0.47;0.1399;0.254;0;0;0.435381345;0.51163543;0;0
3737;0.000117403;0;0.00492372;0.00022322;0.000114155;0.09;0.09;0.1506;0.2578;0;0;0.127237639;0.15273514;0;0
3738;0.000118223;0;0.00241624;0.000164478;0.000114155;0.05;0.05;0.1588;0.3047;0;0;0.003562223;0;0;0
3739;0.000118907;0;0;0.000117484;0.000114155;0;0;0.1645;0.3172;0;0;0.021124737;0;0;0
3740;0.000117711;0;0;8.81E-05;0.000114155;0;0;0.1867;0.3077;0;0;0.228309701;0;0;0
3741;0.000116068;0;0;5.87E-05;0.000114155;0;0;0.2043;0.301;0;0;0.309122046;0;0;0
3742;0.000114985;0;0;3.76E-05;0.000114155;0;0;0.2178;0.3629;0;0;0.191142328;0;0;0
3743;0.000113081;0;0;2.35E-05;0.000114155;0;0;0.2249;0.378;0;0;0.061237171;0;0;0
3744;0.000110231;8.91E-06;0;9.40E-06;0.000114155;0;0;0.2582;0.4024;0;0;0.003121564;0;0;0
3745;0.000108071;1.79E-05;0;5.87E-06;0.000114155;0;0;0.2343;0.3823;0;0;0.148941234;0;0;0
3746;0.000106823;2.29E-05;0;2.35E-06;0.000114155;0;0;0.2241;0.3637;0;0;0.6260646;0;0;0
3747;0.000106092;2.76E-05;0;1.17E-06;0.000114155;0;0;0.2233;0.3735;0;0;0.802862539;0;0;0
3748;0.000105695;3.33E-05;0;1.41E-05;0.000114155;0;0;0.2182;0.365;0;0;0.497566141;0;0;0
3749;0.000104997;3.57E-05;0;3.76E-05;0.000114155;0;0;0.2169;0.343;0;0;0.145094236;0;0;0
3750;0.00010564;3.26E-05;0;9.40E-05;0.000114155;0.05;0.05;0.2139;0.3272;0;0;0.003770692;0;0;0
3751;0.000107726;2.40E-05;0;0.0001821;0.000114155;0.16;0.16;0.2262;0.3084;0;0;0.026715957;0.10221343;0;0
3752;0.000110479;1.14E-05;0;0.000158603;0.000114155;0.36;0.36;0.2283;0.2976;0;0;0.268453621;0.21360857;0;0
3753;0.000112895;0;0;0.000146855;0.000114155;0.54;0.54;0.2334;0.2951;0;0;0.354032354;0.548964;0;0
3754;0.000113671;0;0;0.000164478;0.000114155;0.68;0.68;0.251;0.3228;0;0;0.214433715;0.71217343;0;0
3755;0.00011341;0;0;0.000187974;0.000114155;0.73;0.73;0.2657;0.3506;0;0;0.066273689;0.69753171;0;0
3756;0.000112782;0;0;0.000206772;0.000114155;0.81;0.81;0.2672;0.3652;0;0;0.003121564;0.93481886;0;0
3757;0.000111876;0;0;0.000187974;0.000114155;0.81;0.81;0.2708;0.3919;0;0;0.171692473;0.913458;0;0
3758;0.000111218;0;0;0.000190324;0.000114155;0.76;0.76;0.2708;0.3926;0;0;0.712550629;0.80943943;0;0
3759;0.000110671;0;0;0.000213821;0.000114155;0.64;0.64;0.2452;0.3834;0;0;0.916126122;0.69041143;0;0
3760;0.000110849;0;0;0.00022322;0.000114155;0.5;0.5;0.2327;0.3832;0;0;0.565406906;0.531648;0;0
3761;0.000111624;0;0;0.00022322;0.000114155;0.32;0.32;0.2184;0.3713;0;0;0.164547904;0.32529343;0;0
3762;0.000111914;0;0;0.000164478;0.000114155;0.12;0.12;0.1962;0.3404;0;0;0.00398714;0.13198714;0;0
3763;0.000111508;1.61E-05;0;0.000117484;0.000114155;0.03;0.03;0.1542;0.294;0;0;0.033215759;0;0;0
3764;0.000110748;5.50E-05;0;8.81E-05;0.000114155;0.01;0.01;0.1425;0.299;0;0;0.313047252;0;0;0
3765;0.000109718;7.65E-05;0;5.87E-05;0.000114155;0;0;0.16;0.3136;0;0;0.403094509;0;0;0
3766;0.000109951;8.46E-05;0;3.76E-05;0.000114155;0;0;0.1893;0.3174;0;0;0.239544266;0;0;0
3767;0.000108794;9.14E-05;0;2.35E-05;0.000114155;0;0;0.2126;0.3061;0;0;0.071579058;0;0;0
3768;0.000106151;9.85E-05;0;9.40E-06;0.000114155;0;0;0.2196;0.2812;0;0;0.003121564;0;0;0
3769;0.000104323;0.00010722;0;5.87E-06;0.000114155;0;0;0.1955;0.2359;0;0;0.183889094;0;0;0
3770;0.000103183;0.00011582;0;2.35E-06;0.000114155;0;0;0.1572;0.1879;0;0;0.75863075;0;0;0
3771;0.000102582;0.00012211;0;1.17E-06;0.000114155;0;0;0.1416;0.176;0;0;0.976548341;0;0;0
3772;0.000102218;0.00012429;0;1.41E-05;0.000114155;0;0;0.1267;0.1577;0;0;0.60152521;0;0;0
3773;0.000101566;9.57E-05;0;3.76E-05;0.000114155;0.01;0.01;0.0984;0.1379;0;0;0.174895016;0;0;0
3774;0.000101983;5.62E-05;0;9.40E-05;0.000114155;0.04;0.04;0.0739;0.1167;0;0;0.004098403;0;0;0
3775;0.000103275;2.37E-05;0;0.0001821;0.000114155;0.15;0.15;0.0805;0.1099;0;0;0.036827755;0.15741514;0;0
3776;0.000105317;1.11E-07;0;0.000158603;0.000114155;0.35;0.35;0.0863;0.1079;0;0;0.337085796;0.35915657;0;0
3777;0.000107094;0;0;0.000146855;0.000114155;0.53;0.53;0.0924;0.1189;0;0;0.42923989;0.55774457;0;0
3778;0.00010809;0;0;0.000164478;0.000114155;0.65;0.65;0.1056;0.1364;0;0;0.252803105;0.45582086;0;0
3779;0.000108736;0;0;0.000187974;0.000114155;0.69;0.69;0.1133;0.1453;0;0;0.074334747;0.44866714;0;0
3780;0.000109011;0;0;0.000206772;0.000114155;0.66;0.66;0.1199;0.1583;0;0;0.003121564;0.68092886;0;0
3781;0.000108512;0;0;0.000187974;0.000114155;0.71;0.71;0.133;0.1727;0;0;0.203246173;0.56229086;0;0
3782;0.000107829;0;0;0.000190324;0.000114155;0.73;0.73;0.1469;0.1791;0;0;0.831410393;0.550524;0;0
3783;0.000107453;0;0;0.000213821;0.000114155;0.64;0.64;0.1562;0.1801;0;0;1.072073741;0.58627029;0;0
3784;0.00010788;0;0;0.00022322;0.000114155;0.5;0.5;0.1624;0.1806;0;0;0.658536615;0.54185486;0;0
3785;0.000109529;0;0;0.00022322;0.000114155;0.32;0.32;0.1649;0.1783;0;0;0.19121508;0.331344;0;0
3786;0.000110209;1.60E-05;0;0.000164478;0.000114155;0.12;0.12;0.1648;0.1746;0;0;0.004269148;0.12622629;0;0
3787;0.000110227;3.97E-05;0;0.000117484;0.000114155;0.03;0.03;0.163;0.1735;0;0;0.042722416;0;0;0
3788;0.000109742;7.22E-05;0;8.81E-05;0.000114155;0.01;0.01;0.1731;0.1795;0;0;0.375402994;0;0;0
3789;0.00010882;9.55E-05;0;5.87E-05;0.000114155;0;0;0.1897;0.1883;0;0;0.47054037;0;0;0
3790;0.000109355;0.00010702;0;3.76E-05;0.000114155;0;0;0.1965;0.2028;0;0;0.273594865;0;0;0
3791;0.000107678;0.00011595;0;2.35E-05;0.000114155;0;0;0.213;0.2398;0;0;0.078599491;0;0;0
3792;0.000105685;0.00012353;0;9.40E-06;0.000114155;0;0;0.2327;0.2919;0;0;0.003121564;0;0;0
3793;0.000104195;0.00013209;0;5.87E-06;0.000114155;0;0;0.2348;0.3265;0;0;0.216877606;0;0;0
3794;0.000103433;0.00014083;0;2.35E-06;0.000114155;0;0;0.215;0.3212;0;0;0.882428431;0;0;0
3795;0.000103143;0.00014764;0;1.17E-06;0.000114155;0;0;0.1891;0.2927;0;0;1.139098592;0;0;0
3796;0.000103306;0.00014533;0;1.41E-05;0.000114155;0;0;0.1589;0.247;0;0;0.698478396;0;0;0
3797;0.000104023;0.00011877;0;3.76E-05;0.000114155;0.01;0.01;0.1258;0.2029;0;0;0.202640523;0;0;0
3798;0.000107685;9.02E-05;0;9.40E-05;0.000114155;0.04;0.04;0.111;0.177;0;0;0.004385573;0;0;0
3799;0.000113031;6.56E-05;0;0.0001821;0.000114155;0.16;0.16;0.1302;0.1751;0;0;0.046982438;0.07157057;0;0
3800;0.000117211;4.58E-05;0;0.000158603;0.000114155;0.34;0.34;0.1423;0.1829;0;0;0.402496683;0.222768;0;0
3801;0.000118969;2.69E-05;0;0.000146855;0.000114155;0.53;0.53;0.1575;0.2058;0;0;0.499495758;0.24997886;0;0
3802;0.000119396;9.45E-06;0;0.000164478;0.000114155;0.62;0.62;0.1786;0.2458;0;0;0.288070843;0.12326229;0;0
3803;0.000119818;0;0;0.000187974;0.000114155;0.61;0.61;0.2027;0.2944;0;0;0.081531404;0.12995914;0;0
3804;0.000119362;0;0;0.000206772;0.000114155;0.51;0.51;0.2247;0.3376;0;0;0.003121564;0.249834;0;0
3805;0.000119574;0;0;0.000187974;0.000114155;0.39;0.39;0.2465;0.3692;0;0;0.216877606;0.53764286;0;0
3806;0.000119206;0;0;0.000190324;0.000114155;0.55;0.55;0.2661;0.3904;0;0;0.882428431;0.598182;0;0
3807;0.000118911;0;0;0.000213821;0.000114155;0.36;0.36;0.283;0.4088;0;0;1.139098592;0.16358829;0;0
3808;0.00011882;2.29E-06;0;0.00022322;0.000114155;0.43;0.43;0.3019;0.4242;0;0;0.698478396;0.35064343;0;0
3809;0.0001188;1.50E-05;0;0.00022322;0.000114155;0.31;0.31;0.3236;0.4391;0;0;0.202640523;0.22006029;0;0
3810;0.000116998;3.17E-05;0;0.000164478;0.000114155;0.12;0.12;0.34;0.4435;0;0;0.004385573;0.09240771;0;0
3811;0.000115822;5.23E-05;0;0.000117484;0.000114155;0.03;0.03;0.3343;0.4335;0;0;0.046982438;0;0;0
3812;0.000114403;7.77E-05;0;8.81E-05;0.000114155;0.01;0.01;0.3187;0.4194;0;0;0.402496683;0;0;0
3813;0.000112856;9.75E-05;0;5.87E-05;0.000114155;0;0;0.2913;0.3995;0;0;0.499495758;0;0;0
3814;0.000112554;0.00010988;0;3.76E-05;0.000114155;0;0;0.2711;0.3784;0;0;0.288070843;0;0;0
3815;0.000110615;0.00011988;0;2.35E-05;0.000114155;0;0;0.2604;0.3615;0;0;0.081531404;0;0;0
3816;0.000108202;0.00012873;0;9.40E-06;0.000114155;0;0;0.2566;0.3554;0;0;0.003121564;0;0;0
3817;0.000106354;0.0001351;0;5.87E-06;0.000114155;0;0;0.2506;0.3477;0;0;0.216877606;0;0;0
3818;0.000105357;0.00014034;0;2.35E-06;0.000114155;0;0;0.2429;0.343;0;0;0.882428431;0;0;0
3819;0.000104873;0.00014303;0;1.17E-06;0.000114155;0;0;0.2374;0.3383;0;0;1.139098592;0;0;0
3820;0.000104925;0.00014347;0;1.41E-05;0.000114155;0;0;0.2311;0.3273;0;0;0.698478396;0;0;0
3821;0.000105391;0.00012663;0;3.76E-05;0.000114155;0.01;0.01;0.2124;0.3142;0;0;0.202640523;0;0;0
3822;0.000108643;0.00010346;0;9.40E-05;0.000114155;0.06;0.06;0.2131;0.3112;0;0;0.004385573;0;0;0
3823;0.000114204;8.20E-05;0;0.0001821;0.000114155;0.11;0.11;0.2285;0.3076;0;0;0.046982438;0.00186086;0;0
3824;0.000118312;6.39E-05;0;0.000158603;0.000114155;0.2;0.2;0.2212;0.3057;0;0;0.402496683;0;0;0
3825;0.000120201;4.65E-05;0;0.000146855;0.000114155;0.17;0.17;0.2186;0.3119;0;0;0.499495758;0;0;0
3826;0.000120845;3.18E-05;0;0.000164478;0.000114155;0.13;0.13;0.2087;0.3048;0;0;0.288070843;0.00355457;0;0
