Label,Overall_Total,PB_BE,Result
LCA_ACIDIFICATION,201.7712405971519,1375.0,0.1467427204342923
LCA_CO2,13999.99959,9363.75,1.4951274425310372
LCA_ECOTOXICITY,1752658.587200907,180125.0,9.73023504344709
LCA_FRESHWATER_EUT,8.037053376930663,7.98875,1.0060464249013505
LCA_MARINE_EUT,63.90415041020919,276.375,0.23122261568596722
LCA_TERRESTRIAL_EUT,485.1778156011266,8428.75,0.05756225010839408
LCA_HUMAN_TOXICITY_CARC,5.816156647747871e-05,0.00132275,0.04397018822716214
LCA_HUMAN_TOXICITY_NOCARC,0.001218148648946097,0.005637499999999999,0.2160795829616137
LCA_IONIZING_RADIATION,4934.688123014882,724625.0,0.006809988784564267
LCA_LANDUSE,973043.1050254812,17462.5,55.72186714533894
LCA_MINERAL_DEPLETION,2.00311438603252,0.301125,6.652102568808701
LCA_PARTICULATE_MATTER,0.002385163081817737,0.0007095,3.3617520533019554
LCA_OZONE_TROPOS,133.9590440397965,559.625,0.23937287297707663
LCA_WATER_DEPLETION,56955.55253956093,250249.99999999997,0.22759461554270105
LCA_ABIOTIC_DEPLETION,490526.0875448203,308000.0,1.5926171673533125
LCA_OZONE_DEPLETION,0.007714733224813993,0.7411249999999999,0.010409489930597393
