{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV_ROOFTOP;PV_UTILITY;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;DHN_SOLAR;DEC_SOLAR;PT_COLLECTOR;ST_COLLECTOR
2577;0.000129396;0.000143396;0;0.000146855;0.000114155;0.315871544;0.315871544;0.111747084;0.297290087;0.177008841;0.417248292;0;0.469603546;0.469603546;0;0
2578;0.000132896;0.000112597;0;0.000164478;0.000114155;0.368516802;0.368516802;0.100612104;0.243130441;0.176851713;0.417000152;0;0.604017315;0.604017315;0;0
2579;0.000135596;7.99879E-05;0;0.000187974;0.000114155;0.386065221;0.386065221;0.089002591;0.252685341;0.176686315;0.416732923;0;0.700157096;0.700157096;0;0
2580;0.000129696;5.91884E-05;0;0.000206772;0.000114155;0.429936268;0.429936268;0.096628231;0.252485257;0.176520918;0.416484783;0;0.740920044;0.740920044;0;0
2581;0.000128996;5.38286E-05;0;0.000187974;0.000114155;0.412387849;0.412387849;0.086883744;0.303334737;0.17636379;0.416236642;0;0.729154965;0.729154965;0;0
2582;0.000126096;3.6539E-05;0;0.000190324;0.000114155;0.465033107;0.465033107;0.07878357;0.255040719;0.176198392;0.415969414;0;0.668640281;0.668640281;0;0
2583;0.000122196;2.69093E-05;0;0.000213821;0.000114155;0.421162059;0.421162059;0.053721588;0.33595549;0.176032994;0.415721274;0;0.569581721;0.569581721;0;0
2584;0.000117596;1.67296E-05;0;0.00022322;0.000114155;0.324645754;0.324645754;0.05491344;0.383873912;0.175875866;0.415454045;0;0.414226712;0.414226712;0;0
2585;0.000115496;1.47596E-05;0;0.00022322;0.000114155;0.20180682;0.20180682;0.051194422;0.598989048;0.175710468;0.415205905;0;0.238750121;0.238750121;0;0
2586;0.000115896;1.87095E-05;0;0.000164478;0.000114155;0.061419467;0.061419467;0.066059455;0.657676917;0.17555334;0.414967308;0;0.064263116;0.064263116;0;0
2587;0.000113696;2.45494E-05;0;0.000117;0.000114155;0;0;0.089598516;0.709418001;0.175387942;0.414690536;0;0;0;0;0
2588;0.000113196;4.54988E-05;0;0.0000881;0.000114155;0;0;0.128797177;0.731486942;0.175222544;0.414451939;0;0;0;0;0
2589;0.000112396;7.35681E-05;0;0.0000587;0.000114155;0;0;0.165534886;0.757518955;0.175065416;0.414184711;0;0;0;0;0
2590;0.000107797;0.000107197;0;0.0000376;0.000114155;0;0;0.199955107;0.683747543;0.174900018;0.413936571;0;0;0;0;0
2591;9.84868E-05;0.000142396;0;0.0000235;0.000114155;0;0;0.222633386;0.768864083;0.17473462;0.41368843;0;0;0;0;0
2592;8.87471E-05;0.000198795;0;0.0000094;0.000114155;0;0;0.218461907;0.670257652;0.174577492;0.413421202;0;0;0;0;0
2593;8.24873E-05;0.000221494;0;0.00000587;0.000114155;0;0;0.230126599;0.462935271;0.174412094;0.413173061;0;0;0;0;0
2594;7.63475E-05;0.000238794;0;0.00000235;0.000114155;0;0;0.264745461;0.358975709;0.174246696;0.412905833;0;0;0;0;0
2595;7.64475E-05;0.000210094;0;0.00000117;0.000114155;0;0;0.314030715;0.308473743;0.174089568;0.412657693;0;0;0;0;0
2596;7.31976E-05;0.000208295;0;0.0000141;0.000114155;0;0;0.320122399;0.258445661;0.17392417;0.412419096;0;0;0;0;0
2597;7.38576E-05;0.000222794;0;0.0000376;0.000114155;0;0;0.312033261;0.195970233;0.173758772;0.412142324;0;0;0;0;0
2598;7.30476E-05;0.000226294;0;0.000094;0.000114155;0;0;0.299562966;0.156985397;0.173601644;0.411903727;0;0;0;0;0
2599;7.55276E-05;0.000183195;0;0.0001821;0.000114155;0.035096838;0.035096838;0.266544274;0.148413367;0.173436247;0.411626955;0;0;0;0;0
2600;8.51373E-05;0.000131597;0;0.000158603;0.000114155;0.096516305;0.096516305;0.353681838;0.093572732;0.173262579;0.411388358;0;0.015946329;0.015946329;0;0
2601;9.2747E-05;0.000107197;0;0.000146855;0.000114155;0.166709982;0.166709982;0.415426351;0.051639287;0.173113721;0.411140218;0;0.050357933;0.050357933;0;0
2602;9.77669E-05;9.16476E-05;0;0.000164478;0.000114155;0.245677868;0.245677868;0.437983238;0.033438641;0.172948323;0.41087299;0;0.040717966;0.040717966;0;0
2603;0.000100897;8.36278E-05;0;0.000187974;0.000114155;0.298323125;0.298323125;0.442022289;0.026361977;0.172774655;0.410624849;0;0.074650771;0.074650771;0;0
2604;0.000105597;7.5788E-05;0;0.000206772;0.000114155;0.333419963;0.333419963;0.424254878;0.015743471;0.172625797;0.410357621;0;0.064624965;0.064624965;0;0
2605;9.91668E-05;8.86777E-05;0;0.000187974;0.000114155;0.333419963;0.333419963;0.371791355;0.002471216;0.172452129;0.41010948;0;0.03434963;0.03434963;0;0
2606;9.85368E-05;7.81879E-05;0;0.000190324;0.000114155;0.333419963;0.333419963;0.311702191;0.002471216;0.172286731;0.409870884;0;0.042148368;0.042148368;0;0
2607;9.82968E-05;9.16976E-05;0;0.000213821;0.000114155;0.298323125;0.298323125;0.253279412;0.002471216;0.172129603;0.409594111;0;0.000749267;0.000749267;0;0
2608;9.96468E-05;0.000102697;0;0.00022322;0.000114155;0.228129449;0.228129449;0.192792964;0.002471216;0.171964205;0.409355515;0;0;0;0;0
2609;0.000100197;0.000137096;0;0.00022322;0.000114155;0.149161563;0.149161563;0.153925373;0.002471216;0.171815347;0.409078743;0;0;0;0;0
2610;0.000103597;0.000136196;0;0.000164478;0.000114155;0.043871048;0.043871048;0.155856613;0.006781803;0.171641679;0.408840146;0;0;0;0;0
2611;0.000104197;0.000124897;0;0.000117;0.000114155;0;0;0.136820101;0.03047599;0.171476281;0.408592005;0;0;0;0;0
2612;0.000104197;0.000129997;0;0.0000881;0.000114155;0;0;0.071356572;0.05631494;0.171319153;0.408324777;0;0;0;0;0
2613;0.000102797;0.000137196;0;0.0000587;0.000114155;0;0;0.042310717;0.09733572;0.171153755;0.408076637;0;0;0;0;0
2614;9.92468E-05;0.000174595;0;0.0000376;0.000114155;0;0;0.026860794;0.132820837;0.170988358;0.407809408;0;0;0;0;0
2615;9.11771E-05;0.000214694;0;0.0000235;0.000114155;0;0;0.037797132;0.191189273;0.170831229;0.407561268;0;0;0;0;0
2616;8.45673E-05;0.000273593;0;0.0000094;0.000114155;0;0;0.046691874;0.224136479;0.170665832;0.407313127;0;0;0;0;0
2617;8.15274E-05;0.000285093;0;0.00000587;0.000114155;0;0;0.073883738;0.178338248;0.170500434;0.407045899;0;0;0;0;0
2618;7.70975E-05;0.000298592;0;0.00000235;0.000114155;0;0;0.09729037;0.193793878;0.170343306;0.406807302;0;0;0;0;0
2619;7.83375E-05;0.000253893;0;0.00000117;0.000114155;0;0;0.144180886;0.232901573;0.170177908;0.40653053;0;0;0;0;0
2620;7.43476E-05;0.000254493;0;0.0000141;0.000114155;0;0;0.178071395;0.177766077;0.17001251;0.406291934;0;0;0;0;0
2621;7.36276E-05;0.000278893;0;0.0000376;0.000114155;0;0;0.193852387;0.187443836;0.169855382;0.406043793;0;0;0;0;0
2622;7.40776E-05;0.000283793;0;0.000094;0.000114155;0.00877421;0.00877421;0.182573944;0.218214687;0.169689984;0.405776565;0;0;0;0;0
2623;7.85875E-05;0.000243594;0;0.0001821;0.000114155;0.078967886;0.078967886;0.131843019;0.192361696;0.169524586;0.405528424;0;0;0;0;0
2624;9.00971E-05;0.000188695;0;0.000158603;0.000114155;0.149161563;0.149161563;0.15731332;0.203113592;0.169367458;0.405261196;0;0.011207312;0.011207312;0;0
2625;9.71269E-05;0.000174695;0;0.000146855;0.000114155;0.219355239;0.219355239;0.191998397;0.168983432;0.16920206;0.405013056;0;0.045241074;0.045241074;0;0
2626;0.000101697;0.000158696;0;0.000164478;0.000114155;0.307097335;0.307097335;0.234044258;0.137064729;0.169036662;0.404764915;0;0.053038812;0.053038812;0;0
2627;0.000104797;0.000141196;0;0.000187974;0.000114155;0.350968382;0.350968382;0.281729341;0.166406908;0.168879534;0.404497687;0;0.123168474;0.123168474;0;0
2628;0.000106197;0.000129297;0;0.000206772;0.000114155;0.368516802;0.368516802;0.33982105;0.144067678;0.168714136;0.404249546;0;0.170828536;0.170828536;0;0
2629;0.000103197;0.000147996;0;0.000187974;0.000114155;0.342194173;0.342194173;0.369672508;0.187563184;0.168557008;0.403982318;0;0.192709382;0.192709382;0;0
2630;0.000102697;0.000123097;0;0.000190324;0.000114155;0.342194173;0.342194173;0.329281996;0.342309042;0.16839161;0.403743721;0;0.201505702;0.201505702;0;0
2631;0.000100897;0.000126597;0;0.000213821;0.000114155;0.263226287;0.263226287;0.292467037;0.48314027;0.168226212;0.403466949;0;0.326333482;0.326333482;0;0
2632;0.000100697;0.000118397;0;0.00022322;0.000114155;0.20180682;0.20180682;0.210505197;0.502162314;0.168069084;0.403228353;0;0.11500189;0.11500189;0;0
2633;9.97768E-05;0.000122297;0;0.00022322;0.000114155;0.122838934;0.122838934;0.121237751;0.435414912;0.167903687;0.402980212;0;0.033403026;0.033403026;0;0
2634;0.000102597;0.000114397;0;0.000164478;0.000114155;0.026322629;0.026322629;0.117055236;0.380672564;0.167738289;0.402712984;0;0;0;0;0
2635;0.000103797;0.000100397;0;0.000117;0.000114155;0;0;0.151740312;0.436861135;0.167581161;0.402464843;0;0;0;0;0
2636;0.000103397;0.000107397;0;0.0000881;0.000114155;0;0;0.174683448;0.377074558;0.167415763;0.402197615;0;0;0;0;0
2637;0.000102297;0.000115997;0;0.0000587;0.000114155;0;0;0.174683448;0.333263128;0.167250365;0.401949475;0;0;0;0;0
2638;9.82668E-05;0.000154896;0;0.0000376;0.000114155;0;0;0.184372756;0.309614575;0.167093237;0.401701334;0;0;0;0;0
2639;9.07971E-05;0.000194995;0;0.0000235;0.000114155;0;0;0.166660524;0.211724235;0.166927839;0.401434106;0;0;0;0;0
2640;8.03174E-05;0.000253393;0;0.0000094;0.000114155;0;0;0.136820101;0.33764392;0.166762441;0.401185965;0;0;0;0;0
2641;7.44476E-05;0.000266993;0;0.00000587;0.000114155;0;0;0.109429595;0.373887251;0.166605313;0.400918737;0;0;0;0;0
2642;6.98777E-05;0.000285793;0;0.00000235;0.000114155;0;0;0.094045887;0.239679865;0.166439915;0.40068014;0;0;0;0;0
2643;7.13377E-05;0.000246394;0;0.00000117;0.000114155;0;0;0.095701236;0.184017832;0.166274517;0.400432;0;0;0;0;0
2644;6.82378E-05;0.000249893;0;0.0000141;0.000114155;0;0;0.075870156;0.164356922;0.166117389;0.400164772;0;0;0;0;0
2645;6.76278E-05;0.000274093;0;0.0000376;0.000114155;0;0;0.042641787;0.192112468;0.165951991;0.399916631;0;0;0;0;0
2646;6.46279E-05;0.000277193;0;0.000094;0.000114155;0;0;0.021155358;0.214125246;0.165786593;0.399649403;0;0;0;0;0
2647;6.68578E-05;0.000235794;0;0.0001821;0.000114155;0.087742096;0.087742096;0.023539061;0.26474656;0.165629465;0.399401262;0;0.0583256;0.0583256;0;0
2648;7.69475E-05;0.000169796;0;0.000158603;0.000114155;0.157935772;0.157935772;0.04303907;0.268421792;0.165464067;0.399153122;0;0.262969989;0.262969989;0;0
2649;8.43573E-05;0.000131397;0;0.000146855;0.000114155;0.210581029;0.210581029;0.051933812;0.194165965;0.1652904;0.398885893;0;0.29571629;0.29571629;0;0
2650;8.88871E-05;0.000103797;0;0.000164478;0.000114155;0.272000496;0.272000496;0.054781012;0.17977043;0.165141541;0.398637753;0;0.469563563;0.469563563;0;0
2651;9.12271E-05;7.6658E-05;0;0.000187974;0.000114155;0.307097335;0.307097335;0.054781012;0.25266428;0.164967874;0.398370525;0;0.670949315;0.670949315;0;0
2652;9.2797E-05;5.07987E-05;0;0.000206772;0.000114155;0.315871544;0.315871544;0.064856568;0.284105588;0.164819016;0.398122384;0;0.718379473;0.718379473;0;0
2653;8.83372E-05;4.33189E-05;0;0.000187974;0.000114155;0.280774706;0.280774706;0.090724153;0.398855659;0.164653618;0.397883787;0;0.587244332;0.587244332;0;0
2654;8.56872E-05;2.63693E-05;0;0.000190324;0.000114155;0.263226287;0.263226287;0.119041655;0.511408312;0.16447995;0.397616559;0;0.588873651;0.588873651;0;0
2655;8.57972E-05;1.68996E-05;0;0.000213821;0.000114155;0.263226287;0.263226287;0.14902554;0.402264111;0.164331092;0.397368419;0;0.531387699;0.531387699;0;0
2656;8.68372E-05;1.10297E-05;0;0.00022322;0.000114155;0.263226287;0.263226287;0.152270024;0.253717355;0.164157424;0.39710119;0;0.32124561;0.32124561;0;0
2657;8.96771E-05;1.14597E-05;0;0.00022322;0.000114155;0.175484191;0.175484191;0.121701248;0.257234625;0.163992026;0.39685305;0;0.096409668;0.096409668;0;0
2658;9.3787E-05;2.00095E-05;0;0.000164478;0.000114155;0.061419467;0.061419467;0.144843025;0.293330525;0.163834898;0.396604909;0;0.003470948;0.003470948;0;0
2659;9.55769E-05;2.72593E-05;0;0.000117;0.000114155;0;0;0.105843006;0.39157189;0.1636695;0.396337681;0;0;0;0;0
2660;9.91768E-05;4.08689E-05;0;0.0000881;0.000114155;0;0;0.091584935;0.403913929;0.163504102;0.396089541;0;0;0;0;0
2661;0.000100597;5.68685E-05;0;0.0000587;0.000114155;0;0;0.085482215;0.443569222;0.163346974;0.395822312;0;0;0;0;0
2662;9.75169E-05;8.34178E-05;0;0.0000376;0.000114155;0;0;0.099607859;0.434881354;0.163181576;0.395574172;0;0;0;0;0
2663;8.96371E-05;0.000108197;0;0.0000235;0.000114155;0;0;0.123820095;0.346619629;0.163016178;0.395335575;0;0;0;0;0
2664;8.11574E-05;0.000143896;0;0.0000094;0.000114155;0;0;0.133564582;0.384193345;0.16285905;0.395058803;0;0;0;0;0
2665;7.46576E-05;0.000152396;0;0.00000587;0.000114155;0;0;0.156187683;0.420047037;0.225801224;0.394820206;0;0;0;0;0
2666;7.03077E-05;0.000161096;0;0.00000235;0.000114155;0;0;0.166660524;0.355311008;0.225644096;0.394552978;0;0;0;0;0
2667;6.99677E-05;0.000137496;0;0.00000117;0.000114155;0;0;0.1799916;0.274684078;0.225478698;0.394304838;0;0;0;0;0
2668;6.94178E-05;0.000139896;0;0.0000141;0.000114155;0;0;0.190938974;0.209326734;0.22532157;0.394056697;0;0;0;0;0
2669;7.18077E-05;0.000158096;0;0.0000376;0.000114155;0;0;0.186094319;0.208947627;0.225156172;0.393789469;0;0;0;0;0
2670;7.25177E-05;0.000165196;0;0.000094;0.000114155;0.00877421;0.00877421;0.194646955;0.114423617;0.224990775;0.393541328;0;0;0;0;0
2671;7.37076E-05;0.000142396;0;0.0001821;0.000114155;0.114064724;0.114064724;0.085548429;0.077183375;0.224833647;0.3932741;0;0;0;0;0
2672;8.22374E-05;0.000109197;0;0.000158603;0.000114155;0.228129449;0.228129449;0.067714804;0.145387532;0.224668249;0.39302596;0;0.088020178;0.088020178;0;0
2673;8.94571E-05;9.57575E-05;0;0.000146855;0.000114155;0.342194173;0.342194173;0.154322657;0.245959702;0.224502851;0.392787363;0;0.172397879;0.172397879;0;0
2674;9.48069E-05;8.24078E-05;0;0.000164478;0.000114155;0.412387849;0.412387849;0.249163111;0.365181831;0.224345723;0.392510591;0;0.253104116;0.253104116;0;0
2675;9.87968E-05;6.43283E-05;0;0.000187974;0.000114155;0.429936268;0.429936268;0.318996762;0.320699944;0.224180325;0.392271994;0;0.222896753;0.222896753;0;0
2676;0.000101497;5.70185E-05;0;0.000206772;0.000114155;0.456258897;0.456258897;0.377165721;0.211267902;0.224014927;0.391995222;0;0.246706793;0.246706793;0;0
2677;9.63869E-05;6.13184E-05;0;0.000187974;0.000114155;0.412387849;0.412387849;0.433271011;0.152144763;0.223857799;0.391756625;0;0.205703946;0.205703946;0;0
2678;9.4227E-05;5.00887E-05;0;0.000190324;0.000114155;0.39483943;0.39483943;0.43818188;0.136629458;0.223692401;0.391508485;0;0.217079187;0.217079187;0;0
2679;9.3047E-05;4.55188E-05;0;0.000213821;0.000114155;0.39483943;0.39483943;0.413969644;0.152221988;0.223527003;0.391241257;0;0.209622307;0.209622307;0;0
2680;9.51869E-05;3.9759E-05;0;0.00022322;0.000114155;0.210581029;0.210581029;0.394204778;0.196949593;0.223369875;0.390993116;0;0.153585749;0.153585749;0;0
2681;9.88568E-05;4.10889E-05;0;0.00022322;0.000114155;0.096516305;0.096516305;0.383798152;0.103664701;0.223204477;0.390725888;0;0.04766506;0.04766506;0;0
2682;0.000102797;4.42788E-05;0;0.000164478;0.000114155;0.035096838;0.035096838;0.460529089;0.235130581;0.223039079;0.390477747;0;0;0;0;0
2683;0.000103297;4.48288E-05;0;0.000117;0.000114155;0;0;0.502045239;0.201347936;0.222881951;0.390239151;0;0;0;0;0
2684;0.000104697;5.39086E-05;0;0.0000881;0.000114155;0;0;0.446006162;0.207940185;0.222716553;0.389962378;0;0;0;0;0
2685;0.000105597;5.84085E-05;0;0.0000587;0.000114155;0;0;0.389492552;0.218611345;0.222551155;0.389723782;0;0;0;0;0
2686;0.000103697;7.87279E-05;0;0.0000376;0.000114155;0;0;0.337834632;0.228218899;0.222394027;0.38944701;0;0;0;0;0
2687;9.51469E-05;0.000101397;0;0.0000235;0.000114155;0;0;0.324900839;0.197907891;0.222228629;0.389208413;0;0;0;0;0
2688;8.77672E-05;0.000130197;0;0.0000094;0.000114155;0;0;0.363106291;0.171047459;0.222071501;0.388960272;0;0;0;0;0
2689;8.69972E-05;0.000103997;0;0.00000587;0.000114155;0;0;0.358592706;0.149940326;0.221906104;0.388693044;0;0;0;0;0
2690;8.24173E-05;0.000123497;0;0.00000235;0.000114155;0;0;0.327549397;0.120296265;0.221732436;0.388444904;0;0;0;0;0
2691;8.13074E-05;0.000130197;0;0.00000117;0.000114155;0;0;0.26899419;0.081623842;0.221583578;0.388177675;0;0;0;0;0
2692;8.23173E-05;0.000116197;0;0.0000141;0.000114155;0;0;0.232322695;0.069162454;0.22141818;0.387929535;0;0;0;0;0
2693;9.3897E-05;9.91674E-05;0;0.0000376;0.000114155;0;0;0.173955094;0.034737433;0.221244512;0.387662307;0;0;0;0;0
2694;0.000106997;0.000127997;0;0.000094;0.000114155;0.00877421;0.00877421;0.164276821;0.022637602;0.221095654;0.387414166;0;0;0;0;0
2695;0.000120896;0.000100297;0;0.0001821;0.000114155;0.070193676;0.070193676;0.193455104;0.011499579;0.220921986;0.387175569;0;0.04799992;0.04799992;0;0
2696;0.000130296;9.00476E-05;0;0.000158603;0.000114155;0.122838934;0.122838934;0.231528128;0.009856782;0.220756588;0.386898797;0;0.191769775;0.191769775;0;0
2697;0.000133596;6.95582E-05;0;0.000146855;0.000114155;0.19303261;0.19303261;0.247706404;0.009393429;0.22059946;0.386660201;0;0.41303721;0.41303721;0;0
2698;0.000138196;4.59388E-05;0;0.000164478;0.000114155;0.298323125;0.298323125;0.288560414;0.008213985;0.220434062;0.386383429;0;0.44528372;0.44528372;0;0
2699;0.000141995;2.97392E-05;0;0.000187974;0.000114155;0.350968382;0.350968382;0.306327825;0.008213985;0.220268664;0.386144832;0;0.613143498;0.613143498;0;0
2700;0.000134396;1.08597E-05;0;0.000206772;0.000114155;0.368516802;0.368516802;0.297046836;0.008213985;0.220111536;0.385896691;0;0.56822229;0.56822229;0;0
2701;0.000136296;0;0;0.000187974;0.000114155;0.350968382;0.350968382;0.287765846;0.008213985;0.219946138;0.385629463;0;0.427581126;0.427581126;0;0
2702;0.000134396;0;0;0.000190324;0.000114155;0.342194173;0.342194173;0.271113037;0.008213985;0.21978074;0.385381323;0;0.479619356;0.479619356;0;0
2703;0.000131296;0;0;0.000213821;0.000114155;0.315871544;0.315871544;0.249295539;0.008213985;0.219623612;0.385114094;0;0.290538456;0.290538456;0;0
2704;0.000128596;0;0;0.00022322;0.000114155;0.254452077;0.254452077;0.217402484;0.008213985;0.219458214;0.384865954;0;0.2110717;0.2110717;0;0
2705;0.000124396;0;0;0.00022322;0.000114155;0.166709982;0.166709982;0.174617234;0.008213985;0.219292817;0.384617813;0;0.107125185;0.107125185;0;0
2706;0.000123196;0;0;0.000164478;0.000114155;0.061419467;0.061419467;0.155657971;0.008213985;0.219135689;0.384350585;0;0;0;0;0
2707;0.000119396;1.26297E-05;0;0.000117;0.000114155;0;0;0.098945719;0.008213985;0.218970291;0.384111988;0;0;0;0;0
2708;0.000119496;3.00092E-05;0;0.0000881;0.000114155;0;0;0.106913465;0.008213985;0.218813163;0.383835216;0;0;0;0;0
2709;0.000119396;4.26289E-05;0;0.0000587;0.000114155;0;0;0.124680876;0.008213985;0.218647765;0.38359662;0;0;0;0;0
2710;0.000111296;7.7828E-05;0;0.0000376;0.000114155;0;0;0.1298566;0.008213985;0.218482367;0.383348479;0;0;0;0;0
2711;0.000103597;7.7938E-05;0;0.0000235;0.000114155;0;0;0.137084957;0.008213985;0.218325239;0.383081251;0;0;0;0;0
2712;9.70269E-05;0.000105197;0;0.0000094;0.000114155;0;0;0.145174095;0.008213985;0.218159841;0.38283311;0;0;0;0;0
2713;9.2367E-05;0.000111197;0;0.00000587;0.000114155;0;0;0.186491603;0.008213985;0.217928284;0.382565882;0;0;0;0;0
2714;8.67772E-05;0.000125597;0;0.00000235;0.000114155;0;0;0.215934741;0.008213985;0.217605758;0.382317741;0;0;0;0;0
2715;8.42373E-05;0.000125597;0;0.00000117;0.000114155;0;0;0.211498406;0.008213985;0.217274962;0.382069601;0;0;0;0;0
2716;8.44473E-05;0.000119597;0;0.0000141;0.000114155;0;0;0.224829483;0.008213985;0.216944166;0.381802373;0;0;0;0;0
2717;9.53169E-05;0.000108897;0;0.0000376;0.000114155;0;0;0.243788745;0.008213985;0.21662164;0.381554232;0;0;0;0;0
2718;0.000111796;8.46978E-05;0;0.000094;0.000114155;0.00877421;0.00877421;0.229265818;0.008213985;0.216290845;0.381287004;0;0;0;0;0
2719;0.000124196;7.95979E-05;0;0.0001821;0.000114155;0.087742096;0.087742096;0.171505178;0.008213985;0.215960049;0.381048407;0;0.103806574;0.103806574;0;0
2720;0.000131296;7.8078E-05;0;0.000158603;0.000114155;0.219355239;0.219355239;0.125872728;0.008213985;0.215637523;0.380800267;0;0.26072093;0.26072093;0;0
2721;0.000132796;6.08384E-05;0;0.000146855;0.000114155;0.298323125;0.298323125;0.121502607;0.008213985;0.215298457;0.380533038;0;0.475750974;0.475750974;0;0
2722;0.000137396;3.6249E-05;0;0.000164478;0.000114155;0.359742592;0.359742592;0.144644384;0.014062061;0.214967661;0.380284898;0;0.599199331;0.599199331;0;0
2723;0.000142395;1.25297E-05;0;0.000187974;0.000114155;0.412387849;0.412387849;0.245256488;0.018902696;0.214645135;0.38001767;0;0.702955925;0.702955925;0;0
2724;0.000134296;0;0;0.000206772;0.000114155;0.456258897;0.456258897;0.330341419;0.009856782;0.21431434;0.379769529;0;0.735922134;0.735922134;0;0
2725;0.000134696;0;0;0.000187974;0.000114155;0.473807316;0.473807316;0.370665717;0.01728096;0.213991814;0.379521389;0;0.708263705;0.708263705;0;0
2726;0.000132096;0;0;0.000190324;0.000114155;0.438710478;0.438710478;0.401035851;0.045836844;0.213661018;0.37925416;0;0.459877615;0.459877615;0;0
2727;0.000129596;0;0;0.000213821;0.000114155;0.333419963;0.333419963;0.436978993;0.076572592;0.213330222;0.37900602;0;0.434378282;0.434378282;0;0
2728;0.000127296;0;0;0.00022322;0.000114155;0.219355239;0.219355239;0.421661498;0.21361977;0.213007696;0.378738792;0;0.357470456;0.357470456;0;0
2729;0.000123896;0;0;0.00022322;0.000114155;0.096516305;0.096516305;0.338562985;0.664430637;0.21266863;0.378490651;0;0.232122894;0.232122894;0;0
2730;0.000123996;0;0;0.000164478;0.000114155;0.026322629;0.026322629;0.337040064;0.900912665;0.212337835;0.378252054;0;0.086990608;0.086990608;0;0
2731;0.000121096;0;0;0.000117;0.000114155;0;0;0.401234493;0.871163297;0.212015309;0.377984826;0;0;0;0;0
2732;0.000122296;0;0;0.0000881;0.000114155;0;0;0.508147958;0.860197276;0.211684513;0.377736686;0;0;0;0;0
2733;0.000120896;2.22794E-05;0;0.0000587;0.000114155;0;0;0.553703159;0.886267902;0.211353717;0.377469457;0;0;0;0;0
2734;0.000114796;4.29889E-05;0;0.0000376;0.000114155;0;0;0.556097897;0.795489329;0.211031191;0.377221317;0;0;0;0;0
2735;0.000106197;4.51588E-05;0;0.0000235;0.000114155;0;0;0.554497726;0.645563044;0.210700395;0.376973176;0;0;0;0;0
2736;9.90468E-05;7.20881E-05;0;0.0000094;0.000114155;0;0;0.506956107;0.662668492;0.21036133;0.376705948;0;0;0;0;0
2737;9.14971E-05;0.000100097;0;0.00000587;0.000114155;0;0;0.502111453;0.457922634;0.210038804;0.376801387;0;0;0;0;0
2738;8.55672E-05;0.000121397;0;0.00000235;0.000114155;0;0;0.556561395;0.35716091;0.209708008;0.377488545;0;0;0;0;0
2739;8.34773E-05;0.000116297;0;0.00000117;0.000114155;0;0;0.587593668;0.448444959;0.209385482;0.378175703;0;0;0;0;0
2740;8.08674E-05;0.000124097;0;0.0000141;0.000114155;0;0;0.5654451;0.338096742;0.209054686;0.378862862;0;0;0;0;0
2741;8.91071E-05;0.000145396;0;0.0000376;0.000114155;0;0;0.520209934;0.291133109;0.20872389;0.37955002;0;0;0;0;0
2742;0.000102797;0.000152996;0;0.000094;0.000114155;0;0;0.496008733;0.287861556;0.208401364;0.380256266;0;0;0;0;0
2743;0.000115596;0.000131597;0;0.0001821;0.000114155;0.043871048;0.043871048;0.411519727;0.272209351;0.208070569;0.380943425;0;0.145109295;0.145109295;0;0
2744;0.000127996;7.6778E-05;0;0.000158603;0.000114155;0.114064724;0.114064724;0.312231903;0.299455911;0.207731503;0.381630583;0;0.309610478;0.309610478;0;0
2745;0.000131496;4.73188E-05;0;0.000146855;0.000114155;0.157935772;0.157935772;0.297642761;0.276484836;0.207408977;0.382317741;0;0.46115708;0.46115708;0;0
2746;0.000136296;2.45094E-05;0;0.000164478;0.000114155;0.210581029;0.210581029;0.338496771;0.297820135;0.207078181;0.3830049;0;0.622109747;0.622109747;0;0
2747;0.000141795;0;0;0.000187974;0.000114155;0.263226287;0.263226287;0.330871131;0.415276608;0.206747385;0.383692058;0;0.691940534;0.691940534;0;0
2748;0.000132896;0;0;0.000206772;0.000114155;0.315871544;0.315871544;0.355944148;0.465273097;0.206424859;0.384379217;0;0.672458684;0.672458684;0;0
2749;0.000133796;0;0;0.000187974;0.000114155;0.315871544;0.315871544;0.355546864;0.550028082;0.206094064;0.385066375;0;0.698277883;0.698277883;0;0
2750;0.000132096;0;0;0.000190324;0.000114155;0.289548916;0.289548916;0.357135999;0.647532294;0.205763268;0.385753533;0;0.600258888;0.600258888;0;0
2751;0.000129696;0;0;0.000213821;0.000114155;0.236903658;0.236903658;0.334987432;0.716750913;0.205440742;0.386431148;0;0.528628853;0.528628853;0;0
2752;0.000126196;0;0;0.00022322;0.000114155;0.175484191;0.175484191;0.291076544;0.69382547;0.205101676;0.387118306;0;0.420194216;0.420194216;0;0
2753;0.000123396;0;0;0.00022322;0.000114155;0.114064724;0.114064724;0.257450891;0.692214266;0.20477915;0.387805465;0;0.256462711;0.256462711;0;0
2754;0.000122496;0;0;0.000164478;0.000114155;0.043871048;0.043871048;0.269391474;0.751790227;0.204448354;0.388492623;0;0.081300989;0.081300989;0;0
2755;0.000119796;0;0;0.000117;0.000114155;0;0;0.276686045;0.751698961;0.204117559;0.389179781;0;0;0;0;0
2756;0.000120896;0;0;0.0000881;0.000114155;0;0;0.269722544;0.724006599;0.203795033;0.38986694;0;0;0;0;0
2757;0.000121696;1.21997E-05;0;0.0000587;0.000114155;0;0;0.255729328;0.679170177;0.203464237;0.390554098;0;0;0;0;0
