{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV_ROOFTOP;PV_UTILITY;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;DHN_SOLAR;DEC_SOLAR;PT_COLLECTOR;ST_COLLECTOR
5318;0.000133196;0;0;0.000190324;0.000114155;0.570323621;0.570323621;0.184107901;0.183877422;0.330150765;0.651846071;0;0.72340737;0.72340737;0;0
5319;0.000131496;0;0;0.000213821;0.000114155;0.482581526;0.482581526;0.189338803;0.189549986;0.330059796;0.651254351;0;0.726915902;0.726915902;0;0
5320;0.000129096;0;0;0.00022322;0.000114155;0.377291011;0.377291011;0.202272595;0.159561921;0.329968827;0.650662631;0;0.614253033;0.614253033;0;0
5321;0.000125696;0;0;0.00022322;0.000114155;0.254452077;0.254452077;0.208044245;0.107055602;0.329877858;0.650070911;0;0.496182427;0.496182427;0;0
5322;0.000121096;0;0;0.000164478;0.000114155;0.122838934;0.122838934;0.189140161;0.159635636;0.329778619;0.649469648;0;0.308321017;0.308321017;0;0
5323;0.000119296;0;0;0.000117;0.000114155;0.00877421;0.00877421;0.17421995;0.194696012;0.32968765;0.648877928;0;0.076688918;0.076688918;0;0
5324;0.000114296;0;0;0.0000881;0.000114155;0;0;0.136886315;0.20913016;0.329604951;0.648286208;0;0;0;0;0
5325;0.000111896;0;0;0.0000587;0.000114155;0;0;0.159829451;0.256995928;0.329513983;0.647694489;0;0;0;0;0
5326;0.000115196;0;0;0.0000376;0.000114155;0;0;0.218461907;0.310306094;0.329423014;0.647093225;0;0;0;0;0
5327;0.000110896;0;0;0.0000235;0.000114155;0;0;0.291076544;0.256574698;0.329332045;0.646501505;0;0;0;0;0
5328;0.000101997;0;0;0.0000094;0.000114155;0;0;0.282192838;0.223279978;0.329241076;0.645909786;0;0;0;0;0
5329;9.62269E-05;0;0;0.00000587;0.000114155;0;0;0.261567192;0.141126088;0.329150107;0.645308522;0;0;0;0;0
5330;9.11371E-05;1.30297E-05;0;0.00000235;0.000114155;0;0;0.248699613;0.10617453;0.329158377;0.644716802;0;0;0;0;0
5331;8.50973E-05;3.24891E-05;0;0.00000117;0.000114155;0;0;0.254338835;0.092449452;0.329332045;0.644125083;0;0;0;0;0
5332;8.12274E-05;3.7689E-05;0;0.0000141;0.000114155;0;0;0.263619824;0.105461949;0.329497443;0.643533363;0;0;0;0;0
5333;7.81375E-05;3.28791E-05;0;0.0000376;0.000114155;0;0;0.249096897;0.078548863;0.329671111;0.642932099;0;0;0;0;0
5334;8.40273E-05;5.38186E-05;0;0.000094;0.000114155;0.017548419;0.017548419;0.160690232;0.039567537;0.329844778;0.64234038;0;0;0;0;0
5335;9.94268E-05;4.43188E-05;0;0.0001821;0.000114155;0.184258401;0.184258401;0.143982244;0.014729009;0.330018446;0.64174866;0;0;0;0;0
5336;0.000113996;4.24889E-05;0;0.000158603;0.000114155;0.350968382;0.350968382;0.163548468;0.015518815;0.330192114;0.64115694;0;0.142340453;0.142340453;0;0
5337;0.000124896;2.32294E-05;0;0.000146855;0.000114155;0.491355735;0.491355735;0.172233531;0.00603412;0.330365782;0.640584308;0;0.305532184;0.305532184;0;0
5338;0.000130496;0;0;0.000164478;0.000114155;0.60542046;0.60542046;0.200948316;0.00014041;0.33053945;0.639992589;0;0.472142484;0.472142484;0;0
5339;0.000134196;0;0;0.000187974;0.000114155;0.658065717;0.658065717;0.191667327;0.006395675;0.330713117;0.639391325;0;0.579587535;0.579587535;0;0
5340;0.000137996;0;0;0.000206772;0.000114155;0.675614136;0.675614136;0.204468692;0.008677338;0.330878515;0.638799605;0;0.661873112;0.661873112;0;0
5341;0.000130196;0;0;0.000187974;0.000114155;0.631743088;0.631743088;0.205197045;0.008368436;0.331052183;0.638207886;0;0.707274119;0.707274119;0;0
5342;0.000130796;0;0;0.000190324;0.000114155;0.561549412;0.561549412;0.216861737;0.003173266;0.331225851;0.637616166;0;0.647349188;0.647349188;0;0
5343;0.000128796;0;0;0.000213821;0.000114155;0.491355735;0.491355735;0.227742897;0;0.331399519;0.637014902;0;0.618821122;0.618821122;0;0
5344;0.000126196;0;0;0.00022322;0.000114155;0.39483943;0.39483943;0.237818453;0;0.331573187;0.636423183;0;0.50946687;0.50946687;0;0
5345;0.000123096;0;0;0.00022322;0.000114155;0.263226287;0.263226287;0.222103675;0.000351025;0.331746854;0.635831463;0;0.391056406;0.391056406;0;0
5346;0.000118796;0;0;0.000164478;0.000114155;0.114064724;0.114064724;0.235832035;0.007368015;0.331920522;0.635230199;0;0.20514418;0.20514418;0;0
5347;0.000117796;0;0;0.000117;0.000114155;0.00877421;0.00877421;0.266544274;0.065796125;0.33208592;0.63463848;0;0.086760705;0.086760705;0;0
5348;0.000113696;0;0;0.0000881;0.000114155;0;0;0.226617259;0.096605588;0.332259588;0.63404676;0;0;0;0;0
5349;0.000111496;0;0;0.0000587;0.000114155;0;0;0.204402478;0.162054198;0.332433256;0.63345504;0;0;0;0;0
5350;0.000114596;0;0;0.0000376;0.000114155;0;0;0.186624031;0.148982028;0.332606924;0.632853777;0;0;0;0;0
5351;0.000110896;0;0;0.0000235;0.000114155;0;0;0.170445755;0.158456192;0.332780591;0.632262057;0;0;0;0;0
5352;0.000102897;0;0;0.0000094;0.000114155;0;0;0.128399893;0.213454788;0.332954259;0.631670337;0;0;0;0;0
5353;9.55869E-05;2.26594E-05;0;0.00000587;0.000114155;0;0;0.109826879;0.233901994;0.333127927;0.631078617;0;0;0;0;0
5354;8.89171E-05;4.73988E-05;0;0.00000235;0.000114155;0;0;0.075870156;0.302520359;0.333301595;0.630649143;0;0;0;0;0
5355;8.43473E-05;4.99987E-05;0;0.00000117;0.000114155;0;0;0.075870156;0.283698399;0.333466993;0.630525073;0;0;0;0;0
5356;7.97674E-05;5.53385E-05;0;0.0000141;0.000114155;0;0;0.101340457;0.272872789;0.33364066;0.630401003;0;0;0;0;0
5357;7.52176E-05;5.97784E-05;0;0.0000376;0.000114155;0;0;0.118776799;0.279945942;0.333814328;0.630276933;0;0;0;0;0
5358;8.24073E-05;4.92887E-05;0;0.000094;0.000114155;0.017548419;0.017548419;0.109893093;0.361632968;0.333987996;0.630162406;0;0;0;0;0
5359;9.2537E-05;5.42486E-05;0;0.0001821;0.000114155;0.19303261;0.19303261;0.069502581;0.378590986;0.334161664;0.630009704;0;0;0;0;0
5360;0.000103297;5.76385E-05;0;0.000158603;0.000114155;0.350968382;0.350968382;0.085217359;0.369646869;0.334335332;0.629885634;0;0.134963539;0.134963539;0;0
5361;0.000113496;3.58591E-05;0;0.000146855;0.000114155;0.500129945;0.500129945;0.104187657;0.415627633;0.334508999;0.629761564;0;0.311139838;0.311139838;0;0
5362;0.000120096;8.56778E-06;0;0.000164478;0.000114155;0.614194669;0.614194669;0.107045893;0.505433867;0.334674397;0.629637494;0;0.472912162;0.472912162;0;0
5363;0.000124396;0;0;0.000187974;0.000114155;0.684388346;0.684388346;0.142128253;0.63426706;0.334848065;0.629513423;0;0.608265538;0.608265538;0;0
5364;0.000127996;0;0;0.000206772;0.000114155;0.710710974;0.710710974;0.15220381;0.489939624;0.335021733;0.629389353;0;0.699767259;0.699767259;0;0
5365;0.000122096;0;0;0.000187974;0.000114155;0.701936765;0.701936765;0.180124028;0.393091828;0.335195401;0.629236651;0;0.743938781;0.743938781;0;0
5366;0.000121396;0;0;0.000190324;0.000114155;0.649291507;0.649291507;0.185365966;0.448957456;0.335369069;0.629122125;0;0.743788843;0.743788843;0;0
5367;0.000119496;0;0;0.000213821;0.000114155;0.561549412;0.561549412;0.187815882;0.516031311;0.335542736;0.628998055;0;0.698767678;0.698767678;0;0
5368;0.000117296;0;0;0.00022322;0.000114155;0.438710478;0.438710478;0.177343042;0.537054198;0.335716404;0.628873984;0;0.604717023;0.604717023;0;0
5369;0.000115396;0;0;0.00022322;0.000114155;0.289548916;0.289548916;0.134094294;0.612012075;0.335890072;0.628749914;0;0.471562727;0.471562727;0;0
5370;0.000113396;0;0;0.000164478;0.000114155;0.114064724;0.114064724;0.127605326;0.72471216;0.33605547;0.628597212;0;0.305772083;0.305772083;0;0
5371;0.000113596;0;0;0.000117;0.000114155;0.017548419;0.017548419;0.066787809;0.680697136;0.336229138;0.628473142;0;0.140441248;0.140441248;0;0
5372;0.000110696;0;0;0.0000881;0.000114155;0;0;0.061612085;0.613440747;0.336402805;0.628349072;0;0;0;0;0
5373;0.000108996;0;0;0.0000587;0.000114155;0;0;0.097157943;0.67668141;0.336576473;0.628225001;0;0;0;0;0
5374;0.000113196;0;0;0.0000376;0.000114155;0;0;0.170379541;0.605672564;0.336750141;0.628100931;0;0;0;0;0
5375;0.000109796;0;0;0.0000235;0.000114155;0;0;0.27827518;0.555282926;0.336923809;0.627976861;0;0;0;0;0
5376;0.000102197;0;0;0.0000094;0.000114155;0;0;0.377298148;0.516052373;0.337097477;0.627833703;0;0;0;0;0
5377;9.55969E-05;1.70596E-05;0;0.00000587;0.000114155;0;0;0.431008701;0.443867593;0.337262875;0.627709633;0;0;0;0;0
5378;9.00971E-05;3.35491E-05;0;0.00000235;0.000114155;0;0;0.444737061;0.42795212;0.337436542;0.627585562;0;0;0;0;0
5379;8.51273E-05;4.06389E-05;0;0.00000117;0.000114155;0;0;0.440764224;0.457880511;0.33761021;0.627461492;0;0;0;0;0
5380;8.06674E-05;4.82987E-05;0;0.0000141;0.000114155;0;0;0.415293923;0.51333895;0.337783878;0.627337422;0;0;0;0;0
5381;7.52276E-05;6.45383E-05;0;0.0000376;0.000114155;0;0;0.389834657;0.412840494;0.337957546;0.62718472;0;0;0;0;0
5382;8.13674E-05;7.41981E-05;0;0.000094;0.000114155;0.00877421;0.00877421;0.357864353;0.445254142;0.338131214;0.62706065;0;0;0;0;0
5383;9.53269E-05;6.88582E-05;0;0.0001821;0.000114155;0.140387353;0.140387353;0.290083335;0.479949452;0.338304881;0.626936579;0;0;0;0;0
5384;0.000110496;5.29386E-05;0;0.000158603;0.000114155;0.289548916;0.289548916;0.209368524;0.453334737;0.338478549;0.626812509;0;0.143699885;0.143699885;0;0
5385;0.000123296;1.84995E-05;0;0.000146855;0.000114155;0.429936268;0.429936268;0.154852368;0.427615136;0.338643947;0.626688439;0;0.319226455;0.319226455;0;0
5386;0.000128996;0;0;0.000164478;0.000114155;0.544000993;0.544000993;0.118843013;0.450175512;0.338817615;0.626545281;0;0.475501079;0.475501079;0;0
5387;0.000133096;0;0;0.000187974;0.000114155;0.60542046;0.60542046;0.112674079;0.501204016;0.338991283;0.626421211;0;0.601288457;0.601288457;0;0
5388;0.000137196;0;0;0.000206772;0.000114155;0.622968879;0.622968879;0.133233512;0.434200365;0.339164951;0.62629714;0;0.691110881;0.691110881;0;0
5389;0.000129696;0;0;0.000187974;0.000114155;0.535226783;0.535226783;0.158637599;0.437808902;0.339338618;0.62617307;0;0.739030834;0.739030834;0;0
5390;0.000130096;0;0;0.000190324;0.000114155;0.473807316;0.473807316;0.151409243;0.43567818;0.339512286;0.626049;0;0.740780102;0.740780102;0;0
5391;0.000128096;0;0;0.000213821;0.000114155;0.350968382;0.350968382;0.139270018;0.525807357;0.339685954;0.62592493;0;0.686812679;0.686812679;0;0
5392;0.000124996;0;0;0.00022322;0.000114155;0.280774706;0.280774706;0.121105323;0.612198119;0.339851352;0.625772228;0;0.584325553;0.584325553;0;0
5393;0.000120496;0;0;0.00022322;0.000114155;0.184258401;0.184258401;0.083164727;0.732188992;0.34002502;0.625648158;0;0.437297061;0.437297061;0;0
5394;0.000119096;0;0;0.000164478;0.000114155;0.070193676;0.070193676;0.050730925;0.642098427;0.340198687;0.625524087;0;0.302573421;0.302573421;0;0
5395;0.000118096;0;0;0.000117;0.000114155;0.00877421;0.00877421;0.028847213;0.528215389;0.340372355;0.625400017;0;0.136912724;0.136912724;0;0
5396;0.000113896;0;0;0.0000881;0.000114155;0;0;0.040125656;0.071254563;0.340546023;0.625275947;0;0.003965241;0.003965241;0;0
5397;0.000110796;0;0;0.0000587;0.000114155;0;0;0.061943154;0.071387953;0.340719691;0.625132789;0;0;0;0;0
5398;0.000113996;0;0;0.0000376;0.000114155;0;0;0.0570985;0.67458228;0.340893359;0.625008718;0;0;0;0;0
5399;0.000111196;0;0;0.0000235;0.000114155;0;0;0.068509372;0.386994524;0.341067027;0.624884648;0;0;0;0;0
5400;0.000104597;0;0;0.0000094;0.000114155;0;0;0.111747084;0.097935973;0.341232424;0.624760578;0;0;0;0;0
5401;9.95668E-05;0;0;0.00000587;0.000114155;0;0;0.140726725;0.116547318;0.341406092;0.624636508;0;0;0;0;0
5402;9.49569E-05;0;0;0.00000235;0.000114155;0;0;0.149555252;0.117660067;0.34157976;0.624512437;0;0;0;0;0
5403;8.97371E-05;0;0;0.00000117;0.000114155;0;0;0.150416033;0.045352429;0.341753428;0.624359736;0;0;0;0;0
5404;8.49473E-05;0;0;0.0000141;0.000114155;0;0;0.129062033;0.080939343;0.341927096;0.624235665;0;0;0;0;0
5405;7.88275E-05;0;0;0.0000376;0.000114155;0;0;0.116989022;0.229317607;0.342100763;0.624111595;0;0;0;0;0
5406;8.06174E-05;0;0;0.000094;0.000114155;0.017548419;0.017548419;0.057230928;0.383242067;0.342274431;0.623987525;0;0;0;0;0
5407;8.39473E-05;0;0;0.0001821;0.000114155;0.157935772;0.157935772;0.063664717;0.328001264;0.342439829;0.623863455;0;0;0;0;0
5408;8.85371E-05;0;0;0.000158603;0.000114155;0.315871544;0.315871544;0.049539074;0.233722971;0.342613497;0.623720297;0;0.141380855;0.141380855;0;0
5409;9.74769E-05;0;0;0.000146855;0.000114155;0.456258897;0.456258897;0.039463517;0.233645746;0.342787165;0.623596226;0;0.31555799;0.31555799;0;0
5410;0.000103697;0;0;0.000164478;0.000114155;0.544000993;0.544000993;0.038271666;0.318906206;0.342960833;0.623472156;0;0.469213709;0.469213709;0;0
5411;0.000106897;0;0;0.000187974;0.000114155;0.570323621;0.570323621;0.03541343;0.23666105;0.3431345;0.623348086;0;0.575469258;0.575469258;0;0
5412;0.000109696;0;0;0.000206772;0.000114155;0.570323621;0.570323621;0.044297136;0.107508425;0.343308168;0.623224015;0;0.657874785;0.657874785;0;0
5413;0.000108497;0;0;0.000187974;0.000114155;0.526452574;0.526452574;0.081972876;0.040020359;0.343481836;0.623071314;0;0.646709456;0.646709456;0;0
5414;0.000108297;0;0;0.000190324;0.000114155;0.456258897;0.456258897;0.090062014;0.02725007;0.343663774;0.622947243;0;0.631995611;0.631995611;0;0
5415;0.000105997;0;0;0.000213821;0.000114155;0.386065221;0.386065221;0.098151152;0.009639146;0.343820902;0.622823173;0;0.621110165;0.621110165;0;0
5416;0.000104097;0;0;0.00022322;0.000114155;0.289548916;0.289548916;0.089598516;0.00575681;0.343994569;0.622699103;0;0.323864515;0.323864515;0;0
5417;0.000101997;0;0;0.00022322;0.000114155;0.184258401;0.184258401;0.070098507;0.00575681;0.344168237;0.622584576;0;0.287729631;0.287729631;0;0
5418;0.000101697;0;0;0.000164478;0.000114155;0.070193676;0.070193676;0.064856568;0.00575681;0.344341905;0.622460506;0;0.269827121;0.269827121;0;0
5419;0.000101897;0;0;0.000117;0.000114155;0;0;0.063664717;0.006546616;0.344515573;0.622307804;0;0.134853585;0.134853585;0;0
5420;9.97668E-05;0;0;0.0000881;0.000114155;0;0;0.077062007;0.00575681;0.344689241;0.622183734;0;0;0;0;0
5421;9.90768E-05;0;0;0.0000587;0.000114155;0;0;0.137151171;0.00575681;0.344871178;0.622059664;0;0;0;0;0
5422;0.000103197;0;0;0.0000376;0.000114155;0;0;0.152005168;0.00575681;0.345028306;0.621935594;0;0;0;0;0
5423;0.000100797;0;0;0.0000235;0.000114155;0;0;0.176680902;0.00575681;0.345201974;0.621811523;0;0;0;0;0
5424;9.52769E-05;0;0;0.0000094;0.000114155;0;0;0.174286164;0.006718618;0.345375642;0.621668365;0;0;0;0;0
5425;9.1957E-05;0;0;0.00000587;0.000114155;0;0;0.177938967;0.008038472;0.34554931;0.621544295;0;0;0;0;0
5426;8.69572E-05;0;0;0.00000235;0.000114155;0;0;0.174617234;0.047349761;0.345722978;0.621420225;0;0;0;0;0
5427;8.27273E-05;0;0;0.00000117;0.000114155;0;0;0.179859172;0.141231396;0.345904915;0.621296154;0;0;0;0;0
5428;7.86075E-05;0;0;0.0000141;0.000114155;0;0;0.175014517;0.112064729;0.346078583;0.621172084;0;0;0;0;0
5429;7.35576E-05;0;0;0.0000376;0.000114155;0;0;0.150416033;0.088451278;0.346252251;0.621048014;0;0;0;0;0
5430;7.34076E-05;0;0;0.000094;0.000114155;0.00877421;0.00877421;0.099210575;0.125256248;0.346409379;0.620895312;0;0;0;0;0
5431;7.32276E-05;0;0;0.0001821;0.000114155;0.157935772;0.157935772;0.062472866;0.114297248;0.346583047;0.620771242;0;0;0;0;0
5432;7.55076E-05;0;0;0.000158603;0.000114155;0.307097335;0.307097335;0.032102732;0.214911542;0.346756715;0.620647172;0;0.132244677;0.132244677;0;0
5433;8.14074E-05;0;0;0.000146855;0.000114155;0.447484688;0.447484688;0.014258072;0.237826453;0.346930382;0.620523101;0;0.303113196;0.303113196;0;0
5434;8.69472E-05;0;0;0.000164478;0.000114155;0.552775202;0.552775202;0.011410871;0.203194327;0.34711232;0.620399031;0;0.446653147;0.446653147;0;0
5435;9.09371E-05;0;0;0.000187974;0.000114155;0.60542046;0.60542046;0.015449923;0.133498315;0.347285988;0.620255873;0;0.572820366;0.572820366;0;0
5436;9.4487E-05;0;0;0.000206772;0.000114155;0.491355735;0.491355735;0.0357445;0.099333053;0.347459656;0.620131803;0;0.639652408;0.639652408;0;0
5437;9.54669E-05;0;0;0.000187974;0.000114155;0.456258897;0.456258897;0.060817517;0.165473182;0.347616784;0.620007733;0;0.733523138;0.733523138;0;0
5438;9.2737E-05;0;0;0.000190324;0.000114155;0.491355735;0.491355735;0.082701229;0.17668141;0.347790451;0.619883662;0;0.720768474;0.720768474;0;0
5439;9.02071E-05;0;0;0.000213821;0.000114155;0.39483943;0.39483943;0.090790367;0.148339652;0.347964119;0.619759592;0;0.646659477;0.646659477;0;0
5440;8.89971E-05;0;0;0.00022322;0.000114155;0.307097335;0.307097335;0.085482215;0.14016779;0.348146057;0.61960689;0;0.571540902;0.571540902;0;0
5441;8.97071E-05;0;0;0.00022322;0.000114155;0.219355239;0.219355239;0.071753855;0.126509407;0.348319725;0.61948282;0;0.392515795;0.392515795;0;0
5442;9.4237E-05;0;0;0.000164478;0.000114155;0.087742096;0.087742096;0.034949932;0.098444959;0.348493393;0.61935875;0;0.21668935;0.21668935;0;0
5443;9.86768E-05;0;0;0.000117;0.000114155;0;0;0.018639228;0.114627211;0.34866706;0.619234679;0;0.06057366;0.06057366;0;0
5444;9.88968E-05;0;0;0.0000881;0.000114155;0;0;0.011741941;0.102200927;0.348840728;0.619110609;0;0;0;0;0
5445;0.000100397;0;0;0.0000587;0.000114155;0;0;0.018308158;0.063103763;0.348997856;0.618986539;0;0;0;0;0
5446;0.000104197;0;0;0.0000376;0.000114155;0;0;0.047552655;0.052650239;0.349171524;0.618843381;0;0;0;0;0
5447;0.000102197;0;0;0.0000235;0.000114155;0;0;0.075075589;0.0415754;0.349353462;0.618719311;0;0;0;0;0
5448;9.47569E-05;0;0;0.0000094;0.000114155;0;0;0.081112094;0.033115698;0.34952713;0.61859524;0;0;0;0;0
5449;9.04871E-05;0;0;0.00000587;0.000114155;0;0;0.10339309;0.042045774;0.349700797;0.61847117;0;0;0;0;0
5450;8.65372E-05;0;0;0.00000235;0.000114155;0;0;0.142657965;0.042726762;0.295657031;0.6183471;0;0;0;0;0
5451;8.36073E-05;0;0;0.00000117;0.000114155;0;0;0.192263253;0.054517692;0.295830699;0.618194398;0;0;0;0;0
5452;8.13974E-05;0;0;0.0000141;0.000114155;0;0;0.221640177;0.045563044;0.296004366;0.618070328;0;0;0;0;0
5453;7.95474E-05;0;0;0.0000376;0.000114155;0;0;0.237752239;0.051986801;0.296178034;0.617946257;0;0;0;0;0
5454;8.84672E-05;0;0;0.000094;0.000114155;0.017548419;0.017548419;0.176084976;0.055837546;0.296351702;0.617822187;0;0;0;0;0
5455;0.000107397;0;0;0.0001821;0.000114155;0.175484191;0.175484191;0.098945719;0.086857624;0.29650883;0.617698117;0;0;0;0;0
5456;0.000125496;0;0;0.000158603;0.000114155;0.333419963;0.333419963;0.080781025;0.072160208;0.296690768;0.617574047;0;0.003628282;0.003628282;0;0
5457;0.000136696;0;0;0.000146855;0.000114155;0.473807316;0.473807316;0.073552668;0.069492418;0.296864436;0.617430889;0;0.046987343;0.046987343;0;0
5458;0.000141295;0;0;0.000164478;0.000114155;0.579097831;0.579097831;0.081641806;0.057992839;0.297038103;0.617306818;0;0.160462872;0.160462872;0;0
5459;0.000145995;0;0;0.000187974;0.000114155;0.640517298;0.640517298;0.073949952;0.039486801;0.297211771;0.617182748;0;0.27329567;0.27329567;0;0
5460;0.000151995;0;0;0.000206772;0.000114155;0.640517298;0.640517298;0.090062014;0.024220725;0.297385439;0.617058678;0;0.387407932;0.387407932;0;0
5461;0.000141195;0;0;0.000187974;0.000114155;0.60542046;0.60542046;0.102995806;0.023623982;0.297559107;0.616934608;0;0.368805714;0.368805714;0;0
5462;0.000142995;0;0;0.000190324;0.000114155;0.544000993;0.544000993;0.111945726;0.02134232;0.297732775;0.616781906;0;0.314668362;0.314668362;0;0
5463;0.000141295;0;0;0.000213821;0.000114155;0.465033107;0.465033107;0.131379521;0.023385285;0.297898172;0.616657835;0;0.283871245;0.283871245;0;0
5464;0.000138096;0;0;0.00022322;0.000114155;0.368516802;0.368516802;0.121701248;0.033926566;0.29807184;0.616533765;0;0.36276824;0.36276824;0;0
5465;0.000133996;0;0;0.00022322;0.000114155;0.219355239;0.219355239;0.120432148;0.045148835;0.298245508;0.616409695;0;0.357790322;0.357790322;0;0
5466;0.000128496;0;0;0.000164478;0.000114155;0.070193676;0.070193676;0.126005155;0.060744875;0.298419176;0.616285625;0;0.254773418;0.254773418;0;0
5467;0.000126096;0;0;0.000117;0.000114155;0;0;0.120972895;0.035643078;0.298592844;0.616142467;0;0.080872168;0.080872168;0;0
5468;0.000120596;0;0;0.0000881;0.000114155;0;0;0.123422811;0.044127352;0.298766511;0.616018396;0;0;0;0;0
5469;0.000118196;0;0;0.0000587;0.000114155;0;0;0.13847545;0.051028503;0.298940179;0.615894326;0;0;0;0;0
5470;0.000119496;0;0;0.0000376;0.000114155;0;0;0.119438938;0.047205841;0.299105577;0.615770256;0;0;0;0;0
5471;0.000113196;0;0;0.0000235;0.000114155;0;0;0.103657946;0.072065431;0.299279245;0.615646186;0;0;0;0;0
5472;0.000104397;0;0;0.0000094;0.000114155;0;0;0.076068798;0.158024431;0.299452913;0.615522115;0;0;0;0;0
5473;9.80968E-05;1.34496E-05;0;0.00000587;0.000114155;0;0;0.067516162;0.265887391;0.299626581;0.615369413;0;0;0;0;0
5474;9.3637E-05;2.62293E-05;0;0.00000235;0.000114155;0;0;0.079655387;0.296440607;0.299800248;0.615245343;0;0;0;0;0
5475;8.80872E-05;3.56091E-05;0;0.00000117;0.000114155;0;0;0.090194442;0.189764111;0.299973916;0.615130817;0;0;0;0;0
5476;8.34373E-05;4.10889E-05;0;0.0000141;0.000114155;0;0;0.121436393;0.300589722;0.300147584;0.615006747;0;0;0;0;0
5477;7.94274E-05;5.08287E-05;0;0.0000376;0.000114155;0;0;0.150084964;0.319538051;0.300321252;0.614882676;0;0;0;0;0
5478;8.64972E-05;6.25184E-05;0;0.000094;0.000114155;0;0;0.163879537;0.358607133;0.30048665;0.614729974;0;0;0;0;0
5479;0.000103797;5.54785E-05;0;0.0001821;0.000114155;0.043871048;0.043871048;0.167918589;0.34957877;0.300660318;0.614605904;0;0;0;0;0
5480;0.000120696;3.9529E-05;0;0.000158603;0.000114155;0.114064724;0.114064724;0.142525537;0.375645886;0.300833985;0.614481834;0;0.122748649;0.122748649;0;0
5481;0.000131996;1.97995E-05;0;0.000146855;0.000114155;0.236903658;0.236903658;0.119836222;0.372132126;0.301007653;0.614357764;0;0.313558826;0.313558826;0;0
5482;0.000135996;0;0;0.000164478;0.000114155;0.350968382;0.350968382;0.099210575;0.364016428;0.301181321;0.614233693;0;0.474971301;0.474971301;0;0
5483;0.000139795;0;0;0.000187974;0.000114155;0.412387849;0.412387849;0.072217353;0.354064869;0.301354989;0.614109623;0;0.605346759;0.605346759;0;0
5484;0.000145195;0;0;0.000206772;0.000114155;0.421162059;0.421162059;0.045897306;0.408789666;0.301528657;0.613966465;0;0.709533174;0.709533174;0;0
5485;0.000134896;0;0;0.000187974;0.000114155;0.412387849;0.412387849;0.055244509;0.44774642;0.301694054;0.613842395;0;0.736991687;0.736991687;0;0
5486;0.000136196;0;0;0.000190324;0.000114155;0.386065221;0.386065221;0.057628212;0.506030609;0.301867722;0.613718325;0;0.758292776;0.758292776;0;0
5487;0.000135796;0;0;0.000213821;0.000114155;0.324645754;0.324645754;0.041449936;0.492519657;0.30204139;0.613594254;0;0.694399505;0.694399505;0;0
5488;0.000133096;0;0;0.00022322;0.000114155;0.289548916;0.289548916;0.043833638;0.450045633;0.302215058;0.613470184;0;0.597060226;0.597060226;0;0
5489;0.000129296;0;0;0.00022322;0.000114155;0.20180682;0.20180682;0.046691874;0.442947908;0.302388726;0.613317482;0;0.447952604;0.447952604;0;0
5490;0.000125796;0;0;0.000164478;0.000114155;0.078967886;0.078967886;0.055575579;0.398694187;0.302562393;0.613193412;0;0.264169487;0.264169487;0;0
5491;0.000123596;0;0;0.000117;0.000114155;0;0;0.084356578;0.353078489;0.302736061;0.613069342;0;0.113252622;0.113252622;0;0
5492;0.000118896;0;0;0.0000881;0.000114155;0;0;0.072084925;0.319811851;0.302909729;0.612945271;0;0;0;0;0
5493;0.000117396;0;0;0.0000587;0.000114155;0;0;0.065993241;0.322121595;0.303075127;0.612821201;0;0;0;0;0
5494;0.000120496;0;0;0.0000376;0.000114155;0;0;0.06035402;0.361696153;0.303248795;0.612678043;0;0;0;0;0
5495;0.000114596;0;0;0.0000235;0.000114155;0;0;0.084356578;0.35322592;0.303422463;0.612553973;0;0;0;0;0
5496;0.000103797;1.95895E-05;0;0.0000094;0.000114155;0;0;0.109760665;0.377499298;0.30359613;0.612429903;0;0;0;0;0
5497;9.75969E-05;2.55593E-05;0;0.00000587;0.000114155;0;0;0.130055242;0.294636338;0.303769798;0.612305832;0;0;0;0;0
5498;9.2537E-05;4.22089E-05;0;0.00000235;0.000114155;0;0;0.148694471;0.507353974;0.303935196;0.612181762;0;0;0;0;0
5499;8.73872E-05;5.03887E-05;0;0.00000117;0.000114155;0;0;0.168382086;0.696535383;0.304075784;0.612057692;0;0;0;0;0
5500;8.30373E-05;5.60585E-05;0;0.0000141;0.000114155;0;0;0.154124015;0.615146728;0.304232912;0.61190499;0;0;0;0;0
5501;7.99174E-05;5.19186E-05;0;0.0000376;0.000114155;0;0;0.149290396;0.566045352;0.304373501;0.61178092;0;0;0;0;0
5502;8.62572E-05;7.5978E-05;0;0.000094;0.000114155;0.00877421;0.00877421;0.080251313;0.503977113;0.304522359;0.611656849;0;0;0;0;0
5503;0.000103097;6.78182E-05;0;0.0001821;0.000114155;0.166709982;0.166709982;0.060949945;0.426253159;0.304671217;0.611532779;0;0;0;0;0
5504;0.000117796;7.07981E-05;0;0.000158603;0.000114155;0.324645754;0.324645754;0.062605294;0.421321258;0.304811805;0.611408709;0;0.09119285;0.09119285;0;0
5505;0.000129096;4.80187E-05;0;0.000146855;0.000114155;0.473807316;0.473807316;0.037068779;0.504433446;0.304968933;0.611265551;0;0.240609344;0.240609344;0;0
