TotalCost 42.527522768777295
LCA_tot 71.83266160056638
Crit_1_tot 1902555.097185746
Crit_2_tot 476604.3090753714
Crit_3_tot 2.140530616418272

TotalCost 149.9947687432748
LCA_tot 1.000000001926612
Crit_1_tot 6260184.569995509
Crit_2_tot 2497449.628551845
Crit_3_tot 11.7830927647357

TotalCost 149.8755992461355
LCA_tot 68.47890919672926
Crit_1_tot 782450.6082590449
Crit_2_tot 181949.5665355501
Crit_3_tot 0.9954463248145513

TotalCost 149.82465666113598
LCA_tot 104.8182636527903
Crit_1_tot 847612.97416239
Crit_2_tot 110324.7187038579
Crit_3_tot 0.976346325506336

TotalCost 149.8769830131168
LCA_tot 114.9999999458675
Crit_1_tot 1382000.510031242
Crit_2_tot 700192.8965263997
Crit_3_tot 0.8403001732001978

