Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;crit_1_tech;crit_2_tech;crit_3_tech;crit_1_op;crit_2_op;crit_3_op;lca_tech;lca_op;Comment
Heat;Heat low temperature decentralised;Boiler oil (decentralised);DEC_BOILER_OIL;170.86;10.24815058;21.09;17;1;0.484;0.484;25.982;2.60E+01;0.511081367;293.1824041;21.67869306;0.000382501;0;0;47.89529729;0.287243009;
Heat;Heat low temperature decentralised;Boiler wood (decentralised);DEC_BOILER_WOOD;554.93;19.41754846;21.09;17;1;0.1;0.3;5.367;5.37E+00;1.309949832;11430.91988;71.73518406;0.000416381;0.000792908;0.014710645;298.7179626;0.441922968;
Heat;Heat low temperature decentralised;Cogeneration gas (decentralised);DEC_COGEN_GAS;1528.1;98.22449611;1024.32;20;1;0.007;0.007;0.374;3.76E-01;5.342878679;2971.773018;212.8648033;0.000347262;0.008435303;0.000394969;763.1641931;0.396996231;
Heat;Heat low temperature decentralised;Cogeneration oil (decentralised);DEC_COGEN_OIL;1416.89;86.93215515;1024.32;20;1;0;0;0;0.00E+00;5.342878679;2971.773018;212.8648033;0.00574451;0.004721783;0.004563512;763.1641931;0.600243787;
Heat;Heat low temperature decentralised;Direct electrical heaters (decentralised);DEC_DIRECT_ELEC;43.61;0.190627801;1.47;15;1;0;0;0;0.00E+00;0.009580365;9.438921335;0.538283492;0;0;0;1.615015824;0;
Heat;Heat low temperature decentralised;Electrical heat pump (decentralised);DEC_HP_ELEC;564.78;23.54819613;164.89;18;1;0.011;0.012;0.589;5.91E-01;1.390807919;528.0837268;31.88924053;6.78E-07;0.000258297;7.15E-05;146.664804;0.01767185;
Heat;Heat low temperature decentralised;Solar thermal (decentralised);DEC_SOLAR;757.56;8.405281393;221.22;20;1;0.002;0.002;0.511;5.13E-01;44.59979217;21489.21807;1139.835506;0;0;0;2416.83519;0;
Heat;Heat low temperature decentralised;Thermal heat pump gas (decentralised);DEC_THHP_GAS;362.35;10.59040315;381.93;20;1;0;0;0;0.00E+00;4.254657944;2062.649063;166.0410157;1.78E-05;0;0;425.0931672;0.12558201;
Infrastructure;Infrastructure;Distric heating network;DHN;825.88;0;0;60;1;0;1;0;1.00E+02;0;0;0;0;0;0;0;0;
Heat;Heat low temperature centralised;Boiler gas (DHN);DHN_BOILER_GAS;70.67;1.415862909;12.32;17;0.95;0.13883;0.13883;0.308;3.10E-01;0.054753785;44.8412614;3.010721978;6.41E-05;0;0;12.83952999;0.203012203;
Heat;Heat low temperature centralised;Boiler oil (DHN);DHN_BOILER_OIL;65.83;1.415862909;12.32;17;0.95;0.00651;0.00651;0.074;7.60E-02;0.054753785;44.8412614;3.010721978;0.000374451;0;0;12.83952999;0.281197252;
Heat;Heat low temperature centralised;Boiler wood (DHN);DHN_BOILER_WOOD;138.22;2.764303774;28.87;17;0.9;0;0;0;0.00E+00;0.592247066;1196.852856;41.69050736;0.00040964;0.000780071;0.014472495;87.78098375;0.434768709;
Heat;Heat low temperature centralised;Cogeneration hydrolysis (DHN);DHN_COGEN_BIO_HYDROLYSIS;4923.77;240.5931676;647.8;15;0.85;0;0;0;0.00E+00;3.224749424;13628.53708;103.8555769;0.001736568;2.922550678;0.168029005;360.0969558;2.866214061;
Heat;Heat low temperature centralised;Cogeneration gas (DHN);DHN_COGEN_GAS;1361.46;39.80624675;490.88;25;0.85;0.59413;0.59413;0.346;3.48E-01;2.614487513;2023.860656;68.06777822;0.000347262;0.008435303;0.000394969;199.3182226;0.396996231;
Heat;Heat low temperature centralised;Cogeneration waste (DHN);DHN_COGEN_WASTE;3182.91;117.3386515;647.82;25;0.85;0.12408;0.1408;0.062;6.40E-02;3.283432877;6215.111618;261.9015005;0.000289795;0.048047108;0.092993895;846.298528;1.377513734;
Heat;Heat low temperature centralised;Cogeneration wet biomass (DHN);DHN_COGEN_WET_BIOMASS;1491.64;121.3965436;1024;25;0.75;0;0;0;0.00E+00;29.92798509;109303.8578;1507.132348;0.000485382;0.200285933;0.013139486;5260.239728;2.2326018;
Heat;Heat low temperature centralised;Cogeneration wood (DHN);DHN_COGEN_WOOD;1172.95;42.94466341;165.33;25;0.85;0.06603;0.06603;0.057;5.90E-02;0.751718651;1479.418051;62.5981585;0.000772004;0.004571594;0.017422243;138.7380334;0.650797789;
Heat;Heat low temperature centralised;Geothermal (DHN);DHN_DEEP_GEO;1611.94;60.39529412;808.76;30;0.85;0.01;0.01;0.003;0.005;3.479159845;7494.118009;3909.794174;9.72E-08;2.20E-05;1.45E-05;868.8376903;2.14E-05;
Heat;Heat low temperature centralised;Heat pump (DHN);DHN_HP_ELEC;395.73;13.41870073;174.79;25;0.95;0.0436;0.0437;0.042;4.40E-02;1.390807919;528.0837268;31.88924053;5.09E-07;0.000193919;5.37E-05;146.664804;0.01326731;
Heat;Heat low temperature centralised;Solar thermal (DHN);DHN_SOLAR;381.37;0.449838889;221.22;30;1;0;0;0;0.00E+00;44.59979217;21489.21807;1139.835506;0;0;0;2416.83519;0;
Storage;Other storage;Diesel storage;DIESEL_STORAGE;0.01;0.000397;0;20;1;0;1;0;0.00E+00;0.000590703;0.346522978;0.023765232;0;0;0;0.044268554;0;
Infrastructure;Infrastructure;Efficiency mesures in energy system;EFFICIENCY;5600;0;0;1;1;0;1;0;1.00E+02;0;0;0;0;0;0;0;0;
Storage;Other storage;Gas storage;GAS_STORAGE;0.05;0.001309164;0;50;1;0;1;0;0.00E+00;0.266490966;77.70373083;17.21825674;0;0;0;40.35591357;0;
Synthetic fuels;Synthetic fuels;Gas to HVC;GAS_TO_HVC;907.75;22.69375242;0;20;1;0;1;0;0.00E+00;18.90174851;26460.82363;691.4332089;0;0;0;1597.317886;0.298730165;
Synthetic fuels;Synthetic fuels;Wood gasification;GASIFICATION_SNG;4007.94;282.5396825;0;25;0.85;0;1;0;0.00E+00;0.896799796;10407.24384;29.90761711;0.000243929;0.511650192;0.029432598;117.1122199;0.433536636;
Storage;Other storage;Gasoline storage;GASOLINE_STORAGE;0.01;0.000397;0;20;1;0;1;0;0.00E+00;0.000611151;0.358518373;0.0245879;0;0;0;0.045800974;0;
Electricity;Electricity;Geothermal power plant;GEOTHERMAL;8764.36;162.8224;24929.09;30;0.95;0;0;0;0;89.9378153;81487.70295;8618.738296;2.70E-08;6.12E-06;4.02E-06;19646.99869;5.93E-06;
Infrastructure;Infrastructure;Electrical grid cost;GRID;74919.06;0;0;80;1;0;1;0;1.00E+02;110.7273245;49678.77426;1766.68834;0;0;0;2160.0347;0;
Synthetic fuels;Synthetic fuels;Biomass to hydrogen;H2_BIOMASS;4798.23;338.0304591;0;25;0.86;0;1;0;0.00E+00;0.896799796;10407.24384;29.90761711;3.90E-06;0.003931831;0.002325273;117.1122199;0.000471984;
Synthetic fuels;Synthetic fuels;Electrolysers;H2_ELECTROLYSIS;2784.81;76.58227848;0;15;0.9;0;1;0;0.00E+00;2.128041531;1426.536348;141.5058943;1.62E-06;0.002131761;0.000576121;305.844532;0.000190001;
Storage;Other storage;Hydrogen storage;H2_STORAGE;6.19;0.39;0;20;1;0;1;0;0.00E+00;0.104741427;30.54062112;6.76745183;0;0;0;15.86146062;0;
Synthetic fuels;Synthetic fuels;Haber bosch (H2 to amonia);HABER_BOSCH;963.97;18.84698835;0;20;1;0;1;1.13;1.13E+00;47.28753458;66198.48486;1729.796149;0.000226312;0.009240153;0.441911384;3996.097226;0.001386144;
Electricity;Electricity;Hydro river;HYDRO_RIVER;5044.92;50.4447982;1262.82;40;1;0;1;0.114;0.116;7.116135977;10066.37585;392.2485727;9.16E-08;-0.016727518;1.51E-05;1478.430014;2.57E-05;
Heat;Heat high temperature;Boiler coal (industry);IND_BOILER_COAL;138.22;2.764303774;48.18;17;0.9;0.3;0.3;2.714;2.72E+00;0.895336404;2896.559368;32.44238621;0.003526886;0.012509553;0.000298667;110.9149073;0.406170837;
Heat;Heat high temperature;Boiler gas (industry);IND_BOILER_GAS;70.67;1.415862909;12.32;17;0.95;0;1;3.068;3.07E+00;0.054753785;44.8412614;3.010721978;6.41E-05;0;0;12.83952999;0.203012203;
Heat;Heat high temperature;Boiler oil (industry);IND_BOILER_OIL;65.83;1.415862909;12.32;17;0.95;0.2;0.2;1.713;1.72E+00;0.054753785;44.8412614;3.010721978;0.000374451;0;0;12.83952999;0.281197252;
Heat;Heat high temperature;Boiler waste (industry);IND_BOILER_WASTE;138.22;2.764303774;28.87;17;0.9;0;0;0;0.00E+00;0.683017395;1299.333816;47.22086539;7.07E-05;0.01172001;0.022683767;99.52043686;0.336013458;
Heat;Heat high temperature;Boiler wood (industry);IND_BOILER_WOOD;138.22;2.764303774;28.87;17;0.9;0;0;0;0.00E+00;0.648024094;1232.764532;44.80158006;0.00040964;0.000780071;0.014472495;94.42166685;0.434768709;
Heat;Heat high temperature;Cogeneration gas (industry);IND_COGEN_GAS;1528.1;98.22449611;1024.32;25;0.85;0.086;0.086;0.823;8.25E-01;3.677305646;1986.031524;138.8416388;0.000347262;0.008435303;0.000394969;491.9638626;0.396996231;
Heat;Heat high temperature;Cogeneration waste (industry);IND_COGEN_WASTE;3182.91;117.3386515;647.82;25;0.85;0.056;0.056;0.535;5.37E-01;3.283432877;6215.111618;261.9015005;0.000289795;0.048047108;0.092993895;846.298528;1.377513734;
Heat;Heat high temperature;Cogeneration wood (industry);IND_COGEN_WOOD;1172.95;42.94466341;165.33;25;0.85;0;1;0;0.00E+00;1.477617023;2440.663267;116.8487553;0.000726678;0.002500782;0.015311382;253.6515762;0.591854228;
Heat;Heat high temperature;Electrical resistors (industry);IND_DIRECT_ELEC;387.73;1.758903768;1.47;15;0.95;0;1;0;0.00E+00;0.009580365;9.438921335;0.538283492;0;0;0;1.615015824;0;
Synthetic fuels;Synthetic fuels;Carbon capture from industry;INDUSTRY_CCS;2671.37;66.312;0;40;1;0;1;0;1.00E+15;0;0;0;0.000353419;0.02551182;0.006938944;0;0.187868373;
Storage;Other storage;LFO storage;LFO_STORAGE;0.01;0.000397;0;20;1;0;1;0;0.00E+00;0.000479957;0.281555914;0.019309662;0;0;0;0.035968966;0;
Synthetic fuels;Synthetic fuels;Methane to methanol;METHANE_TO_METHANOL;1511.16;66.07714896;0;25;0.85;0;1;0;0.00E+00;0.63128966;184.0721377;40.78827738;2.98E-05;0.003753269;0.020017305;95.59900409;0.004223143;
Storage;Other storage;Methanol storage;METHANOL_STORAGE;0.01;0.000397;0;20;1;0;1;0;0.00E+00;45.26471379;63366.70957;1655.800588;0;0;0;3825.156012;0;
Synthetic fuels;Synthetic fuels;Methanol to HVC;METHANOL_TO_HVC;793.49;71.41369717;0;20;1;0;1;0;0.00E+00;18.90174851;26460.82363;691.4332089;0;0;0;1597.317886;0;
Electricity;Electricity;Nuclear;NUCLEAR;4845.73;102.930986;707.88;60;0.849;0;1;5.925;5.926;3.861193493;5021.015992;295.7542015;6.04E-06;0.007817583;0.113017287;517.7887811;0.000932935;
Synthetic fuels;Synthetic fuels;Oil to HVC;OIL_TO_HVC;449.55;2.390016639;0;20;1;0;1;4.587;4.59E+00;18.90174851;26460.82363;691.4332089;0;0;0;1597.317886;0.212727264;
Storage;Electricity storage;Batteries of plug-in hybrid cars;PHEV_BATT;0;0;0;1;1;0;1;0;0.00E+00;1.510807633;807.9018156;339.4728367;0;0;0;118.7425194;0;
Storage;Electricity storage;Pumped hydro storage;PHS;58.8;0;8.33;50;1;0;1;5.9;5.901;32.66336992;45274.64532;1825.45569;0;0;0;7559.254925;0;
Electricity;Electricity;Photovoltaic;PV;1220.85;13.94222892;2081.43;25;1;0;1;3.845;3.847;6.757957547;5426.79782;819.2443583;0;0;0;1104.506437;0;
Synthetic fuels;Synthetic fuels;Wood pyrolisis for diesel alone;REDIFUEL;10833;290;1100.251804;20;1;0;1;0;0.00E+00;22.45188699;49047.96152;815.719626;0.000589107;0.236330127;0.131512535;1976.873294;0.98774953;
Synthetic fuels;Synthetic fuels;Steam methane reforming;SMR;775.33;71.54781261;0;25;0.86;0;1;1.485;1.49E+00;0;0;0;3.04E-05;0.00382852;0.012152434;0;0.257728503;
Synthetic fuels;Synthetic fuels;Hydrogen methanation;SYN_METHANATION;349.6;89.32368421;0;40;1;0;1;0;0.00E+00;0.874898282;10389.30733;28.70332831;2.44E-06;0.000263352;9.84E-05;111.9764079;5.95E-05;
Synthetic fuels;Synthetic fuels;Hydrogen methanolation;SYN_METHANOLATION;2647.88;75.14119601;0;20;0.95;0;1;0;0.00E+00;45.26471379;63366.70957;1655.800588;6.85E-05;0.084977003;0.044163757;3825.156012;0.009439209;
Mobility;Freight;Train (freight);TRAIN_FREIGHT;104.42;2.088311688;0;40;0.34247;0;1;2.408;2.41E+00;1.315764938;1254.811542;62.2681142;2.82E-05;0;0;224.6604587;0.002276507;
Mobility;Passenger public;Train (passenger);TRAIN_PUB;1506.02;54.35274934;0;40;0.27507;0.385;0.385;5.033;5.04E+00;1.053163195;1017.681644;55.52829996;0;0;0;78.10969817;0.00011674;
Mobility;Passenger public;Tram or metro;TRAMWAY_TROLLEY;625;12.5;0;30;0.34247;0.045;0.045;0.471;4.73E-01;0.46472836;232.8580588;20.54968933;0;0;0;60.13522286;0;
Mobility;Freight;Trucks diesel;TRUCK_DIESEL;350.97;18.55555556;0;15;0.09259;0.94;1;0;1.00E+03;1.813182183;2512.582639;96.12352047;0.000311439;1.07E-05;2.97E-06;192.2380298;0.156822762;
Mobility;Freight;Truck electric;TRUCK_ELEC;878.38;23.13333333;0;15;0.09259;0;0;0;0.00E+00;5.36294333;4870.985901;536.3734865;5.90E-06;1.07E-05;2.97E-06;539.8216231;0.000343003;
Mobility;Freight;Truck fuel cell (hydrogen);TRUCK_FUEL_CELL;430.17;12.06666667;0;15;0.09259;0;0;0;0.00E+00;7.349506466;3375.345796;189.8057646;4.54E-06;1.07E-05;2.97E-06;347.8494037;0.000343003;
Mobility;Freight;Truck methanol;TRUCK_METHANOL;350.97;18.55555556;0;15;0.09259;0;0;0;0.00E+00;1.796758817;2543.5535;94.08260655;0.000357037;1.07E-05;2.97E-06;192.8431856;0.180221605;
Mobility;Freight;Truck gas;TRUCK_NG;355.28;18.55555556;0;15;0.09259;0.05;1;0;1.00E+03;1.814957803;2593.358296;95.08879029;0.000138915;1.07E-05;2.97E-06;196.2950585;0.171972101;
Storage;Thermal storage;Decentralised fuel cell cogeneration gas;TS_DEC_ADVCOGEN_GAS;18.97;0.132802697;0;20;1;0;1;0;0;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised fuel cell cogenration H2;TS_DEC_ADVCOGEN_H2;18.97;0.132802697;0;20;1;0;1;0;0;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised boiler gas;TS_DEC_BOILER_GAS;18.97;0.132802697;0;20;1;0;1;0;0;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised boiler oil;TS_DEC_BOILER_OIL;18.97;0.132802697;0;20;1;0;1;0;0;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised boiler wood;TS_DEC_BOILER_WOOD;18.97;0.132802697;0;20;1;0;1;0;0;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised cogeneration gas;TS_DEC_COGEN_GAS;18.97;0.132802697;0;20;1;0;1;0;0;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised cogenration oil;TS_DEC_COGEN_OIL;18.97;0.132802697;0;20;1;0;1;0;0;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised direct elec;TS_DEC_DIRECT_ELEC;18.97;0.132802697;0;20;1;0;1;0;0;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised electrical heat pumps;TS_DEC_HP_ELEC;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised thermal heat pumps gas;TS_DEC_THHP_GAS;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Centralised daily;TS_DHN_DAILY;3;0.0086;0;40;1;0;1;0;1.00E+15;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Centralised seasonal;TS_DHN_SEASONAL;0.59;0.003222222;0;25;1;0;1;0;1.00E+15;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Storage;Thermal storage;Thermal storage industries;TS_HIGH_TEMP;28.03;0.3;0;25;1;0;1;0;1.00E+15;0.051093865;135.4704285;4.924342709;0;0;0;10.21279805;0;
Electricity;Electricity;Wind offshore;WIND_OFFSHORE;5357.3;37.27338462;622.85;30;1;0;1;0.711;0.713;5.263887934;4440.67882;457.015724;6.97E-07;0.00246172;0.000115088;819.8075554;0.000195131;
Electricity;Electricity;Wind onshore;WIND_ONSHORE;1141.96;13.28188235;622.85;30;1;0;1;1.249;1.251;3.599892817;9290.552064;282.5653893;4.82E-07;0.001702771;7.96E-05;607.9156636;0.000134972;
