Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;crit_1_constr;crit_2_constr;crit_3_constr;lca_tech;lca_op;Comment
Storage;Other storage;LFO storage;LFO_STORAGE;0.01;0.000397;0;20;1;0;1;0;1.00E+15;0.00659;0;1;0.019579155;0;
Synthetic fuels;Synthetic fuels;Methane to methanol;METHANE_TO_METHANOL;821.12;35.9045713;0;25;0.85;0;1;0;1.00E+15;982;0;1;64.67765761;0.004117854;
Storage;Other storage;Methanol storage;METHANOL_STORAGE;0.01;0.000397;0;20;1;0;1;0;1.00E+15;0.00659;0;1;1784.936605;0;
Synthetic fuels;Synthetic fuels;Methanol to HVC;METHANOL_TO_HVC;679.8;61.18191015;0;20;1;0;1;0;1.00E+15;982;0;1;745.3581384;0;
Electricity;Electricity;Nuclear;NUCLEAR;4845.73;102.930986;707.88;60;0.849;0;1;0;0;2610;0;1;222.4242465;0.000932935;
Synthetic fuels;Synthetic fuels;Oil to HVC;OIL_TO_HVC;385.14;2.047587354;0;20;1;0;1;0;1.00E+15;982;0;1;745.3581384;0.212727264;
Storage;Electricity storage;Batteries of plug-in hybrid cars;PHEV_BATT;0;0;0;1;1;0;1;0;1.00E+15;0;0;1;75.40549979;0;
Storage;Electricity storage;Pumped hydro storage;PHS;58.8;0;8.33;50;1;0;1;5;6.5;16;0;1;5117.73527;0;
Electricity;Electricity;Photovoltaic;PV;792.98;9.055933735;2081.43;25;1;0;1;0;59.2;4470;0;1;484.7063382;0;
Synthetic fuels;Synthetic fuels;Wood pyrolisis for diesel alone;REDIFUEL;6057;157;1100.251804;20;1;0;1;0;1.00E+15;9083.469722;0;0;978.7966046;0.932982107;
Synthetic fuels;Synthetic fuels;Steam methane reforming;SMR;664.24;61.29681022;0;25;0.86;0;1;0;1.00E+15;4440;0;1;0;0.257612706;
Synthetic fuels;Synthetic fuels;Hydrogen methanation;SYN_METHANATION;232.42;59.38552632;0;40;1;0;1;0;1.00E+15;982;0;1;80.66755292;4.50E-05;
Synthetic fuels;Synthetic fuels;Hydrogen methanolation;SYN_METHANOLATION;1438.79;40.82973422;0;20;0.95;0;1;0;1.00E+15;982;0;1;1784.936605;0.005831818;
Mobility;Freight;Train (freight);TRAIN_FREIGHT;104.42;2.088311688;0;40;0.34247;0;1;0;1.00E+15;190;0;1;153.772371;0.002276507;
Mobility;Passenger public;Train (passenger);TRAIN_PUB;1506.02;54.35274934;0;40;0.27507;0;0.5;0;1.00E+15;305;0;1;48.08428754;0.00011674;
Mobility;Passenger public;Tram or metro;TRAMWAY_TROLLEY;625;12.5;0;30;0.34247;0;0.3;0;1.00E+15;73.2;0;1;22.19848145;0;
Mobility;Freight;Trucks diesel;TRUCK_DIESEL;374.79;18.55555556;0;15;0.09259;0.43;1;0;1.00E+15;265;0;1;142.4171262;0.138337565;
Mobility;Freight;Truck electric;TRUCK_ELEC;755.65;23.13333333;0;15;0.09259;0;1;0;1.00E+15;570;0;1;188.1710531;0.000341472;
Mobility;Freight;Truck fuel cell (hydrogen);TRUCK_FUEL_CELL;399.42;12.06666667;0;15;0.09259;0;1;0;1.00E+15;368;0;1;208.3961626;0.000341472;
Mobility;Freight;Truck methanol;TRUCK_METHANOL;374.79;18.55555556;0;15;0.09259;0;1;0;1.00E+15;265;0;1;139.2251065;0.154546666;
Mobility;Freight;Truck gas;TRUCK_NG;373.7;18.55555556;0;15;0.09259;0;1;0;1.00E+15;243;0;1;140.6746335;0.148395497;
Storage;Thermal storage;Decentralised fuel cell cogeneration gas;TS_DEC_ADVCOGEN_GAS;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;1;4.953401649;0;
Storage;Thermal storage;Decentralised fuel cell cogenration H2;TS_DEC_ADVCOGEN_H2;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.953401649;0;
Storage;Thermal storage;Decentralised boiler gas;TS_DEC_BOILER_GAS;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.953401649;0;
Storage;Thermal storage;Decentralised boiler oil;TS_DEC_BOILER_OIL;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.953401649;0;
Storage;Thermal storage;Decentralised boiler wood;TS_DEC_BOILER_WOOD;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.953401649;0;
Storage;Thermal storage;Decentralised cogeneration gas;TS_DEC_COGEN_GAS;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.953401649;0;
Storage;Thermal storage;Decentralised cogenration oil;TS_DEC_COGEN_OIL;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.953401649;0;
Storage;Thermal storage;Decentralised direct elec;TS_DEC_DIRECT_ELEC;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.953401649;0;
Storage;Thermal storage;Decentralised electrical heat pumps;TS_DEC_HP_ELEC;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.953401649;0;
Storage;Thermal storage;Decentralised thermal heat pumps gas;TS_DEC_THHP_GAS;18.97;0.132802697;0;20;1;0;1;0;1.00E+15;23.1;0;0;4.953401649;0;
Storage;Thermal storage;Centralised daily;TS_DHN_DAILY;3;0.0086;0;40;1;0;1;0;1.00E+15;23.1;0;0;4.953401649;0;
Storage;Thermal storage;Centralised seasonal;TS_DHN_SEASONAL;0.53;0.002916667;0;25;1;0;1;0;1.00E+15;6.59;0;0;4.953401649;0;
Storage;Thermal storage;Thermal storage industries;TS_HIGH_TEMP;28.03;0.3;0;25;1;0;1;0;1.00E+15;342;0;0;4.953401649;0;
Electricity;Electricity;Wind offshore;WIND_OFFSHORE;4867.49;33.86553231;622.85;30;1;0;1;0;6;2740;0;0;547.3652333;0.000133008;
Electricity;Electricity;Wind onshore;WIND_ONSHORE;1019.61;11.85882353;622.85;30;1;0;1;0;10;2870;0;0;362.2501027;9.20E-05;
