Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;crit_1_constr;crit_2_constr;crit_3_constr;lca_tech;lca_op;Comment
Electricity;Electricity;Intagrated gasification combined cycle with coal;COAL_IGCC;3404.57;50.78860431;331.6;35;0.856;0;1;0;0;914;1;1;369.6958601;0.591846456;
Electricity;Electricity;Ultra-supercritical coal power plant;COAL_US;2639.81;30.82101643;331.6;35;0.868;0;1;0.47;0.47;914;1;1;297.0104658;0.652290751;
Heat;Heat low temperature decentralised;Advanced cogeneration (Fuel cell) gas (decentralised);DEC_ADVCOGEN_GAS;13424.71;250.1868578;2193.45;20;1;0;1;0;0;4410;1;1;1831.326354;0.934070445;
Heat;Heat low temperature decentralised;Advanced cogeneration (Fuel cell) gas (decentralised);DEC_ADVCOGEN_H2;13424.71;250.1868578;2193.45;20;1;0;1;0;0;4410;1;1;1831.326354;0.008470268;
Heat;Heat low temperature decentralised;Bioler gas (decentralised);DEC_BOILER_GAS;190.24;5.708399663;21.09;17;1;0;1;21.365;2.14E+01;162;1;1;47.89529729;0.207852956;
Heat;Heat low temperature decentralised;Boiler oil (decentralised);DEC_BOILER_OIL;170.86;10.24815058;21.09;17;1;0;1;25.982;2.60E+01;147;1;1;47.89529729;0.287243009;
Heat;Heat low temperature decentralised;Boiler wood (decentralised);DEC_BOILER_WOOD;554.93;19.41754846;21.09;17;1;0;1;5.367;5.37E+00;237;1;1;298.7179626;0.441922968;
Heat;Heat low temperature decentralised;Cogeneration gas (decentralised);DEC_COGEN_GAS;1528.1;98.22449611;1024.32;20;1;0;1;0.374;3.76E-01;1400;1;1;763.1641931;0.396996231;
Heat;Heat low temperature decentralised;Cogeneration oil (decentralised);DEC_COGEN_OIL;1416.89;86.93215515;1024.32;20;1;0;1;0;0;1400;1;1;763.1641931;0.600243787;
Heat;Heat low temperature decentralised;Direct electrical heaters (decentralised);DEC_DIRECT_ELEC;43.61;0.190627801;1.47;15;1;0;1;0;0;5.59;1;1;1.615015824;0;
Heat;Heat low temperature decentralised;Electrical heat pump (decentralised);DEC_HP_ELEC;599.01;24.97535953;164.89;18;1;0;1;0.589;5.91E-01;212;1;1;146.664804;0.01767185;
Heat;Heat low temperature decentralised;Solar thermal (decentralised);DEC_SOLAR;781.87;8.674969566;221.22;20;1;0;1;0.511;5.13E-01;1950;1;1;2416.83519;0;
Heat;Heat low temperature decentralised;Thermal heat pump gas (decentralised);DEC_THHP_GAS;384.31;11.23224577;381.93;20;1;0;1;0;0;1300;1;1;425.0931672;0.12558201;
Infrastructure;Infrastructure;Distric heating network;DHN;825.88;0;0;60;1;0;1;0;1.00E+02;0;1;1;0;0;
Heat;Heat low temperature centralised;Boiler gas (DHN);DHN_BOILER_GAS;70.67;1.415862909;12.32;17;0.95;0;1;0.308;3.10E-01;45.6;1;1;12.83952999;0.203012203;
Heat;Heat low temperature centralised;Boiler oil (DHN);DHN_BOILER_OIL;65.83;1.415862909;12.32;17;0.95;0;1;0.074;7.60E-02;45.6;1;1;12.83952999;0.281197252;
Heat;Heat low temperature centralised;Boiler wood (DHN);DHN_BOILER_WOOD;138.22;2.764303774;28.87;17;0.9;0;1;0;0;277;1;1;87.78098375;0.434768709;
Heat;Heat low temperature centralised;Cogeneration hydrolysis (DHN);DHN_COGEN_BIO_HYDROLYSIS;4923.77;240.5931676;647.8;15;0.85;0;1;0;0;1820;1;1;360.0969558;2.866214061;
Heat;Heat low temperature centralised;Cogeneration gas (DHN);DHN_COGEN_GAS;1361.46;39.80624675;490.88;25;0.85;0;1;0.346;3.48E-01;615;1;1;199.3182226;0.396996231;
Heat;Heat low temperature centralised;Cogeneration waste (DHN);DHN_COGEN_WASTE;3264.52;120.3473349;647.82;25;0.85;0;1;0.062;6.40E-02;1820;1;1;846.298528;1.377513734;
Heat;Heat low temperature centralised;Cogeneration wet biomass (DHN);DHN_COGEN_WET_BIOMASS;1491.64;121.3965436;1024;25;0.75;0;1;0;0;1820;1;1;5260.239728;2.2326018;
Heat;Heat low temperature centralised;Cogeneration wood (DHN);DHN_COGEN_WOOD;1172.95;42.94466341;165.33;25;0.85;0;1;0.057;5.90E-02;786;1;1;138.7380334;0.650797789;
Heat;Heat low temperature centralised;Geothermal (DHN);DHN_DEEP_GEO;1611.94;60.39529412;808.76;30;0.85;0;1;0.003;0.005;8650;1;1;868.8376903;2.14E-05;
Heat;Heat low temperature centralised;Heat pump (DHN);DHN_HP_ELEC;419.71;14.23195532;174.79;25;0.95;0;1;0.042;4.40E-02;212;1;1;146.664804;0.01326731;
Heat;Heat low temperature centralised;Solar thermal (DHN);DHN_SOLAR;393.61;0.464272222;221.22;30;1;0;1;0;0;781;1;1;2416.83519;0;
Storage;Other storage;Diesel storage;DIESEL_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;0.00659;1;1;0.044268554;0;
Infrastructure;Infrastructure;Efficiency mesures in energy system;EFFICIENCY;5600;0;0;1;1;0;1;0;1.00E+02;0;1;1;0;0;
Storage;Other storage;Gas storage;GAS_STORAGE;0.05;0.001309164;0;50;1;0;1;0;0;0.0659;1;1;40.35591357;0;
Synthetic fuels;Synthetic fuels;Gas to HVC;GAS_TO_HVC;960.83;24.02087245;0;25;1;0;1;0;0;982;0;1;1597.317886;0.298730165;
Synthetic fuels;Synthetic fuels;Wood gasification;GASIFICATION_SNG;6412.7;452.0634921;0;25;0.85;0;1;0;0;547;0;1;117.1122199;0.433536636;
Storage;Other storage;Gasoline storage;GASOLINE_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;0.00659;0;1;0.045800974;0;
Electricity;Electricity;Geothermal power plant;GEOTHERMAL;10721.45;199.1808;24929.09;30;0.95;0;1;0;0;89500;0;1;19646.99869;5.93E-06;
Infrastructure;Infrastructure;Electrical grid cost;GRID;74919.06;0;0;80;1;0;1;0;1.00E+02;0;0;1;2160.0347;0;
Synthetic fuels;Synthetic fuels;Biomass to hydrogen;H2_BIOMASS;6060.93;426.9858431;0;25;0.86;0;1;0;0;547;0;1;117.1122199;0.000471984;
Synthetic fuels;Synthetic fuels;Electrolysers;H2_ELECTROLYSIS;10000;27500000;0;15;0.9;0;1;0;0;3330;0;1;305.844532;0.000190001;
Storage;Other storage;Hydrogen storage;H2_STORAGE;6.19;0.39;0;20;1;0;1;0;0;0.659;0;1;15.86146062;0;
Synthetic fuels;Synthetic fuels;Haber bosch (H2 to amonia);HABER_BOSCH;1020.35;19.94915141;0;20;1;0;1;1.13;1.13E+00;982;0;1;3996.097226;0.001386144;
Electricity;Electricity;Hydro river;HYDRO_RIVER;5044.92;50.4447982;1262.82;40;1;0;1;0.114;0.116;8260;0;1;1478.430014;2.57E-05;
Heat;Heat high temperature;Boiler coal (industry);IND_BOILER_COAL;138.22;2.764303774;48.18;17;0.9;0;1;2.714;2.72E+00;149;0;1;110.9149073;0.406170837;
Heat;Heat high temperature;Boiler gas (industry);IND_BOILER_GAS;70.67;1.415862909;12.32;17;0.95;0;1;3.068;3.07E+00;45.6;0;1;12.83952999;0.203012203;
Heat;Heat high temperature;Boiler oil (industry);IND_BOILER_OIL;65.83;1.415862909;12.32;17;0.95;0;1;1.713;1.72E+00;45.6;0;1;12.83952999;0.281197252;
Heat;Heat high temperature;Boiler waste (industry);IND_BOILER_WASTE;138.22;2.764303774;28.87;17;0.9;0;1;0;0;277;0;1;99.52043686;0.336013458;
Heat;Heat high temperature;Boiler wood (industry);IND_BOILER_WOOD;138.22;2.764303774;28.87;17;0.9;0;1;0;0;277;0;1;94.42166685;0.434768709;
Heat;Heat high temperature;Cogeneration gas (industry);IND_COGEN_GAS;1528.1;98.22449611;1024.32;25;0.85;0;1;0.823;8.25E-01;2010;0;1;491.9638626;0.396996231;
Heat;Heat high temperature;Cogeneration waste (industry);IND_COGEN_WASTE;3264.52;120.3473349;647.82;25;0.85;0;1;0.535;5.37E-01;1820;0;1;846.298528;1.377513734;
Heat;Heat high temperature;Cogeneration wood (industry);IND_COGEN_WOOD;1172.95;42.94466341;165.33;25;0.85;0;1;0;0;786;0;1;253.6515762;0.591854228;
Heat;Heat high temperature;Electrical resistors (industry);IND_DIRECT_ELEC;387.73;1.758903768;1.47;15;0.95;0;1;0;0;5.59;0;1;1.615015824;0;
Synthetic fuels;Synthetic fuels;Carbon capture from industry;INDUSTRY_CCS;2871.5;71.28;0;40;1;0;1;0;0;1400;0;1;0;0.187868373;
Storage;Other storage;LFO storage;LFO_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;0.00659;0;1;0.035968966;0;
Synthetic fuels;Synthetic fuels;Methane to methanol;METHANE_TO_METHANOL;1642.24;71.80914261;0;25;0.85;0;1;0;0;982;0;1;95.59900409;0.004223143;
Storage;Other storage;Methanol storage;METHANOL_STORAGE;0.01;0.000397;0;20;1;0;1;0;0;0.00659;0;1;3825.156012;0;
Synthetic fuels;Synthetic fuels;Methanol to HVC;METHANOL_TO_HVC;839.89;75.58993677;0;20;1;0;1;0;0;982;0;1;1597.317886;0;
Electricity;Electricity;Nuclear;NUCLEAR;4845.73;102.930986;707.88;60;0.849;0;1;5.925;5.925;2610;0;1;517.7887811;0.000932935;
Synthetic fuels;Synthetic fuels;Oil to HVC;OIL_TO_HVC;475.84;2.529783694;0;15;1;0;1;4.587;4.59E+00;982;0;1;1597.317886;0.212727264;
Storage;Electricity storage;Batteries of plug-in hybrid cars;PHEV_BATT;0;0;0;1;1;0;1;0;0;0;0;1;118.7425194;0;
Storage;Electricity storage;Pumped hydro storage;PHS;58.8;0;8.33;50;1;0;1;5.9;5.901;16;0;1;7559.254925;0;
Electricity;Electricity;Photovoltaic;PV;1711.48;19.54518072;2081.43;25;1;0;1;3.845;3.847;4470;0;1;1104.506437;0;
Synthetic fuels;Synthetic fuels;Wood pyrolisis for diesel alone;REDIFUEL;17306;462.84;1100.251804;20;1;0;1;0;0.00E+00;9083;0;0;1976.873294;0.98774953;
Synthetic fuels;Synthetic fuels;Steam methane reforming;SMR;820.67;75.73189522;0;25;0.86;0;1;1.485;1.49E+00;4440;0;1;0;0.257728503;
Synthetic fuels;Synthetic fuels;Hydrogen methanation;SYN_METHANATION;418.75;106.9921053;0;40;1;0;1;0;0;982;0;1;111.9764079;5.95E-05;
Synthetic fuels;Synthetic fuels;Hydrogen methanolation;SYN_METHANOLATION;2877.58;81.65946844;0;20;0.95;0;1;0;0;982;0;1;3825.156012;0.009439209;
Mobility;Freight;Train (freight);TRAIN_FREIGHT;104.42;2.088311688;0;40;0.34247;0;1;2.408;1.00E+15;190;0;1;224.6604587;0.002276507;
Mobility;Passenger public;Train (passenger);TRAIN_PUB;1506.02;54.35274934;0;40;0.27507;0;0.5;5.033;1.00E+15;305;0;1;78.10969817;0.00011674;
Mobility;Passenger public;Tram or metro;TRAMWAY_TROLLEY;625;12.5;0;30;0.34247;0;0.3;0.471;1.00E+15;73.2;0;1;60.13522286;0;
Mobility;Freight;Trucks diesel;TRUCK_DIESEL;344.65;18.55555556;0;15;0.09259;0;1;56.898;1.00E+15;265;0;1;192.2380298;0.156822762;
Mobility;Freight;Truck electric;TRUCK_ELEC;934.764;23.13333333;0;15;0.09259;0;1;0;0;570;0;1;539.8216231;0.000343003;
Mobility;Freight;Truck fuel cell (hydrogen);TRUCK_FUEL_CELL;1301.63;12.06666667;0;15;0.09259;0;1;0;0;368;0;1;347.8494037;0.000343003;
Mobility;Freight;Truck methanol;TRUCK_METHANOL;344.65;18.55555556;0;15;0.09259;0;1;0;0;265;0;1;192.8431856;0.180221605;
Mobility;Freight;Truck gas;TRUCK_NG;350.99;18.55555556;0;15;0.09259;0;1;3.183;3.19E+00;243;0;1;196.2950585;0.171972101;
Storage;Thermal storage;Decentralised fuel cell cogeneration gas;TS_DEC_ADVCOGEN_GAS;18.97;0.132802697;0;20;1;0;1;0;0;23.1;0;1;10.21279805;0;
Storage;Thermal storage;Decentralised fuel cell cogenration H2;TS_DEC_ADVCOGEN_H2;18.97;0.132802697;0;20;1;0;1;0;0;23.1;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised boiler gas;TS_DEC_BOILER_GAS;18.97;0.132802697;0;20;1;0;1;0;0;23.1;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised boiler oil;TS_DEC_BOILER_OIL;18.97;0.132802697;0;20;1;0;1;0;0;23.1;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised boiler wood;TS_DEC_BOILER_WOOD;18.97;0.132802697;0;20;1;0;1;0;0;23.1;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised cogeneration gas;TS_DEC_COGEN_GAS;18.97;0.132802697;0;20;1;0;1;0;0;23.1;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised cogenration oil;TS_DEC_COGEN_OIL;18.97;0.132802697;0;20;1;0;1;0;0;23.1;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised direct elec;TS_DEC_DIRECT_ELEC;18.97;0.132802697;0;20;1;0;1;0;0;23.1;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised electrical heat pumps;TS_DEC_HP_ELEC;18.97;0.132802697;0;20;1;0;1;0;0;23.1;0;0;10.21279805;0;
Storage;Thermal storage;Decentralised thermal heat pumps gas;TS_DEC_THHP_GAS;18.97;0.132802697;0;20;1;0;1;0;0;23.1;0;0;10.21279805;0;
Storage;Thermal storage;Centralised daily;TS_DHN_DAILY;3;0.0086;0;40;1;0;1;0;0;23.1;0;0;10.21279805;0;
Storage;Thermal storage;Centralised seasonal;TS_DHN_SEASONAL;0.59;0.003222222;0;25;1;0;1;0;0;6.59;0;0;10.21279805;0;
Storage;Thermal storage;Thermal storage industries;TS_HIGH_TEMP;28.03;0.3;0;25;1;0;1;0;0;342;0;0;10.21279805;0;
Electricity;Electricity;Wind offshore;WIND_OFFSHORE;7653.28;53.24769231;622.85;30;1;0;1;0.711;0.713;2740;0;0;819.8075554;0.000195131;
Electricity;Electricity;Wind onshore;WIND_ONSHORE;1356.08;15.77223529;622.85;30;1;0;1;1.249;1.251;2870;0;0;607.9156636;0.000134972;
